,count,data_point_count,get_currency_id,id,includes_secondary,league_id,pay_currency_id,sample_time_utc,value,pay_currency,get_currency
0,100,1,97,0,True,78,1,2020-04-25T12:32:42.2692558Z,354.59375,Chaos Orb,Chayula's Pure Breachstone
1,100,1,113,0,True,78,1,2020-04-25T12:32:42.2692558Z,177.296875,Chaos Orb,Fragment of Knowledge
2,100,1,112,0,True,78,1,2020-04-25T12:32:42.2692558Z,177.296875,Chaos Orb,Fragment of Shape
3,100,1,96,0,False,78,1,2020-04-25T12:32:42.2692558Z,145.0,Chaos Orb,Uul-Netol's Pure Breachstone
4,100,1,128,0,True,78,1,2020-04-25T12:32:42.2692558Z,125.0,Chaos Orb,Simulacrum
5,100,1,99,0,False,78,1,2020-04-25T12:32:42.2692558Z,104.66666666666667,Chaos Orb,Timeless Maraketh Emblem
6,100,1,92,0,False,78,1,2020-04-25T12:32:42.2692558Z,100.0,Chaos Orb,Chayula's Enriched Breachstone
7,100,1,94,0,False,78,1,2020-04-25T12:32:42.2692558Z,78.0,Chaos Orb,Tul's Pure Breachstone
8,100,1,95,0,False,78,1,2020-04-25T12:32:42.2692558Z,74.19148936170212,Chaos Orb,Esh's Pure Breachstone
9,100,1,93,0,False,78,1,2020-04-25T12:32:42.2692558Z,74.0,Chaos Orb,Xoph's Pure Breachstone
10,100,1,91,0,False,78,1,2020-04-25T12:32:42.2692558Z,52.265957446808514,Chaos Orb,Uul-Netol's Enriched Breachstone
11,100,1,101,0,False,78,1,2020-04-25T12:32:42.2692558Z,55.0,Chaos Orb,Timeless Templar Emblem
12,100,1,70,0,False,78,1,2020-04-25T12:32:42.2692558Z,46.3200016,Chaos Orb,Chayula's Breachstone
13,100,1,109,0,False,78,1,2020-04-25T12:32:42.2692558Z,45.0,Chaos Orb,Fragment of Eradication
14,100,1,87,0,False,78,1,2020-04-25T12:32:42.2692558Z,50.0,Chaos Orb,Chayula's Charged Breachstone
15,100,1,115,0,False,78,1,2020-04-25T12:32:42.2692558Z,45.0,Chaos Orb,Fragment of Emptiness
16,100,1,108,0,False,78,1,2020-04-25T12:32:42.2692558Z,40.0,Chaos Orb,Fragment of Enslavement
17,100,1,114,0,False,78,1,2020-04-25T12:32:42.2692558Z,40.0,Chaos Orb,Fragment of Terror
18,100,1,43,0,False,78,1,2020-04-25T12:32:42.2692558Z,37.282828282828284,Chaos Orb,Fragment of the Chimera
19,100,1,111,0,False,78,1,2020-04-25T12:32:42.2692558Z,35.0,Chaos Orb,Fragment of Purification
20,100,1,41,0,False,78,1,2020-04-25T12:32:42.2692558Z,34.57,Chaos Orb,Fragment of the Phoenix
21,100,1,110,0,False,78,1,2020-04-25T12:32:42.2692558Z,32.0,Chaos Orb,Fragment of Constriction
22,100,1,42,0,False,78,1,2020-04-25T12:32:42.2692558Z,31.0,Chaos Orb,Fragment of the Minotaur
23,100,1,40,0,False,78,1,2020-04-25T12:32:42.2692558Z,32.0,Chaos Orb,Fragment of the Hydra
24,100,1,89,0,False,78,1,2020-04-25T12:32:42.2692558Z,18.0,Chaos Orb,Tul's Enriched Breachstone
25,100,1,90,0,False,78,1,2020-04-25T12:32:42.2692558Z,17.0,Chaos Orb,Esh's Enriched Breachstone
26,100,1,88,0,False,78,1,2020-04-25T12:32:42.2692558Z,17.175257731958762,Chaos Orb,Xoph's Enriched Breachstone
27,100,1,86,0,False,78,1,2020-04-25T12:32:42.2692558Z,13.0,Chaos Orb,Uul-Netol's Charged Breachstone
28,100,1,102,0,False,78,1,2020-04-25T12:32:42.2692558Z,10.0,Chaos Orb,Timeless Vaal Emblem
29,100,1,34,0,False,78,1,2020-04-25T12:32:42.2692558Z,7.0,Chaos Orb,Mortal Ignorance
30,100,1,37,0,False,78,1,2020-04-25T12:32:42.2692558Z,10.0,Chaos Orb,Yriel's Key
31,100,1,98,0,False,78,1,2020-04-25T12:32:42.2692558Z,6.0,Chaos Orb,Timeless Karui Emblem
32,100,1,100,0,False,78,1,2020-04-25T12:32:42.2692558Z,6.0,Chaos Orb,Timeless Eternal Emblem
33,100,1,39,0,False,78,1,2020-04-25T12:32:42.2692558Z,9.0,Chaos Orb,Volkuur's Key
34,100,1,69,0,False,78,1,2020-04-25T12:32:42.2692558Z,6.0,Chaos Orb,Uul-Netol's Breachstone
35,100,1,38,0,False,78,1,2020-04-25T12:32:42.2692558Z,7.0,Chaos Orb,Inya's Key
36,100,1,36,0,False,78,1,2020-04-25T12:32:42.2692558Z,7.0,Chaos Orb,Eber's Key
37,100,1,35,0,False,78,1,2020-04-25T12:32:42.2692558Z,4.0,Chaos Orb,Mortal Hope
38,100,1,83,0,False,78,1,2020-04-25T12:32:42.2692558Z,3.0,Chaos Orb,Xoph's Charged Breachstone
39,100,1,32,0,False,78,1,2020-04-25T12:32:42.2692558Z,2.0,Chaos Orb,Mortal Grief
40,100,1,33,0,False,78,1,2020-04-25T12:32:42.2692558Z,2.0,Chaos Orb,Mortal Rage
41,100,1,84,0,False,78,1,2020-04-25T12:32:42.2692558Z,3.0,Chaos Orb,Tul's Charged Breachstone
42,100,1,85,0,False,78,1,2020-04-25T12:32:42.2692558Z,3.0,Chaos Orb,Esh's Charged Breachstone
43,100,1,67,0,False,78,1,2020-04-25T12:32:42.2692558Z,1.7266676,Chaos Orb,Tul's Breachstone
44,100,1,104,0,False,78,1,2020-04-25T12:32:42.2692558Z,1.5,Chaos Orb,Timeless Maraketh Splinter
45,100,1,72,0,False,78,1,2020-04-25T12:32:42.2692558Z,2.0,Chaos Orb,Divine Vessel
46,100,1,106,0,False,78,1,2020-04-25T12:32:42.2692558Z,1.1805555555555556,Chaos Orb,Timeless Templar Splinter
47,100,1,68,0,False,78,1,2020-04-25T12:32:42.2692558Z,1.0,Chaos Orb,Esh's Breachstone
48,100,1,66,0,False,78,1,2020-04-25T12:32:42.2692558Z,1.0,Chaos Orb,Xoph's Breachstone
