,count,data_point_count,get_currency_id,id,includes_secondary,league_id,pay_currency_id,sample_time_utc,value,pay_currency,get_currency
0,100,1,97,0,True,78,1,2020-04-25T13:31:21.6783213Z,350.39130434782606,Chaos Orb,Chayula's Pure Breachstone
1,100,1,113,0,True,78,1,2020-04-25T13:31:21.6783213Z,175.19565217391303,Chaos Orb,Fragment of Knowledge
2,100,1,112,0,True,78,1,2020-04-25T13:31:21.6783213Z,175.19565217391303,Chaos Orb,Fragment of Shape
3,100,1,96,0,False,78,1,2020-04-25T13:31:21.6783213Z,147.05,Chaos Orb,Uul-Netol's Pure Breachstone
4,100,1,128,0,True,78,1,2020-04-25T13:31:21.6783213Z,125.0,Chaos Orb,Simulacrum
5,100,1,99,0,False,78,1,2020-04-25T13:31:21.6783213Z,101.5,Chaos Orb,Timeless Maraketh Emblem
6,100,1,92,0,False,78,1,2020-04-25T13:31:21.6783213Z,100.0,Chaos Orb,Chayula's Enriched Breachstone
7,100,1,94,0,False,78,1,2020-04-25T13:31:21.6783213Z,78.0,Chaos Orb,Tul's Pure Breachstone
8,100,1,95,0,False,78,1,2020-04-25T13:31:21.6783213Z,75.0,Chaos Orb,Esh's Pure Breachstone
9,100,1,93,0,False,78,1,2020-04-25T13:31:21.6783213Z,74.0,Chaos Orb,Xoph's Pure Breachstone
10,100,1,91,0,False,78,1,2020-04-25T13:31:21.6783213Z,53.0,Chaos Orb,Uul-Netol's Enriched Breachstone
11,100,1,101,0,False,78,1,2020-04-25T13:31:21.6783213Z,55.0,Chaos Orb,Timeless Templar Emblem
12,100,1,70,0,False,78,1,2020-04-25T13:31:21.6783213Z,48.0,Chaos Orb,Chayula's Breachstone
13,100,1,109,0,False,78,1,2020-04-25T13:31:21.6783213Z,45.0,Chaos Orb,Fragment of Eradication
14,100,1,115,0,False,78,1,2020-04-25T13:31:21.6783213Z,45.0,Chaos Orb,Fragment of Emptiness
