,count,data_point_count,get_currency_id,id,includes_secondary,league_id,pay_currency_id,sample_time_utc,value,pay_currency,get_currency
0,100,1,97,0,True,78,1,2020-04-21T18:20:11.8833464Z,295.0,Chaos Orb,Chayula's Pure Breachstone
1,100,1,113,0,False,78,1,2020-04-21T18:20:11.8833464Z,168.24675324675326,Chaos Orb,Fragment of Knowledge
2,100,1,112,0,False,78,1,2020-04-21T18:20:11.8833464Z,163.57,Chaos Orb,Fragment of Shape
3,100,1,96,0,True,78,1,2020-04-21T18:20:11.8833464Z,145.0,Chaos Orb,Uul-Netol's Pure Breachstone
4,100,1,128,0,True,78,1,2020-04-21T18:20:11.8833464Z,129.0,Chaos Orb,Simulacrum
5,100,1,92,0,True,78,1,2020-04-21T18:20:11.8833464Z,140.0,Chaos Orb,Chayula's Enriched Breachstone
6,100,1,99,0,False,78,1,2020-04-21T18:20:11.8833464Z,97.0,Chaos Orb,Timeless Maraketh Emblem
7,100,1,94,0,False,78,1,2020-04-21T18:20:11.8833464Z,72.0,Chaos Orb,Tul's Pure Breachstone
8,100,1,95,0,False,78,1,2020-04-21T18:20:11.8833464Z,70.0,Chaos Orb,Esh's Pure Breachstone
9,100,1,93,0,False,78,1,2020-04-21T18:20:11.8833464Z,70.0,Chaos Orb,Xoph's Pure Breachstone
10,100,1,91,0,False,78,1,2020-04-21T18:20:11.8833464Z,59.0,Chaos Orb,Uul-Netol's Enriched Breachstone
11,100,1,101,0,False,78,1,2020-04-21T18:20:11.8833464Z,55.0,Chaos Orb,Timeless Templar Emblem
12,100,1,115,0,False,78,1,2020-04-21T18:20:11.8833464Z,50.0,Chaos Orb,Fragment of Emptiness
13,100,1,109,0,False,78,1,2020-04-21T18:20:11.8833464Z,46.0,Chaos Orb,Fragment of Eradication
14,100,1,87,0,False,78,1,2020-04-21T18:20:11.8833464Z,50.0,Chaos Orb,Chayula's Charged Breachstone
15,100,1,70,0,False,78,1,2020-04-21T18:20:11.8833464Z,45.0,Chaos Orb,Chayula's Breachstone
16,100,1,108,0,False,78,1,2020-04-21T18:20:11.8833464Z,40.0,Chaos Orb,Fragment of Enslavement
17,100,1,114,0,False,78,1,2020-04-21T18:20:11.8833464Z,40.0,Chaos Orb,Fragment of Terror
18,100,1,43,0,False,78,1,2020-04-21T18:20:11.8833464Z,36.0,Chaos Orb,Fragment of the Chimera
19,100,1,111,0,False,78,1,2020-04-21T18:20:11.8833464Z,32.0,Chaos Orb,Fragment of Purification
20,100,1,110,0,False,78,1,2020-04-21T18:20:11.8833464Z,30.0,Chaos Orb,Fragment of Constriction
21,100,1,42,0,False,78,1,2020-04-21T18:20:11.8833464Z,30.0,Chaos Orb,Fragment of the Minotaur
