,value,type,type_line,price,datetime
0,7.455481000000001,Currency,Armourer's Scrap,0.12222100000000001,2020-04-19 13:05:36.475544
1,1.4406525000000001,Currency,Blacksmith's Whetstone,0.10290375,2020-04-19 13:05:36.475544
2,0.0,,Alteration Shard,,2020-04-19 13:05:36.475544
3,1.6333799999999998,Currency,Orb of Binding,0.11667,2020-04-19 13:05:36.475544
4,0.0,,Exalted Shard,,2020-04-19 13:05:36.475544
5,2.0,Currency,Harbinger's Orb,2.0,2020-04-19 13:05:36.475544
6,0.0,,Medium Cluster Jewel,,2020-04-19 13:05:36.475544
7,1.33336,Currency,Abrasive Catalyst,0.16667,2020-04-19 13:05:36.475544
8,6.547449059701493,Currency,Jeweller's Orb,0.04922894029850747,2020-04-19 13:05:36.475544
9,0.5996279032258064,Currency,Glassblower's Bauble,0.19987596774193547,2020-04-19 13:05:36.475544
10,0.7000000000000001,Currency,Engineer's Orb,0.1,2020-04-19 13:05:36.475544
11,0.0,,Horizon Shard,,2020-04-19 13:05:36.475544
12,0.0,,Chaos Shard,,2020-04-19 13:05:36.475544
13,2.28568,Currency,Orb of Regret,0.28571,2020-04-19 13:05:36.475544
14,0.47042222222222224,Currency,Regal Orb,0.23521111111111112,2020-04-19 13:05:36.475544
15,0.9425108,Currency,Splinter of Xoph,0.1346444,2020-04-19 13:05:36.475544
16,0.0,,Transmutation Shard,,2020-04-19 13:05:36.475544
17,6.203814222222222,Currency,Silver Coin,0.06970577777777778,2020-04-19 13:05:36.475544
18,2.639976,Currency,Turbulent Catalyst,0.329997,2020-04-19 13:05:36.475544
19,0.48671700000000007,Currency,Perandus Coin,0.009933,2020-04-19 13:05:36.475544
20,0.0,,Scroll Fragment,,2020-04-19 13:05:36.475544
21,1.06,Oil,Amber Oil,0.53,2020-04-19 13:05:36.475544
22,0.0,,Stacked Deck,,2020-04-19 13:05:36.475544
23,3.0,Essence,Remnant of Corruption,0.5,2020-04-19 13:05:36.475544
24,3.0,DeliriumOrb,Portentous Delirium Orb,3.0,2020-04-19 13:05:36.475544
25,0.0,,Ancient Shard,,2020-04-19 13:05:36.475544
26,12.118700000000002,Currency,Orb of Chance,0.12118700000000002,2020-04-19 13:05:36.475544
27,37.446620915662656,Currency,Orb of Fusing,0.18003183132530123,2020-04-19 13:05:36.475544
28,0.0,,Regal Shard,,2020-04-19 13:05:36.475544
29,0.0,,Orb of Transmutation,,2020-04-19 13:05:36.475544
30,0.0,,Binding Shard,,2020-04-19 13:05:36.475544
31,9.0229458,Currency,Orb of Alteration,0.24386340000000004,2020-04-19 13:05:36.475544
32,2.32694,Currency,Orb of Horizons,0.21154,2020-04-19 13:05:36.475544
33,0.0,Oil,Sepia Oil,0.0,2020-04-19 13:05:36.475544
34,2.0,DeliriumOrb,Decadent Delirium Orb,2.0,2020-04-19 13:05:36.475544
35,3.29,Oil,Clear Oil,0.47,2020-04-19 13:05:36.475544
36,4.133745,Currency,Simple Sextant,0.19684500000000002,2020-04-19 13:05:36.475544
37,0.877888,Currency,Blessed Orb,0.030272,2020-04-19 13:05:36.475544
38,0.0,,Portal Scroll,,2020-04-19 13:05:36.475544
39,67.434378,Fragment,Simulacrum Splinter,0.478258,2020-04-19 13:05:36.475544
40,3.0,Currency,Tempering Catalyst,1.0,2020-04-19 13:05:36.475544
41,0.0,,Scroll of Wisdom,,2020-04-19 13:05:36.475544
42,2.081414383561644,Currency,Orb of Scouring,0.4162828767123288,2020-04-19 13:05:36.475544
43,8.520610000000001,Currency,Orb of Alchemy,0.17389000000000002,2020-04-19 13:05:36.475544
44,2.0842168421052634,Currency,Intrinsic Catalyst,0.14887263157894737,2020-04-19 13:05:36.475544
45,2.66672,Currency,Orb of Augmentation,0.16667,2020-04-19 13:05:36.475544
46,6.6667,Currency,Vaal Orb,0.66667,2020-04-19 13:05:36.475544
47,9.61725081081081,Currency,Prime Sextant,0.6869464864864865,2020-04-19 13:05:36.475544
48,0.0,,Chaos Orb,,2020-04-19 13:05:36.475544
