,value,type,type_line,datetime
0,6.85955661971831,Currency,Armourer's Scrap,2020-04-18 22:28:26.292509
1,2.0413278260869565,Currency,Intrinsic Catalyst,2020-04-18 22:28:26.292509
2,12.685694637362637,Currency,Blacksmith's Whetstone,2020-04-18 22:28:26.292509
3,12.0,Currency,Stacked Deck,2020-04-18 22:28:26.292509
4,1.51671,Currency,Orb of Binding,2020-04-18 22:28:26.292509
5,0.0,,Alchemy Shard,2020-04-18 22:28:26.292509
6,7.0,Currency,Exalted Shard,2020-04-18 22:28:26.292509
7,22.563305600000003,Currency,Orb of Regret,2020-04-18 22:28:26.292509
8,2.33338,Currency,Abrasive Catalyst,2020-04-18 22:28:26.292509
9,3.2677938924731187,Currency,Jeweller's Orb,2020-04-18 22:28:26.292509
10,11.98433934883721,Currency,Orb of Augmentation,2020-04-18 22:28:26.292509
11,9.385200000000001,Currency,Perandus Coin,2020-04-18 22:28:26.292509
12,0.6000000000000001,Currency,Engineer's Orb,2020-04-18 22:28:26.292509
13,1.5,Currency,Splinter of Chayula,2020-04-18 22:28:26.292509
14,0.0,,Alteration Shard,2020-04-18 22:28:26.292509
15,0.0,,Chaos Shard,2020-04-18 22:28:26.292509
16,0.0,,Transmutation Shard,2020-04-18 22:28:26.292509
17,5.508833000000001,Currency,Silver Coin,2020-04-18 22:28:26.292509
18,2.66664,Currency,Turbulent Catalyst,2020-04-18 22:28:26.292509
19,0.0,,Scroll Fragment,2020-04-18 22:28:26.292509
20,5.88,Essence,Remnant of Corruption,2020-04-18 22:28:26.292509
21,1.0,Oil,Azure Oil,2020-04-18 22:28:26.292509
22,2.0,DeliriumOrb,Portentous Delirium Orb,2020-04-18 22:28:26.292509
23,0.0,,Ancient Shard,2020-04-18 22:28:26.292509
24,10.937738976744187,Currency,Orb of Chance,2020-04-18 22:28:26.292509
25,35.96635566666667,Currency,Orb of Fusing,2020-04-18 22:28:26.292509
26,2.0587725,Currency,Regal Orb,2020-04-18 22:28:26.292509
27,0.0,,Regal Shard,2020-04-18 22:28:26.292509
28,0.0,,Orb of Transmutation,2020-04-18 22:28:26.292509
29,0.0,,Binding Shard,2020-04-18 22:28:26.292509
30,3.999078,Currency,Orb of Alteration,2020-04-18 22:28:26.292509
31,1.5881903773584907,Currency,Orb of Horizons,2020-04-18 22:28:26.292509
32,1.5,Oil,Sepia Oil,2020-04-18 22:28:26.292509
33,2.0,DeliriumOrb,Decadent Delirium Orb,2020-04-18 22:28:26.292509
34,2.0,Oil,Clear Oil,2020-04-18 22:28:26.292509
35,4.162671333333334,Currency,Simple Sextant,2020-04-18 22:28:26.292509
36,0.9102808988764046,Currency,Blessed Orb,2020-04-18 22:28:26.292509
37,0.0,,Portal Scroll,2020-04-18 22:28:26.292509
38,34.16963785714286,Fragment,Simulacrum Splinter,2020-04-18 22:28:26.292509
39,3.0,Currency,Tempering Catalyst,2020-04-18 22:28:26.292509
40,0.0,,Scroll of Wisdom,2020-04-18 22:28:26.292509
41,8.69468688,Currency,Orb of Alchemy,2020-04-18 22:28:26.292509
42,6.077806875,Currency,Vaal Orb,2020-04-18 22:28:26.292509
43,7.3333699999999995,Currency,Prime Sextant,2020-04-18 22:28:26.292509
44,5.297462100000001,Currency,Gemcutter's Prism,2020-04-18 22:28:26.292509
45,0.0,,Chaos Orb,2020-04-18 22:28:26.292509
46,0.0,,Horizon Shard,2020-04-18 22:28:26.292509
47,5.653538,Currency,Chromatic Orb,2020-04-18 22:28:26.292509
48,2.0,DeliriumOrb,Armoursmith's Delirium Orb,2020-04-18 22:28:26.292509
49,6.160000000000001,Currency,Cartographer's Chisel,2020-04-18 22:28:26.292509
50,0.0,,Sapphire Ring,2020-04-18 22:28:26.292509
51,51.29924735294118,Currency,Orb of Scouring,2020-04-18 22:28:26.292509
52,1.0,DivinationCard,The Hermit,2020-04-18 22:28:26.292509
53,6.0,DivinationCard,Imperial Legacy,2020-04-18 22:28:26.292509
54,1.22,DivinationCard,Prosperity,2020-04-18 22:28:26.292509
55,25.08,DivinationCard,The Catalyst,2020-04-18 22:28:26.292509
56,1.0,DivinationCard,The Blazing Fire,2020-04-18 22:28:26.292509
57,21.0,DivinationCard,Arrogance of the Vaal,2020-04-18 22:28:26.292509
58,3.64,DivinationCard,The Flora's Gift,2020-04-18 22:28:26.292509
59,1.0,DivinationCard,Thirst for Knowledge,2020-04-18 22:28:26.292509
60,12.0,DivinationCard,The Gemcutter,2020-04-18 22:28:26.292509
61,18.0,DivinationCard,Her Mask,2020-04-18 22:28:26.292509
62,1.0,DivinationCard,The Jeweller's Boon,2020-04-18 22:28:26.292509
63,1.0,DivinationCard,Scholar of the Seas,2020-04-18 22:28:26.292509
64,4.949999999999999,DivinationCard,The Tinkerer's Table,2020-04-18 22:28:26.292509
65,7.62,DivinationCard,The Dapper Prodigy,2020-04-18 22:28:26.292509
66,2.0,DivinationCard,The Lover,2020-04-18 22:28:26.292509
67,4.0,DivinationCard,The Endurance,2020-04-18 22:28:26.292509
68,6.0,DivinationCard,The King's Blade,2020-04-18 22:28:26.292509
69,1.0,DivinationCard,The Gentleman,2020-04-18 22:28:26.292509
70,1.46,DivinationCard,The Warden,2020-04-18 22:28:26.292509
71,2.0,DivinationCard,Emperor of Purity,2020-04-18 22:28:26.292509
72,1.0,DivinationCard,Boundless Realms,2020-04-18 22:28:26.292509
73,1.98,DivinationCard,Lantador's Lost Love,2020-04-18 22:28:26.292509
74,2.0,DivinationCard,Mitts,2020-04-18 22:28:26.292509
75,3.0,DivinationCard,Divine Justice,2020-04-18 22:28:26.292509
76,1.0,DivinationCard,Grave Knowledge,2020-04-18 22:28:26.292509
77,1.0,DivinationCard,Deathly Designs,2020-04-18 22:28:26.292509
78,2.0,DivinationCard,The Dreamer,2020-04-18 22:28:26.292509
79,31.460000000000004,DivinationCard,Rain of Chaos,2020-04-18 22:28:26.292509
80,1.0,DivinationCard,Gift of the Gemling Queen,2020-04-18 22:28:26.292509
81,1.0,DivinationCard,Harmony of Souls,2020-04-18 22:28:26.292509
82,9.0,DivinationCard,The Survivalist,2020-04-18 22:28:26.292509
83,1.0,DivinationCard,The Aesthete,2020-04-18 22:28:26.292509
