,value,type,type_line,price,datetime
0,7.455481000000001,Currency,Armourer's Scrap,0.12222100000000001,2020-04-19 13:18:37.230646
1,1.4946234408602153,Currency,Blacksmith's Whetstone,0.10675881720430108,2020-04-19 13:18:37.230646
2,0.0,,Alteration Shard,,2020-04-19 13:18:37.230646
3,1.6333799999999998,Currency,Orb of Binding,0.11667,2020-04-19 13:18:37.230646
4,0.0,,Exalted Shard,,2020-04-19 13:18:37.230646
5,2.0,Currency,Harbinger's Orb,2.0,2020-04-19 13:18:37.230646
6,0.0,,Medium Cluster Jewel,,2020-04-19 13:18:37.230646
7,1.33336,Currency,Abrasive Catalyst,0.16667,2020-04-19 13:18:37.230646
8,6.649335,Currency,Jeweller's Orb,0.049995,2020-04-19 13:18:37.230646
9,0.7763384615384615,Currency,Glassblower's Bauble,0.19408461538461538,2020-04-19 13:18:37.230646
10,0.7000000000000001,Currency,Engineer's Orb,0.1,2020-04-19 13:18:37.230646
11,0.0,,Horizon Shard,,2020-04-19 13:18:37.230646
12,0.0,,Chaos Shard,,2020-04-19 13:18:37.230646
13,2.31678,Currency,Orb of Regret,0.2895975,2020-04-19 13:18:37.230646
14,0.44444,Currency,Regal Orb,0.22222,2020-04-19 13:18:37.230646
15,0.9652206185567009,Currency,Splinter of Xoph,0.13788865979381443,2020-04-19 13:18:37.230646
16,0.0,,Transmutation Shard,,2020-04-19 13:18:37.230646
17,6.5113857536231885,Currency,Silver Coin,0.07316163768115942,2020-04-19 13:18:37.230646
18,2.416737142857143,Currency,Turbulent Catalyst,0.30209214285714286,2020-04-19 13:18:37.230646
19,0.4863729574468086,Currency,Perandus Coin,0.009925978723404257,2020-04-19 13:18:37.230646
20,0.0,,Scroll Fragment,,2020-04-19 13:18:37.230646
21,1.92,Oil,Amber Oil,0.96,2020-04-19 13:18:37.230646
22,0.0,,Stacked Deck,,2020-04-19 13:18:37.230646
23,3.0,Essence,Remnant of Corruption,0.5,2020-04-19 13:18:37.230646
24,3.0,DeliriumOrb,Portentous Delirium Orb,3.0,2020-04-19 13:18:37.230646
25,0.0,,Ancient Shard,,2020-04-19 13:18:37.230646
26,12.209936943661972,Currency,Orb of Chance,0.1208904647887324,2020-04-19 13:18:37.230646
27,37.375156732394366,Currency,Orb of Fusing,0.17968825352112677,2020-04-19 13:18:37.230646
28,0.0,,Regal Shard,,2020-04-19 13:18:37.230646
29,0.0,,Orb of Transmutation,,2020-04-19 13:18:37.230646
30,0.0,,Binding Shard,,2020-04-19 13:18:37.230646
31,8.985602352941179,Currency,Orb of Alteration,0.24285411764705886,2020-04-19 13:18:37.230646
32,2.37102768115942,Currency,Orb of Horizons,0.21554797101449275,2020-04-19 13:18:37.230646
33,0.0,Oil,Sepia Oil,0.0,2020-04-19 13:18:37.230646
34,2.0,DeliriumOrb,Decadent Delirium Orb,2.0,2020-04-19 13:18:37.230646
35,3.01,Oil,Clear Oil,0.43,2020-04-19 13:18:37.230646
36,4.133745,Currency,Simple Sextant,0.19684500000000002,2020-04-19 13:18:37.230646
37,0.877888,Currency,Blessed Orb,0.030272,2020-04-19 13:18:37.230646
38,0.0,,Portal Scroll,,2020-04-19 13:18:37.230646
39,70.782184,Fragment,Simulacrum Splinter,0.478258,2020-04-19 13:18:37.230646
40,3.0,Currency,Tempering Catalyst,1.0,2020-04-19 13:18:37.230646
41,0.0,,Scroll of Wisdom,,2020-04-19 13:18:37.230646
42,2.506155,Currency,Orb of Scouring,0.4176925,2020-04-19 13:18:37.230646
43,7.377078210526316,Currency,Orb of Alchemy,0.17992873684210528,2020-04-19 13:18:37.230646
44,2.2645784,Currency,Intrinsic Catalyst,0.1617556,2020-04-19 13:18:37.230646
45,2.66672,Currency,Orb of Augmentation,0.16667,2020-04-19 13:18:37.230646
46,4.051211612903225,Currency,Vaal Orb,0.675201935483871,2020-04-19 13:18:37.230646
47,10.335090789473686,Currency,Prime Sextant,0.689006052631579,2020-04-19 13:18:37.230646
48,0.0,,Chaos Orb,,2020-04-19 13:18:37.230646
49,3.4197886153846153,Currency,Awakened Sextant,1.7098943076923077,2020-04-19 13:18:37.230646
50,0.6167196428571429,Currency,Chromatic Orb,0.12334392857142858,2020-04-19 13:18:37.230646
51,0.0,,Alchemy Shard,,2020-04-19 13:18:37.230646
52,1.0,DivinationCard,The Hermit,1.0,2020-04-19 13:18:37.230646
53,6.0,DivinationCard,Imperial Legacy,1.0,2020-04-19 13:18:37.230646
54,2.0,DivinationCard,Prosperity,1.0,2020-04-19 13:18:37.230646
55,24.0,DivinationCard,The Catalyst,2.0,2020-04-19 13:18:37.230646
56,1.0,DivinationCard,The Blazing Fire,1.0,2020-04-19 13:18:37.230646
57,4.0,DivinationCard,The Flora's Gift,1.0,2020-04-19 13:18:37.230646
58,1.0,DivinationCard,Thirst for Knowledge,1.0,2020-04-19 13:18:37.230646
59,6.52,DivinationCard,The Gemcutter,1.63,2020-04-19 13:18:37.230646
60,18.0,DivinationCard,Her Mask,1.0,2020-04-19 13:18:37.230646
61,1.0,DivinationCard,The Jeweller's Boon,1.0,2020-04-19 13:18:37.230646
62,1.0,DivinationCard,Scholar of the Seas,1.0,2020-04-19 13:18:37.230646
63,6.0,DivinationCard,The Tinkerer's Table,2.0,2020-04-19 13:18:37.230646
64,9.0,DivinationCard,The Dapper Prodigy,3.0,2020-04-19 13:18:37.230646
65,2.0,DivinationCard,The Lover,1.0,2020-04-19 13:18:37.230646
66,4.0,DivinationCard,The Endurance,1.0,2020-04-19 13:18:37.230646
67,6.0,DivinationCard,The King's Blade,1.0,2020-04-19 13:18:37.230646
68,1.0,DivinationCard,The Gentleman,1.0,2020-04-19 13:18:37.230646
69,2.0,DivinationCard,The Warden,1.0,2020-04-19 13:18:37.230646
70,1.0,DivinationCard,Boundless Realms,1.0,2020-04-19 13:18:37.230646
71,1.7999999999999998,DivinationCard,Lantador's Lost Love,0.6,2020-04-19 13:18:37.230646
72,2.0,DivinationCard,Mitts,1.0,2020-04-19 13:18:37.230646
