,value,type,type_line,datetime
0,6.437866734693878,Currency,Armourer's Scrap,2020-04-19 11:26:58.220982
1,12.728554069767442,Currency,Blacksmith's Whetstone,2020-04-19 11:26:58.220982
2,10.744375714285715,Currency,Orb of Regret,2020-04-19 11:26:58.220982
3,3.0,DeliriumOrb,Amorphous Delirium Orb,2020-04-19 11:26:58.220982
4,0.0,,Alteration Shard,2020-04-19 11:26:58.220982
5,1.51671,Currency,Orb of Binding,2020-04-19 11:26:58.220982
6,0.0,,Alchemy Shard,2020-04-19 11:26:58.220982
7,7.0,Currency,Exalted Shard,2020-04-19 11:26:58.220982
8,2.0,Currency,Harbinger's Orb,2020-04-19 11:26:58.220982
9,2.33338,Currency,Abrasive Catalyst,2020-04-19 11:26:58.220982
10,5.475008000000001,Currency,Jeweller's Orb,2020-04-19 11:26:58.220982
11,0.5604950704225352,Currency,Glassblower's Bauble,2020-04-19 11:26:58.220982
12,9.479052000000001,Currency,Perandus Coin,2020-04-19 11:26:58.220982
13,0.77777,Currency,Engineer's Orb,2020-04-19 11:26:58.220982
14,0.0,,Horizon Shard,2020-04-19 11:26:58.220982
15,0.0,,Chaos Shard,2020-04-19 11:26:58.220982
16,0.47141671641791044,Currency,Regal Orb,2020-04-19 11:26:58.220982
17,16.0,DeliriumOrb,Fine Delirium Orb,2020-04-19 11:26:58.220982
18,0.0,,Transmutation Shard,2020-04-19 11:26:58.220982
19,6.526993,Currency,Silver Coin,2020-04-19 11:26:58.220982
20,2.66664,Currency,Turbulent Catalyst,2020-04-19 11:26:58.220982
21,0.0,,Scroll Fragment,2020-04-19 11:26:58.220982
22,6.0,Currency,Stacked Deck,2020-04-19 11:26:58.220982
23,3.0,Essence,Remnant of Corruption,2020-04-19 11:26:58.220982
24,0.0,,Medium Cluster Jewel,2020-04-19 11:26:58.220982
25,2.0,DeliriumOrb,Portentous Delirium Orb,2020-04-19 11:26:58.220982
26,0.0,,Ancient Shard,2020-04-19 11:26:58.220982
27,11.983726723404256,Currency,Orb of Chance,2020-04-19 11:26:58.220982
28,36.605569,Currency,Orb of Fusing,2020-04-19 11:26:58.220982
29,0.0,,Regal Shard,2020-04-19 11:26:58.220982
30,0.0,,Orb of Transmutation,2020-04-19 11:26:58.220982
31,0.0,,Binding Shard,2020-04-19 11:26:58.220982
32,6.829470083333334,Currency,Orb of Alteration,2020-04-19 11:26:58.220982
33,2.5,Currency,Orb of Horizons,2020-04-19 11:26:58.220982
34,2.0,DeliriumOrb,Decadent Delirium Orb,2020-04-19 11:26:58.220982
35,4.133745,Currency,Simple Sextant,2020-04-19 11:26:58.220982
36,0.90816,Currency,Blessed Orb,2020-04-19 11:26:58.220982
37,0.0,,Portal Scroll,2020-04-19 11:26:58.220982
38,59.582875,Fragment,Simulacrum Splinter,2020-04-19 11:26:58.220982
39,3.0,Currency,Tempering Catalyst,2020-04-19 11:26:58.220982
40,0.0,,Scroll of Wisdom,2020-04-19 11:26:58.220982
41,2.082803488372093,Currency,Orb of Scouring,2020-04-19 11:26:58.220982
42,8.212795317073171,Currency,Orb of Alchemy,2020-04-19 11:26:58.220982
43,2.192270769230769,Currency,Intrinsic Catalyst,2020-04-19 11:26:58.220982
44,1.5000300000000002,Currency,Orb of Augmentation,2020-04-19 11:26:58.220982
45,6.0928823076923075,Currency,Vaal Orb,2020-04-19 11:26:58.220982
46,8.00004,Currency,Prime Sextant,2020-04-19 11:26:58.220982
47,2.48484,Currency,Gemcutter's Prism,2020-04-19 11:26:58.220982
48,0.0,,Chaos Orb,2020-04-19 11:26:58.220982
49,8.138111666666667,Currency,Chromatic Orb,2020-04-19 11:26:58.220982
50,2.049894117647059,Currency,Cartographer's Chisel,2020-04-19 11:26:58.220982
51,1.0,DivinationCard,The Hermit,2020-04-19 11:26:58.220982
52,6.0,DivinationCard,Imperial Legacy,2020-04-19 11:26:58.220982
