,chaos_value,type,type_line,price,shoplink_template,stack_size,datetime
0,17.44427,Currency,Armourer's Scrap,0.11111,"[linkItem location=""Stash1"" league=""Delirium"" x=""3"" y=""0""] ~b/o {final_price} {fx_id}",157,2020-04-25 15:43:43.355558
1,1.2000000000000002,Currency,Imbued Catalyst,0.1,"[linkItem location=""Stash1"" league=""Delirium"" x=""43"" y=""0""] ~b/o {final_price} {fx_id}",12,2020-04-25 15:43:43.355558
2,6.902046,Currency,Blacksmith's Whetstone,0.1150341,"[linkItem location=""Stash1"" league=""Delirium"" x=""0"" y=""0""] ~b/o {final_price} {fx_id}",60,2020-04-25 15:43:43.355558
3,2.625,Currency,Orb of Binding,0.125,"[linkItem location=""Stash1"" league=""Delirium"" x=""59"" y=""0""] ~b/o {final_price} {fx_id}",21,2020-04-25 15:43:43.355558
4,15.0,Hard Currency,Divine Orb,15.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""20"" y=""0""] ~b/o {final_price} {fx_id}",1,2020-04-25 15:43:43.355558
5,18.0,Currency,Exalted Shard,9.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""51"" y=""0""] ~b/o {final_price} {fx_id}",2,2020-04-25 15:43:43.355558
6,0.0,,Alchemy Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""26"" y=""0""] ~b/o {final_price} {fx_id}",19,2020-04-25 15:43:43.355558
7,0.0,,Scroll Fragment,,"[linkItem location=""Stash1"" league=""Delirium"" x=""23"" y=""0""] ~b/o {final_price} {fx_id}",3,2020-04-25 15:43:43.355558
8,1.0,Currency,Harbinger's Orb,1.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""57"" y=""0""] ~b/o {final_price} {fx_id}",1,2020-04-25 15:43:43.355558
9,3.855309456521739,Currency,Abrasive Catalyst,0.1427892391304348,"[linkItem location=""Stash1"" league=""Delirium"" x=""34"" y=""0""] ~b/o {final_price} {fx_id}",27,2020-04-25 15:43:43.355558
10,8.908199999999999,Currency,Jeweller's Orb,0.04545,"[linkItem location=""Stash1"" league=""Delirium"" x=""19"" y=""0""] ~b/o {final_price} {fx_id}",196,2020-04-25 15:43:43.355558
11,2.8,Currency,Glassblower's Bauble,0.23333333333333334,"[linkItem location=""Stash1"" league=""Delirium"" x=""15"" y=""0""] ~b/o {final_price} {fx_id}",12,2020-04-25 15:43:43.355558
12,1.408255056179775,Currency,Engineer's Orb,0.14082550561797752,"[linkItem location=""Stash1"" league=""Delirium"" x=""60"" y=""0""] ~b/o {final_price} {fx_id}",10,2020-04-25 15:43:43.355558
