,value,type,type_line,price,datetime
0,12.941482268041238,Currency,Armourer's Scrap,0.11452639175257733,2020-04-20 13:16:01.885439
1,0.8,Currency,Imbued Catalyst,0.1,2020-04-20 13:16:01.885439
2,3.7888095744680848,Currency,Blacksmith's Whetstone,0.10825170212765957,2020-04-20 13:16:01.885439
3,4.98496,Currency,Gemcutter's Prism,0.62312,2020-04-20 13:16:01.885439
4,1.7087999999999999,Currency,Orb of Binding,0.11392,2020-04-20 13:16:01.885439
5,0.0,,Exalted Shard,,2020-04-20 13:16:01.885439
6,0.0,,Scroll Fragment,,2020-04-20 13:16:01.885439
7,0.0,,Horizon Shard,,2020-04-20 13:16:01.885439
8,1.0,Currency,Harbinger's Orb,1.0,2020-04-20 13:16:01.885439
9,3.1667300000000003,Currency,Abrasive Catalyst,0.16667,2020-04-20 13:16:01.885439
10,7.453799999999999,Currency,Jeweller's Orb,0.04545,2020-04-20 13:16:01.885439
11,0.5987925773195876,Currency,Glassblower's Bauble,0.19959752577319587,2020-04-20 13:16:01.885439
12,0.86072,Currency,Engineer's Orb,0.12296,2020-04-20 13:16:01.885439
13,2.1739,Currency,Cartographer's Chisel,0.21739,2020-04-20 13:16:01.885439
14,4.90914,Currency,Orb of Regret,0.27273,2020-04-20 13:16:01.885439
15,1.2558,Currency,Regal Orb,0.2093,2020-04-20 13:16:01.885439
16,4.68407,Currency,Silver Coin,0.05263,2020-04-20 13:16:01.885439
17,4.66662,Currency,Turbulent Catalyst,0.33333,2020-04-20 13:16:01.885439
18,0.0,,Alchemy Shard,,2020-04-20 13:16:01.885439
19,2.57397,Currency,Perandus Coin,0.00833,2020-04-20 13:16:01.885439
20,1.0,Oil,Amber Oil,0.5,2020-04-20 13:16:01.885439
21,0.0,,Harbinger's Shard,,2020-04-20 13:16:01.885439
22,0.0,,Stacked Deck,,2020-04-20 13:16:01.885439
23,3.5,Essence,Remnant of Corruption,0.5,2020-04-20 13:16:01.885439
24,3.0,DeliriumOrb,Portentous Delirium Orb,3.0,2020-04-20 13:16:01.885439
25,0.0,,Ancient Shard,,2020-04-20 13:16:01.885439
26,12.85713,Currency,Orb of Chance,0.10989,2020-04-20 13:16:01.885439
27,37.952017021276596,Currency,Orb of Fusing,0.15813340425531916,2020-04-20 13:16:01.885439
28,0.0,,Regal Shard,,2020-04-20 13:16:01.885439
29,0.0,,Orb of Transmutation,,2020-04-20 13:16:01.885439
30,0.0,,Binding Shard,,2020-04-20 13:16:01.885439
31,17.33316,Currency,Orb of Alteration,0.22222,2020-04-20 13:16:01.885439
32,2.5,Oil,Sepia Oil,0.5,2020-04-20 13:16:01.885439
33,2.0,DeliriumOrb,Decadent Delirium Orb,2.0,2020-04-20 13:16:01.885439
34,3.5,Oil,Clear Oil,0.5,2020-04-20 13:16:01.885439
35,4.292085714285714,Currency,Simple Sextant,0.17883690476190475,2020-04-20 13:16:01.885439
36,0.79808,Currency,Blessed Orb,0.02752,2020-04-20 13:16:01.885439
37,0.0,,Portal Scroll,,2020-04-20 13:16:01.885439
38,150.6410445238095,Fragment,Simulacrum Splinter,0.4341240476190476,2020-04-20 13:16:01.885439
39,3.0,Currency,Tempering Catalyst,1.0,2020-04-20 13:16:01.885439
40,0.0,,Scroll of Wisdom,,2020-04-20 13:16:01.885439
41,0.0,Currency,Orb of Horizons,0.0,2020-04-20 13:16:01.885439
42,7.6666,Currency,Orb of Scouring,0.38333,2020-04-20 13:16:01.885439
43,5.817132340425532,Currency,Orb of Alchemy,0.14188127659574468,2020-04-20 13:16:01.885439
44,2.1429,Currency,Intrinsic Catalyst,0.14286,2020-04-20 13:16:01.885439
45,6.83347,Currency,Orb of Augmentation,0.16667,2020-04-20 13:16:01.885439
46,0.0,,Alteration Shard,,2020-04-20 13:16:01.885439
47,0.0,,Transmutation Shard,,2020-04-20 13:16:01.885439
48,0.0,,Chaos Shard,,2020-04-20 13:16:01.885439
49,5.261944150943396,Currency,Vaal Orb,0.6577430188679245,2020-04-20 13:16:01.885439
50,12.66673,Currency,Prime Sextant,0.66667,2020-04-20 13:16:01.885439
51,0.0,,Chaos Orb,,2020-04-20 13:16:01.885439
52,11.554511250000001,Currency,Awakened Sextant,1.925751875,2020-04-20 13:16:01.885439
53,5.875,Currency,Chromatic Orb,0.125,2020-04-20 13:16:01.885439
54,1.0,DivinationCard,The Hermit,1.0,2020-04-20 13:16:01.885439
55,6.0,DivinationCard,Imperial Legacy,1.0,2020-04-20 13:16:01.885439
56,2.0,DivinationCard,Prosperity,1.0,2020-04-20 13:16:01.885439
57,12.0,DivinationCard,The Catalyst,1.0,2020-04-20 13:16:01.885439
58,3.0,DivinationCard,The Wilted Rose,3.0,2020-04-20 13:16:01.885439
59,1.0,DivinationCard,The Blazing Fire,1.0,2020-04-20 13:16:01.885439
60,2.92,DivinationCard,The Flora's Gift,0.73,2020-04-20 13:16:01.885439
61,1.0,DivinationCard,Thirst for Knowledge,1.0,2020-04-20 13:16:01.885439
62,4.0,DivinationCard,The Gemcutter,1.0,2020-04-20 13:16:01.885439
63,14.040000000000001,DivinationCard,Her Mask,0.78,2020-04-20 13:16:01.885439
