,value,type,type_line,price,datetime
0,8.25,Currency,Armourer's Scrap,0.125,2020-04-19 19:26:50.167498
1,0.27690535714285713,Currency,Imbued Catalyst,0.09230178571428571,2020-04-19 19:26:50.167498
2,1.9756542857142856,Currency,Blacksmith's Whetstone,0.10975857142857143,2020-04-19 19:26:50.167498
3,1.5948799999999999,Currency,Orb of Binding,0.11392,2020-04-19 19:26:50.167498
4,0.0,,Exalted Shard,,2020-04-19 19:26:50.167498
5,1.0,Currency,Harbinger's Orb,1.0,2020-04-19 19:26:50.167498
6,0.0,,Medium Cluster Jewel,,2020-04-19 19:26:50.167498
7,2.0000400000000003,Currency,Abrasive Catalyst,0.16667,2020-04-19 19:26:50.167498
8,5.902642307692307,Currency,Jeweller's Orb,0.04438076923076923,2020-04-19 19:26:50.167498
9,0.7586822916666667,Currency,Glassblower's Bauble,0.15173645833333332,2020-04-19 19:26:50.167498
10,0.77777,Currency,Engineer's Orb,0.11111,2020-04-19 19:26:50.167498
11,0.8817129032258064,Currency,Cartographer's Chisel,0.2204282258064516,2020-04-19 19:26:50.167498
12,0.0,,Horizon Shard,,2020-04-19 19:26:50.167498
13,0.0,,Chaos Shard,,2020-04-19 19:26:50.167498
14,2.1970282926829268,Currency,Orb of Regret,0.27462853658536585,2020-04-19 19:26:50.167498
15,0.41214788732394364,Currency,Regal Orb,0.20607394366197182,2020-04-19 19:26:50.167498
16,0.692331030927835,Currency,Splinter of Xoph,0.09890443298969072,2020-04-19 19:26:50.167498
17,4.7152199999999995,Currency,Silver Coin,0.05298,2020-04-19 19:26:50.167498
18,2.66664,Currency,Turbulent Catalyst,0.33333,2020-04-19 19:26:50.167498
19,0.3844610843373494,Currency,Perandus Coin,0.007846144578313253,2020-04-19 19:26:50.167498
20,0.0,,Scroll Fragment,,2020-04-19 19:26:50.167498
21,2.4993695833333334,Currency,Gemcutter's Prism,0.6248423958333333,2020-04-19 19:26:50.167498
22,1.64,Oil,Amber Oil,0.82,2020-04-19 19:26:50.167498
23,0.0,,Stacked Deck,,2020-04-19 19:26:50.167498
24,5.1,Essence,Remnant of Corruption,0.85,2020-04-19 19:26:50.167498
25,2.0,DeliriumOrb,Portentous Delirium Orb,2.0,2020-04-19 19:26:50.167498
26,0.0,,Ancient Shard,,2020-04-19 19:26:50.167498
27,11.34751,Currency,Orb of Chance,0.11017,2020-04-19 19:26:50.167498
28,34.769621489361704,Currency,Orb of Fusing,0.1632376595744681,2020-04-19 19:26:50.167498
29,0.0,,Regal Shard,,2020-04-19 19:26:50.167498
30,0.0,,Orb of Transmutation,,2020-04-19 19:26:50.167498
31,0.0,,Binding Shard,,2020-04-19 19:26:50.167498
32,9.7515,Currency,Orb of Alteration,0.221625,2020-04-19 19:26:50.167498
33,2.31583,Currency,Orb of Horizons,0.21053,2020-04-19 19:26:50.167498
34,0.0,Oil,Sepia Oil,0.0,2020-04-19 19:26:50.167498
35,2.0,DeliriumOrb,Decadent Delirium Orb,2.0,2020-04-19 19:26:50.167498
36,7.0,Oil,Clear Oil,1.0,2020-04-19 19:26:50.167498
37,4.24794947368421,Currency,Simple Sextant,0.1769978947368421,2020-04-19 19:26:50.167498
38,0.79808,Currency,Blessed Orb,0.02752,2020-04-19 19:26:50.167498
39,0.0,,Portal Scroll,,2020-04-19 19:26:50.167498
40,74.78805714285714,Fragment,Simulacrum Splinter,0.4348142857142857,2020-04-19 19:26:50.167498
41,0.0,,Alteration Shard,,2020-04-19 19:26:50.167498
42,3.0,Currency,Tempering Catalyst,1.0,2020-04-19 19:26:50.167498
43,0.0,,Scroll of Wisdom,,2020-04-19 19:26:50.167498
44,2.008294029850746,Currency,Orb of Scouring,0.40165880597014925,2020-04-19 19:26:50.167498
45,5.7143999999999995,Currency,Orb of Alchemy,0.14286,2020-04-19 19:26:50.167498
46,2.1,Currency,Intrinsic Catalyst,0.15,2020-04-19 19:26:50.167498
47,3.3714385542168674,Currency,Orb of Augmentation,0.16857192771084337,2020-04-19 19:26:50.167498
48,0.0,,Transmutation Shard,,2020-04-19 19:26:50.167498
49,3.8073314754098364,Currency,Vaal Orb,0.6345552459016394,2020-04-19 19:26:50.167498
50,10.00005,Currency,Prime Sextant,0.66667,2020-04-19 19:26:50.167498
51,0.0,,Chaos Orb,,2020-04-19 19:26:50.167498
52,5.0000100000000005,Currency,Awakened Sextant,1.66667,2020-04-19 19:26:50.167498
53,1.337523,Currency,Chromatic Orb,0.121593,2020-04-19 19:26:50.167498
54,0.0,,Alchemy Shard,,2020-04-19 19:26:50.167498
55,1.0,DivinationCard,The Hermit,1.0,2020-04-19 19:26:50.167498
56,6.0,DivinationCard,Imperial Legacy,1.0,2020-04-19 19:26:50.167498
57,2.0,DivinationCard,Prosperity,1.0,2020-04-19 19:26:50.167498
58,27.599999999999998,DivinationCard,The Catalyst,2.3,2020-04-19 19:26:50.167498
59,1.0,DivinationCard,The Blazing Fire,1.0,2020-04-19 19:26:50.167498
60,4.0,DivinationCard,The Flora's Gift,1.0,2020-04-19 19:26:50.167498
61,1.0,DivinationCard,Thirst for Knowledge,1.0,2020-04-19 19:26:50.167498
62,8.0,DivinationCard,The Gemcutter,2.0,2020-04-19 19:26:50.167498
63,18.0,DivinationCard,Her Mask,1.0,2020-04-19 19:26:50.167498
64,1.0,DivinationCard,The Jeweller's Boon,1.0,2020-04-19 19:26:50.167498
