,value,type,type_line,datetime
0,6.636703333333334,Currency,Armourer's Scrap,2020-04-18 22:10:58.586995
1,2.2036350000000002,Currency,Intrinsic Catalyst,2020-04-18 22:10:58.586995
2,12.400124000000002,Currency,Blacksmith's Whetstone,2020-04-18 22:10:58.586995
3,12.0,Currency,Stacked Deck,2020-04-18 22:10:58.586995
4,1.51671,Currency,Orb of Binding,2020-04-18 22:10:58.586995
5,0.0,,Alchemy Shard,2020-04-18 22:10:58.586995
6,7.0,Currency,Exalted Shard,2020-04-18 22:10:58.586995
7,22.063814505494506,Currency,Orb of Regret,2020-04-18 22:10:58.586995
8,2.33338,Currency,Abrasive Catalyst,2020-04-18 22:10:58.586995
9,3.21546368,Currency,Jeweller's Orb,2020-04-18 22:10:58.586995
10,11.733568000000002,Currency,Orb of Augmentation,2020-04-18 22:10:58.586995
11,9.122494615384616,Currency,Perandus Coin,2020-04-18 22:10:58.586995
12,0.6000000000000001,Currency,Engineer's Orb,2020-04-18 22:10:58.586995
13,1.5,Currency,Splinter of Chayula,2020-04-18 22:10:58.586995
14,0.0,,Alteration Shard,2020-04-18 22:10:58.586995
15,0.0,,Chaos Shard,2020-04-18 22:10:58.586995
16,0.0,,Transmutation Shard,2020-04-18 22:10:58.586995
17,5.734226771428572,Currency,Silver Coin,2020-04-18 22:10:58.586995
18,2.66664,Currency,Turbulent Catalyst,2020-04-18 22:10:58.586995
19,0.0,,Scroll Fragment,2020-04-18 22:10:58.586995
20,5.88,Essence,Remnant of Corruption,2020-04-18 22:10:58.586995
21,1.0,Oil,Azure Oil,2020-04-18 22:10:58.586995
22,3.0,DeliriumOrb,Portentous Delirium Orb,2020-04-18 22:10:58.586995
23,0.0,,Ancient Shard,2020-04-18 22:10:58.586995
24,10.324072,Currency,Orb of Chance,2020-04-18 22:10:58.586995
25,36.117389,Currency,Orb of Fusing,2020-04-18 22:10:58.586995
26,1.9756431818181819,Currency,Regal Orb,2020-04-18 22:10:58.586995
27,0.0,,Regal Shard,2020-04-18 22:10:58.586995
28,0.0,,Orb of Transmutation,2020-04-18 22:10:58.586995
29,0.0,,Binding Shard,2020-04-18 22:10:58.586995
30,3.99996,Currency,Orb of Alteration,2020-04-18 22:10:58.586995
31,1.5483802352941176,Currency,Orb of Horizons,2020-04-18 22:10:58.586995
32,1.5,Oil,Sepia Oil,2020-04-18 22:10:58.586995
33,2.0,DeliriumOrb,Decadent Delirium Orb,2020-04-18 22:10:58.586995
34,2.0,Oil,Clear Oil,2020-04-18 22:10:58.586995
