,value,type,type_line,price,datetime
0,8.066586000000001,Currency,Armourer's Scrap,0.12222100000000001,2020-04-19 14:05:00.674966
1,0.2871198947368421,Currency,Imbued Catalyst,0.09570663157894736,2020-04-19 14:05:00.674966
2,1.9359048,Currency,Blacksmith's Whetstone,0.10755026666666667,2020-04-19 14:05:00.674966
3,1.6333799999999998,Currency,Orb of Binding,0.11667,2020-04-19 14:05:00.674966
4,0.0,,Exalted Shard,,2020-04-19 14:05:00.674966
5,2.0,Currency,Harbinger's Orb,2.0,2020-04-19 14:05:00.674966
6,0.0,,Medium Cluster Jewel,,2020-04-19 14:05:00.674966
7,2.0000400000000003,Currency,Abrasive Catalyst,0.16667,2020-04-19 14:05:00.674966
8,6.501572,Currency,Jeweller's Orb,0.048884000000000004,2020-04-19 14:05:00.674966
9,0.9482905405405405,Currency,Glassblower's Bauble,0.1896581081081081,2020-04-19 14:05:00.674966
10,0.77777,Currency,Engineer's Orb,0.11111,2020-04-19 14:05:00.674966
11,0.832,Currency,Cartographer's Chisel,0.208,2020-04-19 14:05:00.674966
12,0.0,,Horizon Shard,,2020-04-19 14:05:00.674966
13,0.0,,Chaos Shard,,2020-04-19 14:05:00.674966
14,2.190584946236559,Currency,Orb of Regret,0.2738231182795699,2020-04-19 14:05:00.674966
15,0.4599530434782609,Currency,Regal Orb,0.22997652173913044,2020-04-19 14:05:00.674966
16,0.7495007692307692,Currency,Splinter of Xoph,0.10707153846153847,2020-04-19 14:05:00.674966
17,6.992997000000001,Currency,Silver Coin,0.078573,2020-04-19 14:05:00.674966
18,2.66664,Currency,Turbulent Catalyst,0.33333,2020-04-19 14:05:00.674966
19,0.461693425925926,Currency,Perandus Coin,0.009422314814814816,2020-04-19 14:05:00.674966
20,0.0,,Scroll Fragment,,2020-04-19 14:05:00.674966
21,2.48383625,Currency,Gemcutter's Prism,0.6209590625,2020-04-19 14:05:00.674966
22,2.0,Oil,Amber Oil,1.0,2020-04-19 14:05:00.674966
23,0.0,,Stacked Deck,,2020-04-19 14:05:00.674966
24,3.3600000000000003,Essence,Remnant of Corruption,0.56,2020-04-19 14:05:00.674966
25,2.0,DeliriumOrb,Portentous Delirium Orb,2.0,2020-04-19 14:05:00.674966
26,0.0,,Ancient Shard,,2020-04-19 14:05:00.674966
27,12.482261000000001,Currency,Orb of Chance,0.12118700000000002,2020-04-19 14:05:00.674966
28,37.76357284615385,Currency,Orb of Fusing,0.17729376923076925,2020-04-19 14:05:00.674966
29,0.0,,Regal Shard,,2020-04-19 14:05:00.674966
30,0.0,,Orb of Transmutation,,2020-04-19 14:05:00.674966
31,0.0,,Binding Shard,,2020-04-19 14:05:00.674966
32,10.700756000000002,Currency,Orb of Alteration,0.24319900000000003,2020-04-19 14:05:00.674966
