,value,type,type_line,datetime
0,6.85955661971831,Currency,Armourer's Scrap,2020-04-18 22:18:19.383941
1,2.0413278260869565,Currency,Intrinsic Catalyst,2020-04-18 22:18:19.383941
2,12.685694637362637,Currency,Blacksmith's Whetstone,2020-04-18 22:18:19.383941
3,12.0,Currency,Stacked Deck,2020-04-18 22:18:19.383941
4,1.51671,Currency,Orb of Binding,2020-04-18 22:18:19.383941
5,0.0,,Alchemy Shard,2020-04-18 22:18:19.383941
6,7.0,Currency,Exalted Shard,2020-04-18 22:18:19.383941
7,22.563305600000003,Currency,Orb of Regret,2020-04-18 22:18:19.383941
8,2.33338,Currency,Abrasive Catalyst,2020-04-18 22:18:19.383941
9,3.2677938924731187,Currency,Jeweller's Orb,2020-04-18 22:18:19.383941
10,11.98433934883721,Currency,Orb of Augmentation,2020-04-18 22:18:19.383941
11,9.385200000000001,Currency,Perandus Coin,2020-04-18 22:18:19.383941
12,0.6000000000000001,Currency,Engineer's Orb,2020-04-18 22:18:19.383941
13,1.5,Currency,Splinter of Chayula,2020-04-18 22:18:19.383941
14,0.0,,Alteration Shard,2020-04-18 22:18:19.383941
15,0.0,,Chaos Shard,2020-04-18 22:18:19.383941
16,0.0,,Transmutation Shard,2020-04-18 22:18:19.383941
17,5.508833000000001,Currency,Silver Coin,2020-04-18 22:18:19.383941
18,2.66664,Currency,Turbulent Catalyst,2020-04-18 22:18:19.383941
19,0.0,,Scroll Fragment,2020-04-18 22:18:19.383941
20,5.88,Essence,Remnant of Corruption,2020-04-18 22:18:19.383941
21,1.0,Oil,Azure Oil,2020-04-18 22:18:19.383941
22,2.0,DeliriumOrb,Portentous Delirium Orb,2020-04-18 22:18:19.383941
23,0.0,,Ancient Shard,2020-04-18 22:18:19.383941
24,10.937738976744187,Currency,Orb of Chance,2020-04-18 22:18:19.383941
25,35.96635566666667,Currency,Orb of Fusing,2020-04-18 22:18:19.383941
26,2.0587725,Currency,Regal Orb,2020-04-18 22:18:19.383941
27,0.0,,Regal Shard,2020-04-18 22:18:19.383941
28,0.0,,Orb of Transmutation,2020-04-18 22:18:19.383941
29,0.0,,Binding Shard,2020-04-18 22:18:19.383941
30,3.999078,Currency,Orb of Alteration,2020-04-18 22:18:19.383941
31,1.5881903773584907,Currency,Orb of Horizons,2020-04-18 22:18:19.383941
32,1.5,Oil,Sepia Oil,2020-04-18 22:18:19.383941
33,2.0,DeliriumOrb,Decadent Delirium Orb,2020-04-18 22:18:19.383941
34,2.0,Oil,Clear Oil,2020-04-18 22:18:19.383941
35,4.162671333333334,Currency,Simple Sextant,2020-04-18 22:18:19.383941
36,0.9102808988764046,Currency,Blessed Orb,2020-04-18 22:18:19.383941
37,0.0,,Portal Scroll,2020-04-18 22:18:19.383941
38,34.16963785714286,Fragment,Simulacrum Splinter,2020-04-18 22:18:19.383941
39,3.0,Currency,Tempering Catalyst,2020-04-18 22:18:19.383941
40,0.0,,Scroll of Wisdom,2020-04-18 22:18:19.383941
41,8.69468688,Currency,Orb of Alchemy,2020-04-18 22:18:19.383941
42,6.077806875,Currency,Vaal Orb,2020-04-18 22:18:19.383941
43,7.3333699999999995,Currency,Prime Sextant,2020-04-18 22:18:19.383941
44,5.297462100000001,Currency,Gemcutter's Prism,2020-04-18 22:18:19.383941
45,0.0,,Chaos Orb,2020-04-18 22:18:19.383941
46,0.0,,Horizon Shard,2020-04-18 22:18:19.383941
47,5.653538,Currency,Chromatic Orb,2020-04-18 22:18:19.383941
48,2.0,DeliriumOrb,Armoursmith's Delirium Orb,2020-04-18 22:18:19.383941
49,6.160000000000001,Currency,Cartographer's Chisel,2020-04-18 22:18:19.383941
50,0.0,,Sapphire Ring,2020-04-18 22:18:19.383941
51,51.29924735294118,Currency,Orb of Scouring,2020-04-18 22:18:19.383941
52,1.0,DivinationCard,The Hermit,2020-04-18 22:18:19.383941
53,6.0,DivinationCard,Imperial Legacy,2020-04-18 22:18:19.383941
54,1.22,DivinationCard,Prosperity,2020-04-18 22:18:19.383941
