,value,type,type_line,price,shoplink_template,stack_size,datetime
0,18.5,Currency,Armourer's Scrap,0.125,"[linkItem location=""Stash1"" league=""Delirium"" x=""3"" y=""0""] ~b/o {final_price} {fx_id}",148,2020-04-24 14:16:03.289096
1,0.8997136363636363,Currency,Imbued Catalyst,0.09996818181818182,"[linkItem location=""Stash1"" league=""Delirium"" x=""43"" y=""0""] ~b/o {final_price} {fx_id}",9,2020-04-24 14:16:03.289096
2,6.11105,Currency,Blacksmith's Whetstone,0.11111,"[linkItem location=""Stash1"" league=""Delirium"" x=""0"" y=""0""] ~b/o {final_price} {fx_id}",55,2020-04-24 14:16:03.289096
3,11.001745319148936,Currency,Gemcutter's Prism,0.6471614893617021,"[linkItem location=""Stash1"" league=""Delirium"" x=""16"" y=""0""] ~b/o {final_price} {fx_id}",17,2020-04-24 14:16:03.289096
4,0.0,,Alteration Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""25"" y=""0""] ~b/o {final_price} {fx_id}",19,2020-04-24 14:16:03.289096
5,3.0000599999999995,Currency,Orb of Binding,0.14286,"[linkItem location=""Stash1"" league=""Delirium"" x=""59"" y=""0""] ~b/o {final_price} {fx_id}",21,2020-04-24 14:16:03.289096
6,34.0,DeliriumOrb,Fine Delirium Orb,17.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""44"" y=""0""] ~b/o {final_price} {fx_id}",2,2020-04-24 14:16:03.289096
7,15.0,Currency,Divine Orb,15.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""20"" y=""0""] ~b/o {final_price} {fx_id}",1,2020-04-24 14:16:03.289096
8,16.0,Currency,Exalted Shard,8.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""51"" y=""0""] ~b/o {final_price} {fx_id}",2,2020-04-24 14:16:03.289096
9,0.0,,Scroll Fragment,,"[linkItem location=""Stash1"" league=""Delirium"" x=""23"" y=""0""] ~b/o {final_price} {fx_id}",2,2020-04-24 14:16:03.289096
10,2.0,Currency,Harbinger's Orb,2.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""57"" y=""0""] ~b/o {final_price} {fx_id}",1,2020-04-24 14:16:03.289096
11,0.0,,Alchemy Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""26"" y=""0""] ~b/o {final_price} {fx_id}",18,2020-04-24 14:16:03.289096
12,3.85722,Currency,Abrasive Catalyst,0.14286,"[linkItem location=""Stash1"" league=""Delirium"" x=""34"" y=""0""] ~b/o {final_price} {fx_id}",27,2020-04-24 14:16:03.289096
13,8.424331578947369,Currency,Jeweller's Orb,0.0452921052631579,"[linkItem location=""Stash1"" league=""Delirium"" x=""19"" y=""0""] ~b/o {final_price} {fx_id}",186,2020-04-24 14:16:03.289096
14,1.7550000000000001,Currency,Glassblower's Bauble,0.195,"[linkItem location=""Stash1"" league=""Delirium"" x=""15"" y=""0""] ~b/o {final_price} {fx_id}",9,2020-04-24 14:16:03.289096
15,0.8560330434782609,Currency,Engineer's Orb,0.10700413043478262,"[linkItem location=""Stash1"" league=""Delirium"" x=""60"" y=""0""] ~b/o {final_price} {fx_id}",8,2020-04-24 14:16:03.289096
16,14.050888163265308,Currency,Orb of Regret,0.27020938775510206,"[linkItem location=""Stash1"" league=""Delirium"" x=""7"" y=""0""] ~b/o {final_price} {fx_id}",52,2020-04-24 14:16:03.289096
17,6.133184615384616,Currency,Regal Orb,0.2190423076923077,"[linkItem location=""Stash1"" league=""Delirium"" x=""12"" y=""0""] ~b/o {final_price} {fx_id}",28,2020-04-24 14:16:03.289096
18,6.298233333333334,Currency,Silver Coin,0.07076666666666667,"[linkItem location=""Stash1"" league=""Delirium"" x=""35"" y=""0""] ~b/o {final_price} {fx_id}",89,2020-04-24 14:16:03.289096
19,6.004661538461539,Currency,Turbulent Catalyst,0.30023307692307694,"[linkItem location=""Stash1"" league=""Delirium"" x=""41"" y=""0""] ~b/o {final_price} {fx_id}",20,2020-04-24 14:16:03.289096
20,5.216,Currency,Perandus Coin,0.008,"[linkItem location=""Stash1"" league=""Delirium"" x=""39"" y=""0""] ~b/o {final_price} {fx_id}",652,2020-04-24 14:16:03.289096
21,5.0,Currency,Orb of Annulment,5.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""54"" y=""0""] ~b/o {final_price} {fx_id}",1,2020-04-24 14:16:03.289096
22,1.0,Oil,Amber Oil,0.5,"[linkItem location=""Stash1"" league=""Delirium"" x=""40"" y=""0""] ~b/o {final_price} {fx_id}",2,2020-04-24 14:16:03.289096
23,0.0,,Harbinger's Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""64"" y=""0""] ~b/o {final_price} {fx_id}",4,2020-04-24 14:16:03.289096
24,54.0,Currency,Stacked Deck,2.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""45"" y=""0""] ~b/o {final_price} {fx_id}",27,2020-04-24 14:16:03.289096
25,3.5,Essence,Remnant of Corruption,0.5,"[linkItem location=""Stash1"" league=""Delirium"" x=""33"" y=""0""] ~b/o {final_price} {fx_id}",7,2020-04-24 14:16:03.289096
