,value,type,type_line,datetime
0,0.0,,Alteration Shard,2020-04-18 15:16:00.043123
1,3.1088424024390244,Currency,Armourer's Scrap,2020-04-18 15:16:00.043123
2,1.8333700000000002,Currency,Intrinsic Catalyst,2020-04-18 15:16:00.043123
3,9.532952000000002,Currency,Blacksmith's Whetstone,2020-04-18 15:16:00.043123
4,2.0,Essence,Shrieking Essence of Dread,2020-04-18 15:16:00.043123
5,1.0,Essence,Weeping Essence of Sorrow,2020-04-18 15:16:00.043123
6,15.357200860215054,Currency,Awakened Sextant,2020-04-18 15:16:00.043123
7,1.9970324210526313,Currency,Glassblower's Bauble,2020-04-18 15:16:00.043123
8,1.33332,Currency,Orb of Binding,2020-04-18 15:16:00.043123
9,21.685389,Currency,Orb of Regret,2020-04-18 15:16:00.043123
10,2.33338,Currency,Abrasive Catalyst,2020-04-18 15:16:00.043123
11,18.69848958108108,Currency,Jeweller's Orb,2020-04-18 15:16:00.043123
12,18.517037000000002,Currency,Orb of Augmentation,2020-04-18 15:16:00.043123
13,7.943189222222223,Currency,Perandus Coin,2020-04-18 15:16:00.043123
14,0.67866,Currency,Engineer's Orb,2020-04-18 15:16:00.043123
15,0.0,,Chaos Shard,2020-04-18 15:16:00.043123
16,5.9135230000000005,Currency,Silver Coin,2020-04-18 15:16:00.043123
17,1.1087047826086958,Currency,Turbulent Catalyst,2020-04-18 15:16:00.043123
18,3.0,DeliriumOrb,Portentous Delirium Orb,2020-04-18 15:16:00.043123
19,13.0,Currency,Divine Orb,2020-04-18 15:16:00.043123
20,6.0,Essence,Remnant of Corruption,2020-04-18 15:16:00.043123
21,0.0,,Ancient Shard,2020-04-18 15:16:00.043123
22,19.45429740350877,Currency,Orb of Chance,2020-04-18 15:16:00.043123
23,0.0,,Transmutation Shard,2020-04-18 15:16:00.043123
24,31.609578000000006,Currency,Orb of Fusing,2020-04-18 15:16:00.043123
25,3.68453393258427,Currency,Regal Orb,2020-04-18 15:16:00.043123
26,0.0,,Regal Shard,2020-04-18 15:16:00.043123
27,0.0,,Orb of Transmutation,2020-04-18 15:16:00.043123
28,0.0,,Binding Shard,2020-04-18 15:16:00.043123
29,1.50003,Currency,Orb of Horizons,2020-04-18 15:16:00.043123
30,73.05662896551725,Currency,Orb of Alteration,2020-04-18 15:16:00.043123
31,3.1667300000000003,Currency,Simple Sextant,2020-04-18 15:16:00.043123
32,0.90816,Currency,Blessed Orb,2020-04-18 15:16:00.043123
33,0.0,,Portal Scroll,2020-04-18 15:16:00.043123
34,3.0,Currency,Tempering Catalyst,2020-04-18 15:16:00.043123
35,0.0,,Scroll of Wisdom,2020-04-18 15:16:00.043123
36,3.0,Fossil,Dense Fossil,2020-04-18 15:16:00.043123
37,1.7143199999999998,Currency,Splinter of Tul,2020-04-18 15:16:00.043123
38,0.0,,Exalted Orb,2020-04-18 15:16:00.043123
39,1.0,Essence,Screaming Essence of Anger,2020-04-18 15:16:00.043123
40,0.0,,Medium Cluster Jewel,2020-04-18 15:16:00.043123
41,8.041836000000002,Currency,Orb of Alchemy,2020-04-18 15:16:00.043123
42,1.0,Essence,Wailing Essence of Spite,2020-04-18 15:16:00.043123
43,7.66259356097561,Currency,Chromatic Orb,2020-04-18 15:16:00.043123
44,1.9119509677419355,Currency,Vaal Orb,2020-04-18 15:16:00.043123
45,7.3333699999999995,Currency,Prime Sextant,2020-04-18 15:16:00.043123
46,5.117532371134021,Currency,Gemcutter's Prism,2020-04-18 15:16:00.043123
47,167.785376,Fragment,Simulacrum Splinter,2020-04-18 15:16:00.043123
48,0.0,,Chaos Orb,2020-04-18 15:16:00.043123
49,0.0,,Horizon Shard,2020-04-18 15:16:00.043123
50,6.0,DeliriumOrb,Armoursmith's Delirium Orb,2020-04-18 15:16:00.043123
51,5.656271310344828,Currency,Cartographer's Chisel,2020-04-18 15:16:00.043123
52,0.0,,Alchemy Shard,2020-04-18 15:16:00.043123
53,46.346490666666675,Currency,Orb of Scouring,2020-04-18 15:16:00.043123
54,1.0,DivinationCard,The Hermit,2020-04-18 15:16:00.043123
55,6.0,DivinationCard,Imperial Legacy,2020-04-18 15:16:00.043123
56,13.0,DivinationCard,The Lord of Celebration,2020-04-18 15:16:00.043123
57,2.0,DivinationCard,Prosperity,2020-04-18 15:16:00.043123
58,12.0,DivinationCard,The Catalyst,2020-04-18 15:16:00.043123
59,74.0,DivinationCard,Nook's Crown,2020-04-18 15:16:00.043123
