,value,type,type_line,price,datetime
0,7.021619673469389,Currency,Armourer's Scrap,0.12106240816326533,2020-04-19 12:08:20.134082
1,5.814214000000001,Currency,Blacksmith's Whetstone,0.09854600000000001,2020-04-19 12:08:20.134082
2,10.694530000000002,Currency,Orb of Regret,0.30555800000000005,2020-04-19 12:08:20.134082
3,3.0,DeliriumOrb,Amorphous Delirium Orb,3.0,2020-04-19 12:08:20.134082
4,0.0,,Alteration Shard,,2020-04-19 12:08:20.134082
5,1.51671,Currency,Orb of Binding,0.11667,2020-04-19 12:08:20.134082
6,7.0,Currency,Exalted Shard,7.0,2020-04-19 12:08:20.134082
7,2.0,Currency,Harbinger's Orb,2.0,2020-04-19 12:08:20.134082
8,0.0,,Medium Cluster Jewel,,2020-04-19 12:08:20.134082
9,2.33338,Currency,Abrasive Catalyst,0.16667,2020-04-19 12:08:20.134082
10,5.520592000000001,Currency,Jeweller's Orb,0.04929100000000001,2020-04-19 12:08:20.134082
11,0.5796564,Currency,Glassblower's Bauble,0.1932188,2020-04-19 12:08:20.134082
12,0.767165,Currency,Engineer's Orb,0.109595,2020-04-19 12:08:20.134082
13,0.0,,Horizon Shard,,2020-04-19 12:08:20.134082
14,0.0,,Chaos Shard,,2020-04-19 12:08:20.134082
15,0.44444,Currency,Regal Orb,0.22222,2020-04-19 12:08:20.134082
16,15.0,DeliriumOrb,Fine Delirium Orb,15.0,2020-04-19 12:08:20.134082
17,0.63637,Currency,Splinter of Xoph,0.09091,2020-04-19 12:08:20.134082
18,0.0,,Transmutation Shard,,2020-04-19 12:08:20.134082
19,5.994428,Currency,Silver Coin,0.06735312359550562,2020-04-19 12:08:20.134082
20,2.4,Currency,Turbulent Catalyst,0.3,2020-04-19 12:08:20.134082
21,0.0,,Scroll Fragment,,2020-04-19 12:08:20.134082
22,6.0,Currency,Stacked Deck,2.0,2020-04-19 12:08:20.134082
23,3.0,Essence,Remnant of Corruption,0.5,2020-04-19 12:08:20.134082
24,2.0,DeliriumOrb,Portentous Delirium Orb,2.0,2020-04-19 12:08:20.134082
25,0.0,,Ancient Shard,,2020-04-19 12:08:20.134082
26,12.187127173913046,Currency,Orb of Chance,0.12187127173913045,2020-04-19 12:08:20.134082
27,36.39519412941176,Currency,Orb of Fusing,0.1792866705882353,2020-04-19 12:08:20.134082
28,0.0,,Regal Shard,,2020-04-19 12:08:20.134082
29,0.0,,Orb of Transmutation,,2020-04-19 12:08:20.134082
30,0.0,,Binding Shard,,2020-04-19 12:08:20.134082
31,8.003968500000001,Currency,Orb of Alteration,0.24254450000000002,2020-04-19 12:08:20.134082
32,2.4162923529411766,Currency,Orb of Horizons,0.2196629411764706,2020-04-19 12:08:20.134082
33,0.0,Oil,Sepia Oil,0.0,2020-04-19 12:08:20.134082
34,2.0,DeliriumOrb,Decadent Delirium Orb,2.0,2020-04-19 12:08:20.134082
35,1.5,Oil,Clear Oil,0.5,2020-04-19 12:08:20.134082
36,4.133745,Currency,Simple Sextant,0.19684500000000002,2020-04-19 12:08:20.134082
37,0.877888,Currency,Blessed Orb,0.030272,2020-04-19 12:08:20.134082
38,0.0,,Portal Scroll,,2020-04-19 12:08:20.134082
39,61.217024,Fragment,Simulacrum Splinter,0.478258,2020-04-19 12:08:20.134082
40,3.0,Currency,Tempering Catalyst,1.0,2020-04-19 12:08:20.134082
41,0.0,,Scroll of Wisdom,,2020-04-19 12:08:20.134082
42,2.08335,Currency,Orb of Scouring,0.41667,2020-04-19 12:08:20.134082
43,8.363274418604652,Currency,Orb of Alchemy,0.17067906976744188,2020-04-19 12:08:20.134082
44,2.1472929032258063,Currency,Intrinsic Catalyst,0.15337806451612904,2020-04-19 12:08:20.134082
45,2.16671,Currency,Orb of Augmentation,0.16667,2020-04-19 12:08:20.134082
46,6.0129516,Currency,Vaal Orb,0.6681057333333333,2020-04-19 12:08:20.134082
47,8.142182337662337,Currency,Prime Sextant,0.6785151948051948,2020-04-19 12:08:20.134082
48,0.0,,Chaos Orb,,2020-04-19 12:08:20.134082
49,0.24304296296296296,Currency,Chromatic Orb,0.12152148148148148,2020-04-19 12:08:20.134082
50,2.071880487804878,Currency,Cartographer's Chisel,0.2071880487804878,2020-04-19 12:08:20.134082
51,0.0,,Alchemy Shard,,2020-04-19 12:08:20.134082
52,1.0,DivinationCard,The Hermit,1.0,2020-04-19 12:08:20.134082
53,6.0,DivinationCard,Imperial Legacy,1.0,2020-04-19 12:08:20.134082
54,2.0,DivinationCard,Prosperity,1.0,2020-04-19 12:08:20.134082
55,24.0,DivinationCard,The Catalyst,2.0,2020-04-19 12:08:20.134082
56,1.0,DivinationCard,The Blazing Fire,1.0,2020-04-19 12:08:20.134082
57,21.0,DivinationCard,Arrogance of the Vaal,7.0,2020-04-19 12:08:20.134082
58,4.0,DivinationCard,The Flora's Gift,1.0,2020-04-19 12:08:20.134082
59,1.0,DivinationCard,Thirst for Knowledge,1.0,2020-04-19 12:08:20.134082
60,8.0,DivinationCard,The Gemcutter,2.0,2020-04-19 12:08:20.134082
61,18.0,DivinationCard,Her Mask,1.0,2020-04-19 12:08:20.134082
62,1.0,DivinationCard,The Jeweller's Boon,1.0,2020-04-19 12:08:20.134082
63,1.0,DivinationCard,Scholar of the Seas,1.0,2020-04-19 12:08:20.134082
64,6.0,DivinationCard,The Tinkerer's Table,2.0,2020-04-19 12:08:20.134082
65,9.0,DivinationCard,The Dapper Prodigy,3.0,2020-04-19 12:08:20.134082
66,2.0,DivinationCard,The Lover,1.0,2020-04-19 12:08:20.134082
67,4.0,DivinationCard,The Endurance,1.0,2020-04-19 12:08:20.134082
68,6.0,DivinationCard,The King's Blade,1.0,2020-04-19 12:08:20.134082
69,1.0,DivinationCard,The Gentleman,1.0,2020-04-19 12:08:20.134082
70,2.0,DivinationCard,The Warden,1.0,2020-04-19 12:08:20.134082
71,1.0,DivinationCard,Boundless Realms,1.0,2020-04-19 12:08:20.134082
72,2.4000000000000004,DivinationCard,Lantador's Lost Love,0.8,2020-04-19 12:08:20.134082
73,2.0,DivinationCard,Mitts,1.0,2020-04-19 12:08:20.134082
74,3.0,DivinationCard,Divine Justice,3.0,2020-04-19 12:08:20.134082
75,1.0,DivinationCard,Grave Knowledge,1.0,2020-04-19 12:08:20.134082
76,1.0,DivinationCard,Deathly Designs,1.0,2020-04-19 12:08:20.134082
77,2.0,DivinationCard,The Dreamer,2.0,2020-04-19 12:08:20.134082
78,24.200000000000003,DivinationCard,Rain of Chaos,1.1,2020-04-19 12:08:20.134082
79,2.0,DivinationCard,The Chosen,2.0,2020-04-19 12:08:20.134082
80,1.0,DivinationCard,Gift of the Gemling Queen,1.0,2020-04-19 12:08:20.134082
81,1.0,DivinationCard,Harmony of Souls,1.0,2020-04-19 12:08:20.134082
82,3.18,DivinationCard,The Survivalist,1.06,2020-04-19 12:08:20.134082
83,1.0,DivinationCard,The Aesthete,1.0,2020-04-19 12:08:20.134082
84,1.0,DivinationCard,The Doppelganger,1.0,2020-04-19 12:08:20.134082
85,2.0,DivinationCard,The Seeker,2.0,2020-04-19 12:08:20.134082
86,2.0,DivinationCard,The Puzzle,2.0,2020-04-19 12:08:20.134082
87,1.0,DivinationCard,Last Hope,1.0,2020-04-19 12:08:20.134082
88,1.0,DivinationCard,Gemcutter's Promise,1.0,2020-04-19 12:08:20.134082
89,1.0,DivinationCard,The Garish Power,1.0,2020-04-19 12:08:20.134082
90,1.0,DivinationCard,The Lion,1.0,2020-04-19 12:08:20.134082
91,1.0,DivinationCard,The Union,1.0,2020-04-19 12:08:20.134082
92,2.0,DivinationCard,Hubris,1.0,2020-04-19 12:08:20.134082
93,2.0,DivinationCard,The Battle Born,1.0,2020-04-19 12:08:20.134082
94,2.0,DivinationCard,The Rite of Elements,1.0,2020-04-19 12:08:20.134082
95,4.0,DivinationCard,The Encroaching Darkness,2.0,2020-04-19 12:08:20.134082
96,1.0,DivinationCard,The Price of Protection,1.0,2020-04-19 12:08:20.134082
97,14.0,DivinationCard,Three Faces in the Dark,2.0,2020-04-19 12:08:20.134082
98,2.0,DivinationCard,The Chains that Bind,1.0,2020-04-19 12:08:20.134082
99,2.0,DivinationCard,The Wolf's Shadow,1.0,2020-04-19 12:08:20.134082
