,value,type,type_line,datetime
0,0.0,,Alteration Shard,2020-04-18 16:55:48.741925
1,2.8437016666666666,Currency,Armourer's Scrap,2020-04-18 16:55:48.741925
2,1.6603949999999998,Currency,Intrinsic Catalyst,2020-04-18 16:55:48.741925
3,10.56559075,Currency,Blacksmith's Whetstone,2020-04-18 16:55:48.741925
4,2.0,Essence,Shrieking Essence of Dread,2020-04-18 16:55:48.741925
5,1.0,Essence,Weeping Essence of Sorrow,2020-04-18 16:55:48.741925
6,15.37016558139535,Currency,Awakened Sextant,2020-04-18 16:55:48.741925
7,2.3042629213483146,Currency,Glassblower's Bauble,2020-04-18 16:55:48.741925
8,1.3563013333333334,Currency,Orb of Binding,2020-04-18 16:55:48.741925
9,21.685389,Currency,Orb of Regret,2020-04-18 16:55:48.741925
10,2.33338,Currency,Abrasive Catalyst,2020-04-18 16:55:48.741925
11,18.6875347721519,Currency,Jeweller's Orb,2020-04-18 16:55:48.741925
12,7.516817000000001,Currency,Orb of Augmentation,2020-04-18 16:55:48.741925
13,7.986534285714286,Currency,Perandus Coin,2020-04-18 16:55:48.741925
14,0.6704270103092783,Currency,Engineer's Orb,2020-04-18 16:55:48.741925
15,0.0,,Chaos Shard,2020-04-18 16:55:48.741925
16,6.526993,Currency,Silver Coin,2020-04-18 16:55:48.741925
17,1.33332,Currency,Turbulent Catalyst,2020-04-18 16:55:48.741925
18,4.68,Essence,Remnant of Corruption,2020-04-18 16:55:48.741925
19,1.0,Oil,Azure Oil,2020-04-18 16:55:48.741925
20,0.0,,Ancient Shard,2020-04-18 16:55:48.741925
21,10.18752504,Currency,Orb of Chance,2020-04-18 16:55:48.741925
22,0.0,,Transmutation Shard,2020-04-18 16:55:48.741925
23,32.653451600000004,Currency,Orb of Fusing,2020-04-18 16:55:48.741925
24,3.55552,Currency,Regal Orb,2020-04-18 16:55:48.741925
25,0.0,,Regal Shard,2020-04-18 16:55:48.741925
26,0.0,,Orb of Transmutation,2020-04-18 16:55:48.741925
27,0.0,,Binding Shard,2020-04-18 16:55:48.741925
28,1.9810838028169013,Currency,Orb of Horizons,2020-04-18 16:55:48.741925
29,2.0,DeliriumOrb,Decadent Delirium Orb,2020-04-18 16:55:48.741925
30,3.228341818181818,Currency,Simple Sextant,2020-04-18 16:55:48.741925
31,0.9167400000000001,Currency,Blessed Orb,2020-04-18 16:55:48.741925
32,0.0,,Portal Scroll,2020-04-18 16:55:48.741925
33,3.8842583606557377,Fragment,Simulacrum Splinter,2020-04-18 16:55:48.741925
34,3.0,Currency,Tempering Catalyst,2020-04-18 16:55:48.741925
35,0.0,,Scroll of Wisdom,2020-04-18 16:55:48.741925
36,1.8095599999999998,Currency,Splinter of Tul,2020-04-18 16:55:48.741925
37,0.0,,Exalted Orb,2020-04-18 16:55:48.741925
38,1.0,Essence,Screaming Essence of Anger,2020-04-18 16:55:48.741925
39,0.0,,Medium Cluster Jewel,2020-04-18 16:55:48.741925
40,8.727312000000001,Currency,Orb of Alchemy,2020-04-18 16:55:48.741925
41,1.0,Essence,Wailing Essence of Spite,2020-04-18 16:55:48.741925
42,8.066586000000001,Currency,Chromatic Orb,2020-04-18 16:55:48.741925
43,1.93845,Currency,Vaal Orb,2020-04-18 16:55:48.741925
44,7.3333699999999995,Currency,Prime Sextant,2020-04-18 16:55:48.741925
45,5.17896,Currency,Gemcutter's Prism,2020-04-18 16:55:48.741925
46,0.0,,Chaos Orb,2020-04-18 16:55:48.741925
47,0.0,,Horizon Shard,2020-04-18 16:55:48.741925
48,3.0,DeliriumOrb,Armoursmith's Delirium Orb,2020-04-18 16:55:48.741925
49,6.245649347826087,Currency,Cartographer's Chisel,2020-04-18 16:55:48.741925
50,0.0,,Alchemy Shard,2020-04-18 16:55:48.741925
51,45.703647407407416,Currency,Orb of Scouring,2020-04-18 16:55:48.741925
52,1.0,DivinationCard,The Hermit,2020-04-18 16:55:48.741925
53,6.0,DivinationCard,Imperial Legacy,2020-04-18 16:55:48.741925
54,2.0,DivinationCard,Prosperity,2020-04-18 16:55:48.741925
55,14.76,DivinationCard,The Catalyst,2020-04-18 16:55:48.741925
56,1.0,DivinationCard,The Blazing Fire,2020-04-18 16:55:48.741925
57,21.0,DivinationCard,Arrogance of the Vaal,2020-04-18 16:55:48.741925
58,4.0,DivinationCard,The Flora's Gift,2020-04-18 16:55:48.741925
59,1.0,DivinationCard,Thirst for Knowledge,2020-04-18 16:55:48.741925
60,8.7,DivinationCard,The Gemcutter,2020-04-18 16:55:48.741925
61,18.0,DivinationCard,Her Mask,2020-04-18 16:55:48.741925
62,1.0,DivinationCard,The Jeweller's Boon,2020-04-18 16:55:48.741925
63,1.0,DivinationCard,Scholar of the Seas,2020-04-18 16:55:48.741925
64,3.54,DivinationCard,The Tinkerer's Table,2020-04-18 16:55:48.741925
65,9.0,DivinationCard,The Dapper Prodigy,2020-04-18 16:55:48.741925
66,2.0,DivinationCard,The Lover,2020-04-18 16:55:48.741925
67,1.0,DivinationCard,Hunter's Resolve,2020-04-18 16:55:48.741925
68,4.0,DivinationCard,The Endurance,2020-04-18 16:55:48.741925
69,6.0,DivinationCard,The King's Blade,2020-04-18 16:55:48.741925
