,value,type,type_line,datetime
0,2.3650136,Currency,Armourer's Scrap,2020-04-18 14:10:14.342779
1,1.74887,Currency,Intrinsic Catalyst,2020-04-18 14:10:14.342779
2,10.559178089887642,Currency,Blacksmith's Whetstone,2020-04-18 14:10:14.342779
3,2.0,Essence,Shrieking Essence of Dread,2020-04-18 14:10:14.342779
4,1.0,Essence,Weeping Essence of Sorrow,2020-04-18 14:10:14.342779
5,12.266672,Currency,Awakened Sextant,2020-04-18 14:10:14.342779
6,1.7991421621621622,Currency,Glassblower's Bauble,2020-04-18 14:10:14.342779
7,1.33332,Currency,Orb of Binding,2020-04-18 14:10:14.342779
8,20.44337086956522,Currency,Orb of Regret,2020-04-18 14:10:14.342779
9,1.8333700000000002,Currency,Abrasive Catalyst,2020-04-18 14:10:14.342779
10,17.85302794594595,Currency,Jeweller's Orb,2020-04-18 14:10:14.342779
11,17.233678,Currency,Orb of Augmentation,2020-04-18 14:10:14.342779
12,8.149185000000001,Currency,Perandus Coin,2020-04-18 14:10:14.342779
13,0.75,Currency,Engineer's Orb,2020-04-18 14:10:14.342779
14,0.0,,Chaos Shard,2020-04-18 14:10:14.342779
15,5.741593602739727,Currency,Silver Coin,2020-04-18 14:10:14.342779
16,1.33332,Currency,Turbulent Catalyst,2020-04-18 14:10:14.342779
17,3.0,DeliriumOrb,Portentous Delirium Orb,2020-04-18 14:10:14.342779
18,4.5600000000000005,Essence,Remnant of Corruption,2020-04-18 14:10:14.342779
19,0.0,,Ancient Shard,2020-04-18 14:10:14.342779
20,19.88457777777778,Currency,Orb of Chance,2020-04-18 14:10:14.342779
21,0.0,,Transmutation Shard,2020-04-18 14:10:14.342779
22,30.280234000000004,Currency,Orb of Fusing,2020-04-18 14:10:14.342779
23,3.455215384615385,Currency,Regal Orb,2020-04-18 14:10:14.342779
24,0.0,,Regal Shard,2020-04-18 14:10:14.342779
25,0.0,,Orb of Transmutation,2020-04-18 14:10:14.342779
26,0.0,,Binding Shard,2020-04-18 14:10:14.342779
27,1.28574,Currency,Orb of Horizons,2020-04-18 14:10:14.342779
28,72.51824294594594,Currency,Orb of Alteration,2020-04-18 14:10:14.342779
29,3.1667300000000003,Currency,Simple Sextant,2020-04-18 14:10:14.342779
30,0.90816,Currency,Blessed Orb,2020-04-18 14:10:14.342779
31,0.0,,Portal Scroll,2020-04-18 14:10:14.342779
32,3.0,Currency,Tempering Catalyst,2020-04-18 14:10:14.342779
33,0.0,,Scroll of Wisdom,2020-04-18 14:10:14.342779
34,3.0,Fossil,Dense Fossil,2020-04-18 14:10:14.342779
35,1.752624,Currency,Splinter of Tul,2020-04-18 14:10:14.342779
36,0.0,,Exalted Orb,2020-04-18 14:10:14.342779
37,1.0,Essence,Screaming Essence of Anger,2020-04-18 14:10:14.342779
38,0.0,,Medium Cluster Jewel,2020-04-18 14:10:14.342779
39,9.104075,Currency,Orb of Alchemy,2020-04-18 14:10:14.342779
40,1.0,Essence,Wailing Essence of Spite,2020-04-18 14:10:14.342779
41,7.252019670103093,Currency,Chromatic Orb,2020-04-18 14:10:14.342779
42,3.104848051948052,Currency,Vaal Orb,2020-04-18 14:10:14.342779
43,7.3333699999999995,Currency,Prime Sextant,2020-04-18 14:10:14.342779
44,5.0008,Currency,Gemcutter's Prism,2020-04-18 14:10:14.342779
45,152.11143152173915,Fragment,Simulacrum Splinter,2020-04-18 14:10:14.342779
46,0.0,,Chaos Orb,2020-04-18 14:10:14.342779
47,0.0,,Horizon Shard,2020-04-18 14:10:14.342779
48,6.0,DeliriumOrb,Armoursmith's Delirium Orb,2020-04-18 14:10:14.342779
49,5.499014925373135,Currency,Cartographer's Chisel,2020-04-18 14:10:14.342779
50,0.0,,Alchemy Shard,2020-04-18 14:10:14.342779
51,0.0,,Alteration Shard,2020-04-18 14:10:14.342779
52,44.64417222222223,Currency,Orb of Scouring,2020-04-18 14:10:14.342779
53,0.0,,The Hermit,2020-04-18 14:10:14.342779
54,0.0,,Imperial Legacy,2020-04-18 14:10:14.342779
55,0.0,,The Lord of Celebration,2020-04-18 14:10:14.342779
56,0.0,,Prosperity,2020-04-18 14:10:14.342779
57,0.0,,The Catalyst,2020-04-18 14:10:14.342779
58,0.0,,Nook's Crown,2020-04-18 14:10:14.342779
59,0.0,,The Blazing Fire,2020-04-18 14:10:14.342779
60,0.0,,Arrogance of the Vaal,2020-04-18 14:10:14.342779
61,0.0,,Humility,2020-04-18 14:10:14.342779
62,0.0,,The Flora's Gift,2020-04-18 14:10:14.342779
63,0.0,,Thirst for Knowledge,2020-04-18 14:10:14.342779
64,0.0,,The Gemcutter,2020-04-18 14:10:14.342779
65,0.0,,Her Mask,2020-04-18 14:10:14.342779
66,0.0,,The Jeweller's Boon,2020-04-18 14:10:14.342779
67,0.0,,Scholar of the Seas,2020-04-18 14:10:14.342779
68,0.0,,The Tinkerer's Table,2020-04-18 14:10:14.342779
69,0.0,,The Dapper Prodigy,2020-04-18 14:10:14.342779
70,0.0,,The Lover,2020-04-18 14:10:14.342779
71,0.0,,Hunter's Resolve,2020-04-18 14:10:14.342779
72,0.0,,The Endurance,2020-04-18 14:10:14.342779
73,0.0,,The King's Blade,2020-04-18 14:10:14.342779
74,0.0,,The Gentleman,2020-04-18 14:10:14.342779
75,0.0,,The Warden,2020-04-18 14:10:14.342779
76,0.0,,Emperor of Purity,2020-04-18 14:10:14.342779
77,0.0,,Boundless Realms,2020-04-18 14:10:14.342779
78,0.0,,Lantador's Lost Love,2020-04-18 14:10:14.342779
79,0.0,,Mitts,2020-04-18 14:10:14.342779
80,0.0,,Divine Justice,2020-04-18 14:10:14.342779
81,0.0,,Grave Knowledge,2020-04-18 14:10:14.342779
82,0.0,,Deathly Designs,2020-04-18 14:10:14.342779
83,0.0,,The Dreamer,2020-04-18 14:10:14.342779
84,0.0,,Rain of Chaos,2020-04-18 14:10:14.342779
85,0.0,,The Polymath,2020-04-18 14:10:14.342779
86,0.0,,Gift of the Gemling Queen,2020-04-18 14:10:14.342779
87,0.0,,The Queen,2020-04-18 14:10:14.342779
88,0.0,,Harmony of Souls,2020-04-18 14:10:14.342779
89,0.0,,The Survivalist,2020-04-18 14:10:14.342779
90,0.0,,The Aesthete,2020-04-18 14:10:14.342779
91,0.0,,The Doppelganger,2020-04-18 14:10:14.342779
92,0.0,,The Seeker,2020-04-18 14:10:14.342779
93,0.0,,The Puzzle,2020-04-18 14:10:14.342779
94,0.0,,Last Hope,2020-04-18 14:10:14.342779
