,value,type,type_line,price,datetime
0,7.455481000000001,Currency,Armourer's Scrap,0.12222100000000001,2020-04-19 12:26:15.615380
1,6.526878947368421,Currency,Blacksmith's Whetstone,0.10878131578947368,2020-04-19 12:26:15.615380
2,10.411709000000002,Currency,Orb of Regret,0.29747740000000006,2020-04-19 12:26:15.615380
3,2.0,DeliriumOrb,Amorphous Delirium Orb,2.0,2020-04-19 12:26:15.615380
4,0.0,,Alteration Shard,,2020-04-19 12:26:15.615380
5,1.6333799999999998,Currency,Orb of Binding,0.11667,2020-04-19 12:26:15.615380
6,7.0,Currency,Exalted Shard,7.0,2020-04-19 12:26:15.615380
7,2.0,Currency,Harbinger's Orb,2.0,2020-04-19 12:26:15.615380
8,0.0,,Medium Cluster Jewel,,2020-04-19 12:26:15.615380
9,2.33338,Currency,Abrasive Catalyst,0.16667,2020-04-19 12:26:15.615380
10,6.159384,Currency,Jeweller's Orb,0.048884000000000004,2020-04-19 12:26:15.615380
11,0.5756139344262295,Currency,Glassblower's Bauble,0.19187131147540984,2020-04-19 12:26:15.615380
12,0.7031742857142856,Currency,Engineer's Orb,0.1004534693877551,2020-04-19 12:26:15.615380
13,0.0,,Horizon Shard,,2020-04-19 12:26:15.615380
14,0.0,,Chaos Shard,,2020-04-19 12:26:15.615380
15,0.4365494252873563,Currency,Regal Orb,0.21827471264367815,2020-04-19 12:26:15.615380
16,0.8264083333333333,Currency,Splinter of Xoph,0.11805833333333333,2020-04-19 12:26:15.615380
17,0.0,,Transmutation Shard,,2020-04-19 12:26:15.615380
18,6.0972523711340205,Currency,Silver Coin,0.06850845360824742,2020-04-19 12:26:15.615380
19,2.4,Currency,Turbulent Catalyst,0.3,2020-04-19 12:26:15.615380
20,0.4851521612903226,Currency,Perandus Coin,0.009901064516129033,2020-04-19 12:26:15.615380
21,0.0,,Scroll Fragment,,2020-04-19 12:26:15.615380
22,1.02,Oil,Amber Oil,0.51,2020-04-19 12:26:15.615380
23,6.0,Currency,Stacked Deck,2.0,2020-04-19 12:26:15.615380
24,3.5999999999999996,Essence,Remnant of Corruption,0.6,2020-04-19 12:26:15.615380
25,3.0,DeliriumOrb,Portentous Delirium Orb,3.0,2020-04-19 12:26:15.615380
26,0.0,,Ancient Shard,,2020-04-19 12:26:15.615380
27,12.211713684210528,Currency,Orb of Chance,0.12211713684210528,2020-04-19 12:26:15.615380
28,36.5724128,Currency,Orb of Fusing,0.17927653333333335,2020-04-19 12:26:15.615380
29,0.0,,Regal Shard,,2020-04-19 12:26:15.615380
30,0.0,,Orb of Transmutation,,2020-04-19 12:26:15.615380
31,0.0,,Binding Shard,,2020-04-19 12:26:15.615380
32,9.024818000000002,Currency,Orb of Alteration,0.24391400000000002,2020-04-19 12:26:15.615380
33,2.4337940000000002,Currency,Orb of Horizons,0.221254,2020-04-19 12:26:15.615380
34,0.0,Oil,Sepia Oil,0.0,2020-04-19 12:26:15.615380
35,2.0,DeliriumOrb,Decadent Delirium Orb,2.0,2020-04-19 12:26:15.615380
36,3.5,Oil,Clear Oil,0.5,2020-04-19 12:26:15.615380
37,4.200042,Currency,Simple Sextant,0.200002,2020-04-19 12:26:15.615380
38,0.877888,Currency,Blessed Orb,0.030272,2020-04-19 12:26:15.615380
39,0.0,,Portal Scroll,,2020-04-19 12:26:15.615380
40,66.342804,Fragment,Simulacrum Splinter,0.48074495652173915,2020-04-19 12:26:15.615380
41,3.0,Currency,Tempering Catalyst,1.0,2020-04-19 12:26:15.615380
42,0.0,,Scroll of Wisdom,,2020-04-19 12:26:15.615380
43,2.087097692307692,Currency,Orb of Scouring,0.41741953846153845,2020-04-19 12:26:15.615380
44,8.655576416666667,Currency,Orb of Alchemy,0.1766444166666667,2020-04-19 12:26:15.615380
45,2.05002,Currency,Intrinsic Catalyst,0.14643,2020-04-19 12:26:15.615380
46,2.66672,Currency,Orb of Augmentation,0.16667,2020-04-19 12:26:15.615380
47,5.994724639175258,Currency,Vaal Orb,0.6660805154639176,2020-04-19 12:26:15.615380
48,8.236649032258065,Currency,Prime Sextant,0.6863874193548387,2020-04-19 12:26:15.615380
49,0.0,,Chaos Orb,,2020-04-19 12:26:15.615380
50,3.6264193406593406,Currency,Awakened Sextant,1.8132096703296703,2020-04-19 12:26:15.615380
51,0.44444,Currency,Chromatic Orb,0.11111,2020-04-19 12:26:15.615380
52,2.2822564285714284,Currency,Cartographer's Chisel,0.20747785714285713,2020-04-19 12:26:15.615380
53,0.0,,Alchemy Shard,,2020-04-19 12:26:15.615380
