,value,type,type_line,datetime
0,6.85955661971831,Currency,Armourer's Scrap,2020-04-18 22:30:31.190454
1,2.0413278260869565,Currency,Intrinsic Catalyst,2020-04-18 22:30:31.190454
2,12.685694637362637,Currency,Blacksmith's Whetstone,2020-04-18 22:30:31.190454
3,1.51671,Currency,Orb of Binding,2020-04-18 22:30:31.190454
4,0.0,,Alchemy Shard,2020-04-18 22:30:31.190454
5,7.0,Currency,Exalted Shard,2020-04-18 22:30:31.190454
6,22.563305600000003,Currency,Orb of Regret,2020-04-18 22:30:31.190454
7,2.33338,Currency,Abrasive Catalyst,2020-04-18 22:30:31.190454
8,3.2677938924731187,Currency,Jeweller's Orb,2020-04-18 22:30:31.190454
9,11.98433934883721,Currency,Orb of Augmentation,2020-04-18 22:30:31.190454
10,9.385200000000001,Currency,Perandus Coin,2020-04-18 22:30:31.190454
11,0.6000000000000001,Currency,Engineer's Orb,2020-04-18 22:30:31.190454
12,1.5,Currency,Splinter of Chayula,2020-04-18 22:30:31.190454
13,0.0,,Alteration Shard,2020-04-18 22:30:31.190454
14,0.0,,Chaos Shard,2020-04-18 22:30:31.190454
15,0.0,,Transmutation Shard,2020-04-18 22:30:31.190454
16,5.508833000000001,Currency,Silver Coin,2020-04-18 22:30:31.190454
17,2.66664,Currency,Turbulent Catalyst,2020-04-18 22:30:31.190454
18,0.0,,Scroll Fragment,2020-04-18 22:30:31.190454
19,5.88,Essence,Remnant of Corruption,2020-04-18 22:30:31.190454
20,1.0,Oil,Azure Oil,2020-04-18 22:30:31.190454
21,2.0,DeliriumOrb,Portentous Delirium Orb,2020-04-18 22:30:31.190454
22,0.0,,Ancient Shard,2020-04-18 22:30:31.190454
23,10.937738976744187,Currency,Orb of Chance,2020-04-18 22:30:31.190454
24,35.96635566666667,Currency,Orb of Fusing,2020-04-18 22:30:31.190454
25,2.0587725,Currency,Regal Orb,2020-04-18 22:30:31.190454
26,0.0,,Regal Shard,2020-04-18 22:30:31.190454
27,0.0,,Orb of Transmutation,2020-04-18 22:30:31.190454
28,0.0,,Binding Shard,2020-04-18 22:30:31.190454
29,3.999078,Currency,Orb of Alteration,2020-04-18 22:30:31.190454
30,1.5881903773584907,Currency,Orb of Horizons,2020-04-18 22:30:31.190454
31,1.5,Oil,Sepia Oil,2020-04-18 22:30:31.190454
32,2.0,DeliriumOrb,Decadent Delirium Orb,2020-04-18 22:30:31.190454
33,2.0,Oil,Clear Oil,2020-04-18 22:30:31.190454
34,4.162671333333334,Currency,Simple Sextant,2020-04-18 22:30:31.190454
35,0.9102808988764046,Currency,Blessed Orb,2020-04-18 22:30:31.190454
36,0.0,,Portal Scroll,2020-04-18 22:30:31.190454
37,34.16963785714286,Fragment,Simulacrum Splinter,2020-04-18 22:30:31.190454
38,3.0,Currency,Tempering Catalyst,2020-04-18 22:30:31.190454
39,0.0,,Scroll of Wisdom,2020-04-18 22:30:31.190454
40,22.304020588235296,Currency,Orb of Scouring,2020-04-18 22:30:31.190454
41,8.69468688,Currency,Orb of Alchemy,2020-04-18 22:30:31.190454
42,6.077806875,Currency,Vaal Orb,2020-04-18 22:30:31.190454
43,7.3333699999999995,Currency,Prime Sextant,2020-04-18 22:30:31.190454
44,5.297462100000001,Currency,Gemcutter's Prism,2020-04-18 22:30:31.190454
45,0.0,,Chaos Orb,2020-04-18 22:30:31.190454
46,0.0,,Horizon Shard,2020-04-18 22:30:31.190454
47,5.653538,Currency,Chromatic Orb,2020-04-18 22:30:31.190454
48,6.160000000000001,Currency,Cartographer's Chisel,2020-04-18 22:30:31.190454
49,0.0,,Sapphire Ring,2020-04-18 22:30:31.190454
50,1.0,DivinationCard,The Hermit,2020-04-18 22:30:31.190454
51,6.0,DivinationCard,Imperial Legacy,2020-04-18 22:30:31.190454
52,1.22,DivinationCard,Prosperity,2020-04-18 22:30:31.190454
53,25.08,DivinationCard,The Catalyst,2020-04-18 22:30:31.190454
54,1.0,DivinationCard,The Blazing Fire,2020-04-18 22:30:31.190454
55,21.0,DivinationCard,Arrogance of the Vaal,2020-04-18 22:30:31.190454
56,3.64,DivinationCard,The Flora's Gift,2020-04-18 22:30:31.190454
57,1.0,DivinationCard,Thirst for Knowledge,2020-04-18 22:30:31.190454
58,12.0,DivinationCard,The Gemcutter,2020-04-18 22:30:31.190454
59,18.0,DivinationCard,Her Mask,2020-04-18 22:30:31.190454
60,1.0,DivinationCard,The Jeweller's Boon,2020-04-18 22:30:31.190454
61,1.0,DivinationCard,Scholar of the Seas,2020-04-18 22:30:31.190454
62,4.949999999999999,DivinationCard,The Tinkerer's Table,2020-04-18 22:30:31.190454
63,7.62,DivinationCard,The Dapper Prodigy,2020-04-18 22:30:31.190454
64,2.0,DivinationCard,The Lover,2020-04-18 22:30:31.190454
65,4.0,DivinationCard,The Endurance,2020-04-18 22:30:31.190454
66,6.0,DivinationCard,The King's Blade,2020-04-18 22:30:31.190454
