,value,type,type_line,price,datetime
0,7.330387058823529,Currency,Armourer's Scrap,0.1110664705882353,2020-04-19 19:56:08.876033
1,0.27273000000000003,Currency,Imbued Catalyst,0.09091,2020-04-19 19:56:08.876033
2,1.8,Currency,Blacksmith's Whetstone,0.1,2020-04-19 19:56:08.876033
3,1.5948799999999999,Currency,Orb of Binding,0.11392,2020-04-19 19:56:08.876033
4,0.0,,Exalted Shard,,2020-04-19 19:56:08.876033
5,1.0,Currency,Harbinger's Orb,1.0,2020-04-19 19:56:08.876033
6,0.0,,Medium Cluster Jewel,,2020-04-19 19:56:08.876033
7,2.0000400000000003,Currency,Abrasive Catalyst,0.16667,2020-04-19 19:56:08.876033
8,5.91052,Currency,Jeweller's Orb,0.04444,2020-04-19 19:56:08.876033
9,0.83335,Currency,Glassblower's Bauble,0.16667,2020-04-19 19:56:08.876033
10,0.7853990277777777,Currency,Engineer's Orb,0.1121998611111111,2020-04-19 19:56:08.876033
11,0.8691740206185568,Currency,Cartographer's Chisel,0.2172935051546392,2020-04-19 19:56:08.876033
12,0.0,,Horizon Shard,,2020-04-19 19:56:08.876033
13,0.0,,Chaos Shard,,2020-04-19 19:56:08.876033
14,2.2150950819672133,Currency,Orb of Regret,0.27688688524590166,2020-04-19 19:56:08.876033
15,0.44444,Currency,Regal Orb,0.22222,2020-04-19 19:56:08.876033
16,0.7720568686868687,Currency,Splinter of Xoph,0.11029383838383838,2020-04-19 19:56:08.876033
17,4.71166,Currency,Silver Coin,0.05294,2020-04-19 19:56:08.876033
18,2.66664,Currency,Turbulent Catalyst,0.33333,2020-04-19 19:56:08.876033
19,0.40817000000000003,Currency,Perandus Coin,0.00833,2020-04-19 19:56:08.876033
20,0.0,,Scroll Fragment,,2020-04-19 19:56:08.876033
21,2.46668,Currency,Gemcutter's Prism,0.61667,2020-04-19 19:56:08.876033
22,1.0,Oil,Amber Oil,0.5,2020-04-19 19:56:08.876033
23,0.0,,Stacked Deck,,2020-04-19 19:56:08.876033
24,6.0,Essence,Remnant of Corruption,1.0,2020-04-19 19:56:08.876033
25,2.0,DeliriumOrb,Portentous Delirium Orb,2.0,2020-04-19 19:56:08.876033
26,0.0,,Ancient Shard,,2020-04-19 19:56:08.876033
27,10.820356,Currency,Orb of Chance,0.105052,2020-04-19 19:56:08.876033
28,34.91709,Currency,Orb of Fusing,0.16393,2020-04-19 19:56:08.876033
29,0.0,,Regal Shard,,2020-04-19 19:56:08.876033
30,0.0,,Orb of Transmutation,,2020-04-19 19:56:08.876033
31,0.0,,Binding Shard,,2020-04-19 19:56:08.876033
32,9.77768,Currency,Orb of Alteration,0.22222,2020-04-19 19:56:08.876033
33,2.31583,Currency,Orb of Horizons,0.21053,2020-04-19 19:56:08.876033
34,0.0,Oil,Sepia Oil,0.0,2020-04-19 19:56:08.876033
35,2.0,DeliriumOrb,Decadent Delirium Orb,2.0,2020-04-19 19:56:08.876033
36,6.58,Oil,Clear Oil,0.94,2020-04-19 19:56:08.876033
37,4.285053913043478,Currency,Simple Sextant,0.17854391304347825,2020-04-19 19:56:08.876033
38,0.79808,Currency,Blessed Orb,0.02752,2020-04-19 19:56:08.876033
39,0.0,,Portal Scroll,,2020-04-19 19:56:08.876033
40,74.78216,Fragment,Simulacrum Splinter,0.43478,2020-04-19 19:56:08.876033
41,0.0,,Alteration Shard,,2020-04-19 19:56:08.876033
42,3.0,Currency,Tempering Catalyst,1.0,2020-04-19 19:56:08.876033
43,0.0,,Scroll of Wisdom,,2020-04-19 19:56:08.876033
44,2.0244964788732394,Currency,Orb of Scouring,0.4048992957746479,2020-04-19 19:56:08.876033
45,5.7143999999999995,Currency,Orb of Alchemy,0.14286,2020-04-19 19:56:08.876033
46,2.00004,Currency,Intrinsic Catalyst,0.14286,2020-04-19 19:56:08.876033
47,3.42658125,Currency,Orb of Augmentation,0.1713290625,2020-04-19 19:56:08.876033
48,0.0,,Transmutation Shard,,2020-04-19 19:56:08.876033
49,4.00002,Currency,Vaal Orb,0.66667,2020-04-19 19:56:08.876033
50,10.00005,Currency,Prime Sextant,0.66667,2020-04-19 19:56:08.876033
51,0.0,,Chaos Orb,,2020-04-19 19:56:08.876033
52,5.01872027027027,Currency,Awakened Sextant,1.6729067567567568,2020-04-19 19:56:08.876033
53,1.356680361445783,Currency,Chromatic Orb,0.12333457831325301,2020-04-19 19:56:08.876033
54,0.0,,Alchemy Shard,,2020-04-19 19:56:08.876033
55,1.0,DivinationCard,The Hermit,1.0,2020-04-19 19:56:08.876033
56,6.0,DivinationCard,Imperial Legacy,1.0,2020-04-19 19:56:08.876033
57,2.0,DivinationCard,Prosperity,1.0,2020-04-19 19:56:08.876033
58,29.880000000000003,DivinationCard,The Catalyst,2.49,2020-04-19 19:56:08.876033
59,1.0,DivinationCard,The Blazing Fire,1.0,2020-04-19 19:56:08.876033
60,4.0,DivinationCard,The Flora's Gift,1.0,2020-04-19 19:56:08.876033
61,1.0,DivinationCard,Thirst for Knowledge,1.0,2020-04-19 19:56:08.876033
62,4.0,DivinationCard,The Gemcutter,1.0,2020-04-19 19:56:08.876033
63,18.0,DivinationCard,Her Mask,1.0,2020-04-19 19:56:08.876033
64,1.0,DivinationCard,The Jeweller's Boon,1.0,2020-04-19 19:56:08.876033
65,1.0,DivinationCard,Scholar of the Seas,1.0,2020-04-19 19:56:08.876033
66,6.0,DivinationCard,The Tinkerer's Table,2.0,2020-04-19 19:56:08.876033
67,8.399999999999999,DivinationCard,The Dapper Prodigy,2.8,2020-04-19 19:56:08.876033
68,2.0,DivinationCard,The Lover,1.0,2020-04-19 19:56:08.876033
69,4.0,DivinationCard,The Endurance,1.0,2020-04-19 19:56:08.876033
70,5.22,DivinationCard,The King's Blade,0.87,2020-04-19 19:56:08.876033
71,1.0,DivinationCard,The Gentleman,1.0,2020-04-19 19:56:08.876033
72,2.0,DivinationCard,The Warden,1.0,2020-04-19 19:56:08.876033
73,1.0,DivinationCard,Boundless Realms,1.0,2020-04-19 19:56:08.876033
74,2.19,DivinationCard,Lantador's Lost Love,0.73,2020-04-19 19:56:08.876033
75,2.0,DivinationCard,Mitts,1.0,2020-04-19 19:56:08.876033
76,3.0,DivinationCard,Divine Justice,3.0,2020-04-19 19:56:08.876033
77,1.0,DivinationCard,Grave Knowledge,1.0,2020-04-19 19:56:08.876033
78,1.0,DivinationCard,Deathly Designs,1.0,2020-04-19 19:56:08.876033
79,2.0,DivinationCard,The Dreamer,2.0,2020-04-19 19:56:08.876033
80,22.0,DivinationCard,Rain of Chaos,1.0,2020-04-19 19:56:08.876033
81,2.0,DivinationCard,The Chosen,2.0,2020-04-19 19:56:08.876033
82,1.0,DivinationCard,Gift of the Gemling Queen,1.0,2020-04-19 19:56:08.876033
83,1.0,DivinationCard,Harmony of Souls,1.0,2020-04-19 19:56:08.876033
84,9.0,DivinationCard,The Survivalist,3.0,2020-04-19 19:56:08.876033
85,1.0,DivinationCard,The Aesthete,1.0,2020-04-19 19:56:08.876033
86,1.0,DivinationCard,The Doppelganger,1.0,2020-04-19 19:56:08.876033
87,1.0,DivinationCard,The Seeker,1.0,2020-04-19 19:56:08.876033
88,2.0,DivinationCard,The Puzzle,2.0,2020-04-19 19:56:08.876033
89,2.0,DivinationCard,Last Hope,1.0,2020-04-19 19:56:08.876033
90,1.0,DivinationCard,Gemcutter's Promise,1.0,2020-04-19 19:56:08.876033
91,1.0,DivinationCard,The Garish Power,1.0,2020-04-19 19:56:08.876033
92,1.0,DivinationCard,The Lion,1.0,2020-04-19 19:56:08.876033
93,1.0,DivinationCard,The Union,1.0,2020-04-19 19:56:08.876033
94,2.0,DivinationCard,Hubris,1.0,2020-04-19 19:56:08.876033
95,2.0,DivinationCard,The Battle Born,1.0,2020-04-19 19:56:08.876033
96,2.0,DivinationCard,The Rite of Elements,1.0,2020-04-19 19:56:08.876033
97,5.0,DivinationCard,The Encroaching Darkness,2.5,2020-04-19 19:56:08.876033
98,2.0,DivinationCard,The Price of Protection,2.0,2020-04-19 19:56:08.876033
99,14.0,DivinationCard,Three Faces in the Dark,2.0,2020-04-19 19:56:08.876033
100,2.0,DivinationCard,The Chains that Bind,1.0,2020-04-19 19:56:08.876033
101,2.0,DivinationCard,The Wolf's Shadow,1.0,2020-04-19 19:56:08.876033
102,1.0,DivinationCard,The Obscured,1.0,2020-04-19 19:56:08.876033
103,23.0,DivinationCard,Emperor's Luck,1.0,2020-04-19 19:56:08.876033
104,1.0,DivinationCard,The Pact,1.0,2020-04-19 19:56:08.876033
105,2.0,DivinationCard,The Metalsmith's Gift,1.0,2020-04-19 19:56:08.876033
106,1.0,DivinationCard,A Mother's Parting Gift,1.0,2020-04-19 19:56:08.876033
107,3.0,DivinationCard,Destined to Crumble,1.0,2020-04-19 19:56:08.876033
108,2.0,DivinationCard,The Wrath,1.0,2020-04-19 19:56:08.876033
109,1.0,DivinationCard,Vinia's Token,1.0,2020-04-19 19:56:08.876033
110,1.0,DivinationCard,Sambodhi's Vow,1.0,2020-04-19 19:56:08.876033
111,1.0,DivinationCard,The Scarred Meadow,1.0,2020-04-19 19:56:08.876033
112,1.0,DivinationCard,Turn the Other Cheek,1.0,2020-04-19 19:56:08.876033
113,1.0,DivinationCard,The Stormcaller,1.0,2020-04-19 19:56:08.876033
114,1.0,DivinationCard,Thunderous Skies,1.0,2020-04-19 19:56:08.876033
115,2.0,DivinationCard,The Beast,1.0,2020-04-19 19:56:08.876033
116,1.0,DivinationCard,The Journey,1.0,2020-04-19 19:56:08.876033
117,17.8,DivinationCard,Loyalty,1.78,2020-04-19 19:56:08.876033
118,1.0,DivinationCard,Volatile Power,1.0,2020-04-19 19:56:08.876033
119,1.0,DivinationCard,The Master Artisan,1.0,2020-04-19 19:56:08.876033
120,1.0,DivinationCard,The Inventor,1.0,2020-04-19 19:56:08.876033
121,6.0,DivinationCard,The Opulent,1.0,2020-04-19 19:56:08.876033
122,5.0,DivinationCard,The Carrion Crow,1.0,2020-04-19 19:56:08.876033
123,2.0,DivinationCard,Dark Temptation,1.0,2020-04-19 19:56:08.876033
124,6.0,DivinationCard,Lucky Connections,1.0,2020-04-19 19:56:08.876033
125,1.0,DivinationCard,The Sword King's Salute,1.0,2020-04-19 19:56:08.876033
126,1.0,DivinationCard,The Incantation,1.0,2020-04-19 19:56:08.876033
127,1.0,DivinationCard,The Sigil,1.0,2020-04-19 19:56:08.876033
128,1.0,DivinationCard,The Messenger,1.0,2020-04-19 19:56:08.876033
129,2.0,DivinationCard,The Lunaris Priestess,1.0,2020-04-19 19:56:08.876033
130,2.0,DivinationCard,Doedre's Madness,1.0,2020-04-19 19:56:08.876033
131,17.0,DivinationCard,Three Voices,1.0,2020-04-19 19:56:08.876033
132,1.0,DivinationCard,The Twilight Moon,1.0,2020-04-19 19:56:08.876033
133,2.0,DivinationCard,Boon of Justice,1.0,2020-04-19 19:56:08.876033
134,1.0,DivinationCard,The Fox,1.0,2020-04-19 19:56:08.876033
135,16.0,DivinationCard,The Gambler,1.0,2020-04-19 19:56:08.876033
136,2.0,DivinationCard,The Realm,1.0,2020-04-19 19:56:08.876033
137,1.0,DivinationCard,Jack in the Box,1.0,2020-04-19 19:56:08.876033
138,2.0,DivinationCard,The Void,2.0,2020-04-19 19:56:08.876033
139,2.0,DivinationCard,Struck by Lightning,1.0,2020-04-19 19:56:08.876033
140,2.5,Fragment,Sacrifice at Midnight,0.5,2020-04-19 19:56:08.876033
141,15.780047294117646,Fragment,Timeless Karui Splinter,0.25047694117647057,2020-04-19 19:56:08.876033
142,3.0,Scarab,Polished Perandus Scarab,3.0,2020-04-19 19:56:08.876033
143,0.95238,Fragment,Sacrifice at Noon,0.47619,2020-04-19 19:56:08.876033
144,2.91655,Currency,Splinter of Esh,0.08333,2020-04-19 19:56:08.876033
145,6.0,Fragment,Timeless Maraketh Splinter,1.5,2020-04-19 19:56:08.876033
146,3.42,Scarab,Rusted Reliquary Scarab,0.57,2020-04-19 19:56:08.876033
147,2.0,Currency,Splinter of Uul-Netol,0.25,2020-04-19 19:56:08.876033
148,4.66662,Fragment,Sacrifice at Dawn,0.33333,2020-04-19 19:56:08.876033
149,2.7573459595959595,Currency,Splinter of Xoph,0.11029383838383838,2020-04-19 19:56:08.876033
150,45.0,Fragment,Fragment of Eradication,45.0,2020-04-19 19:56:08.876033
151,3.429308360655738,Fragment,Sacrifice at Dusk,0.26379295081967213,2020-04-19 19:56:08.876033
152,2.0,Scarab,Rusted Metamorph Scarab,1.0,2020-04-19 19:56:08.876033
153,2.0,Scarab,Polished Metamorph Scarab,2.0,2020-04-19 19:56:08.876033
154,1.0,Scarab,Polished Torment Scarab,1.0,2020-04-19 19:56:08.876033
155,2.0,Scarab,Polished Harbinger Scarab,2.0,2020-04-19 19:56:08.876033
156,17.33672842105263,Fragment,Timeless Eternal Empire Splinter,0.32105052631578945,2020-04-19 19:56:08.876033
157,1.0,Scarab,Rusted Harbinger Scarab,1.0,2020-04-19 19:56:08.876033
158,3.0,Scarab,Rusted Elder Scarab,1.0,2020-04-19 19:56:08.876033
