,value,type,type_line,datetime
0,6.636703333333334,Currency,Armourer's Scrap,2020-04-18 22:13:36.641640
1,2.2036350000000002,Currency,Intrinsic Catalyst,2020-04-18 22:13:36.641640
2,12.400124000000002,Currency,Blacksmith's Whetstone,2020-04-18 22:13:36.641640
3,12.0,Currency,Stacked Deck,2020-04-18 22:13:36.641640
4,1.51671,Currency,Orb of Binding,2020-04-18 22:13:36.641640
5,0.0,,Alchemy Shard,2020-04-18 22:13:36.641640
6,7.0,Currency,Exalted Shard,2020-04-18 22:13:36.641640
7,22.063814505494506,Currency,Orb of Regret,2020-04-18 22:13:36.641640
8,2.33338,Currency,Abrasive Catalyst,2020-04-18 22:13:36.641640
9,3.21546368,Currency,Jeweller's Orb,2020-04-18 22:13:36.641640
10,11.733568000000002,Currency,Orb of Augmentation,2020-04-18 22:13:36.641640
11,9.122494615384616,Currency,Perandus Coin,2020-04-18 22:13:36.641640
12,0.6000000000000001,Currency,Engineer's Orb,2020-04-18 22:13:36.641640
13,1.5,Currency,Splinter of Chayula,2020-04-18 22:13:36.641640
14,0.0,,Alteration Shard,2020-04-18 22:13:36.641640
15,0.0,,Chaos Shard,2020-04-18 22:13:36.641640
16,0.0,,Transmutation Shard,2020-04-18 22:13:36.641640
17,5.734226771428572,Currency,Silver Coin,2020-04-18 22:13:36.641640
18,2.66664,Currency,Turbulent Catalyst,2020-04-18 22:13:36.641640
19,0.0,,Scroll Fragment,2020-04-18 22:13:36.641640
20,5.88,Essence,Remnant of Corruption,2020-04-18 22:13:36.641640
21,1.0,Oil,Azure Oil,2020-04-18 22:13:36.641640
22,3.0,DeliriumOrb,Portentous Delirium Orb,2020-04-18 22:13:36.641640
23,0.0,,Ancient Shard,2020-04-18 22:13:36.641640
24,10.324072,Currency,Orb of Chance,2020-04-18 22:13:36.641640
25,36.117389,Currency,Orb of Fusing,2020-04-18 22:13:36.641640
26,1.9756431818181819,Currency,Regal Orb,2020-04-18 22:13:36.641640
27,0.0,,Regal Shard,2020-04-18 22:13:36.641640
28,0.0,,Orb of Transmutation,2020-04-18 22:13:36.641640
29,0.0,,Binding Shard,2020-04-18 22:13:36.641640
30,3.99996,Currency,Orb of Alteration,2020-04-18 22:13:36.641640
31,1.5483802352941176,Currency,Orb of Horizons,2020-04-18 22:13:36.641640
32,1.5,Oil,Sepia Oil,2020-04-18 22:13:36.641640
33,2.0,DeliriumOrb,Decadent Delirium Orb,2020-04-18 22:13:36.641640
34,2.0,Oil,Clear Oil,2020-04-18 22:13:36.641640
35,4.158,Currency,Simple Sextant,2020-04-18 22:13:36.641640
36,0.90816,Currency,Blessed Orb,2020-04-18 22:13:36.641640
37,0.0,,Portal Scroll,2020-04-18 22:13:36.641640
38,32.978501032258066,Fragment,Simulacrum Splinter,2020-04-18 22:13:36.641640
39,3.0,Currency,Tempering Catalyst,2020-04-18 22:13:36.641640
40,0.0,,Scroll of Wisdom,2020-04-18 22:13:36.641640
41,8.692596,Currency,Orb of Alchemy,2020-04-18 22:13:36.641640
42,6.00003,Currency,Vaal Orb,2020-04-18 22:13:36.641640
43,7.3333699999999995,Currency,Prime Sextant,2020-04-18 22:13:36.641640
44,5.24997,Currency,Gemcutter's Prism,2020-04-18 22:13:36.641640
45,0.0,,Chaos Orb,2020-04-18 22:13:36.641640
46,0.0,,Horizon Shard,2020-04-18 22:13:36.641640
47,5.52360785263158,Currency,Chromatic Orb,2020-04-18 22:13:36.641640
48,2.0,DeliriumOrb,Armoursmith's Delirium Orb,2020-04-18 22:13:36.641640
49,6.160000000000001,Currency,Cartographer's Chisel,2020-04-18 22:13:36.641640
50,0.0,,Sapphire Ring,2020-04-18 22:13:36.641640
51,49.96300853932585,Currency,Orb of Scouring,2020-04-18 22:13:36.641640
52,1.0,DivinationCard,The Hermit,2020-04-18 22:13:36.641640
53,6.0,DivinationCard,Imperial Legacy,2020-04-18 22:13:36.641640
54,1.2,DivinationCard,Prosperity,2020-04-18 22:13:36.641640
55,36.0,DivinationCard,The Catalyst,2020-04-18 22:13:36.641640
56,1.0,DivinationCard,The Blazing Fire,2020-04-18 22:13:36.641640
57,21.0,DivinationCard,Arrogance of the Vaal,2020-04-18 22:13:36.641640
58,3.28,DivinationCard,The Flora's Gift,2020-04-18 22:13:36.641640
59,1.0,DivinationCard,Thirst for Knowledge,2020-04-18 22:13:36.641640
60,12.0,DivinationCard,The Gemcutter,2020-04-18 22:13:36.641640
61,18.0,DivinationCard,Her Mask,2020-04-18 22:13:36.641640
62,1.0,DivinationCard,The Jeweller's Boon,2020-04-18 22:13:36.641640
63,1.0,DivinationCard,Scholar of the Seas,2020-04-18 22:13:36.641640
64,5.79,DivinationCard,The Tinkerer's Table,2020-04-18 22:13:36.641640
65,6.0,DivinationCard,The Dapper Prodigy,2020-04-18 22:13:36.641640
66,2.0,DivinationCard,The Lover,2020-04-18 22:13:36.641640
67,4.0,DivinationCard,The Endurance,2020-04-18 22:13:36.641640
68,6.0,DivinationCard,The King's Blade,2020-04-18 22:13:36.641640
69,1.0,DivinationCard,The Gentleman,2020-04-18 22:13:36.641640
70,1.32,DivinationCard,The Warden,2020-04-18 22:13:36.641640
71,2.0,DivinationCard,Emperor of Purity,2020-04-18 22:13:36.641640
72,1.0,DivinationCard,Boundless Realms,2020-04-18 22:13:36.641640
73,1.9500000000000002,DivinationCard,Lantador's Lost Love,2020-04-18 22:13:36.641640
74,2.0,DivinationCard,Mitts,2020-04-18 22:13:36.641640
75,3.0,DivinationCard,Divine Justice,2020-04-18 22:13:36.641640
76,1.0,DivinationCard,Grave Knowledge,2020-04-18 22:13:36.641640
77,1.0,DivinationCard,Deathly Designs,2020-04-18 22:13:36.641640
78,2.0,DivinationCard,The Dreamer,2020-04-18 22:13:36.641640
79,24.200000000000003,DivinationCard,Rain of Chaos,2020-04-18 22:13:36.641640
80,1.0,DivinationCard,Gift of the Gemling Queen,2020-04-18 22:13:36.641640
81,1.0,DivinationCard,Harmony of Souls,2020-04-18 22:13:36.641640
82,9.0,DivinationCard,The Survivalist,2020-04-18 22:13:36.641640
83,1.0,DivinationCard,The Aesthete,2020-04-18 22:13:36.641640
84,1.0,DivinationCard,The Doppelganger,2020-04-18 22:13:36.641640
85,2.0,DivinationCard,The Seeker,2020-04-18 22:13:36.641640
86,3.0,DivinationCard,The Puzzle,2020-04-18 22:13:36.641640
87,1.0,DivinationCard,Last Hope,2020-04-18 22:13:36.641640
88,1.0,DivinationCard,Gemcutter's Promise,2020-04-18 22:13:36.641640
89,1.0,DivinationCard,The Garish Power,2020-04-18 22:13:36.641640
90,1.0,DivinationCard,The Lion,2020-04-18 22:13:36.641640
91,2.0,DivinationCard,The Union,2020-04-18 22:13:36.641640
92,2.0,DivinationCard,Hubris,2020-04-18 22:13:36.641640
93,2.0,DivinationCard,The Battle Born,2020-04-18 22:13:36.641640
94,2.0,DivinationCard,The Rite of Elements,2020-04-18 22:13:36.641640
95,3.22,DivinationCard,The Encroaching Darkness,2020-04-18 22:13:36.641640
96,1.0,DivinationCard,The Price of Protection,2020-04-18 22:13:36.641640
97,21.0,DivinationCard,Three Faces in the Dark,2020-04-18 22:13:36.641640
98,2.0,DivinationCard,The Chains that Bind,2020-04-18 22:13:36.641640
99,2.5,DivinationCard,The Wolf's Shadow,2020-04-18 22:13:36.641640
100,1.0,DivinationCard,The Obscured,2020-04-18 22:13:36.641640
101,46.2,DivinationCard,Emperor's Luck,2020-04-18 22:13:36.641640
102,1.0,DivinationCard,The Pact,2020-04-18 22:13:36.641640
103,2.0,DivinationCard,The Metalsmith's Gift,2020-04-18 22:13:36.641640
104,0.0,DivinationCard,A Mother's Parting Gift,2020-04-18 22:13:36.641640
105,2.82,DivinationCard,Destined to Crumble,2020-04-18 22:13:36.641640
106,2.0,DivinationCard,The Wrath,2020-04-18 22:13:36.641640
107,1.0,DivinationCard,Vinia's Token,2020-04-18 22:13:36.641640
108,1.0,DivinationCard,Sambodhi's Vow,2020-04-18 22:13:36.641640
109,1.0,DivinationCard,The Scarred Meadow,2020-04-18 22:13:36.641640
110,1.0,DivinationCard,Turn the Other Cheek,2020-04-18 22:13:36.641640
111,1.0,DivinationCard,The Stormcaller,2020-04-18 22:13:36.641640
112,1.0,DivinationCard,Thunderous Skies,2020-04-18 22:13:36.641640
113,2.0,DivinationCard,The Beast,2020-04-18 22:13:36.641640
114,1.0,DivinationCard,The Journey,2020-04-18 22:13:36.641640
115,49.400000000000006,DivinationCard,Loyalty,2020-04-18 22:13:36.641640
116,4.0,DivinationCard,The Professor,2020-04-18 22:13:36.641640
117,1.0,DivinationCard,Volatile Power,2020-04-18 22:13:36.641640
118,1.0,DivinationCard,The Master Artisan,2020-04-18 22:13:36.641640
119,1.0,DivinationCard,The Inventor,2020-04-18 22:13:36.641640
120,8.52,DivinationCard,The Opulent,2020-04-18 22:13:36.641640
121,3.35,DivinationCard,The Carrion Crow,2020-04-18 22:13:36.641640
122,2.0,DivinationCard,Dark Temptation,2020-04-18 22:13:36.641640
123,6.0,DivinationCard,Lucky Connections,2020-04-18 22:13:36.641640
124,1.0,DivinationCard,The Sword King's Salute,2020-04-18 22:13:36.641640
125,1.0,DivinationCard,The Incantation,2020-04-18 22:13:36.641640
126,1.0,DivinationCard,The Sigil,2020-04-18 22:13:36.641640
127,1.0,DivinationCard,Akil's Prophecy,2020-04-18 22:13:36.641640
128,1.0,DivinationCard,The Messenger,2020-04-18 22:13:36.641640
129,1.74,DivinationCard,The Lunaris Priestess,2020-04-18 22:13:36.641640
130,2.0,DivinationCard,Doedre's Madness,2020-04-18 22:13:36.641640
131,24.0,DivinationCard,Three Voices,2020-04-18 22:13:36.641640
132,1.0,DivinationCard,The Twilight Moon,2020-04-18 22:13:36.641640
133,4.0,DivinationCard,Boon of Justice,2020-04-18 22:13:36.641640
134,1.0,DivinationCard,The Fox,2020-04-18 22:13:36.641640
135,16.0,DivinationCard,The Gambler,2020-04-18 22:13:36.641640
136,2.0,DivinationCard,The Realm,2020-04-18 22:13:36.641640
137,1.0,DivinationCard,Jack in the Box,2020-04-18 22:13:36.641640
138,3.0,DivinationCard,The Void,2020-04-18 22:13:36.641640
139,1.2,DivinationCard,Struck by Lightning,2020-04-18 22:13:36.641640
140,48.0,Fragment,Fragment of Eradication,2020-04-18 22:13:36.641640
141,2.0,Fragment,Sacrifice at Midnight,2020-04-18 22:13:36.641640
142,19.0080198,Fragment,Timeless Karui Splinter,2020-04-18 22:13:36.641640
143,3.0,Scarab,Polished Perandus Scarab,2020-04-18 22:13:36.641640
144,1.9677726829268292,Fragment,Sacrifice at Noon,2020-04-18 22:13:36.641640
145,6.5,Currency,Splinter of Chayula,2020-04-18 22:13:36.641640
146,3.8525364705882357,Currency,Splinter of Esh,2020-04-18 22:13:36.641640
147,5.932371134020618,Fragment,Timeless Maraketh Splinter,2020-04-18 22:13:36.641640
148,3.3000000000000003,Scarab,Rusted Reliquary Scarab,2020-04-18 22:13:36.641640
