,value,type,type_line,datetime
0,0.0,,Alteration Shard,2020-04-18 17:13:23.587539
1,2.8550380294117645,Currency,Armourer's Scrap,2020-04-18 17:13:23.587539
2,1.6900554,Currency,Intrinsic Catalyst,2020-04-18 17:13:23.587539
3,10.926916,Currency,Blacksmith's Whetstone,2020-04-18 17:13:23.587539
4,2.0,Essence,Shrieking Essence of Dread,2020-04-18 17:13:23.587539
5,1.0,Essence,Weeping Essence of Sorrow,2020-04-18 17:13:23.587539
6,16.0,Currency,Awakened Sextant,2020-04-18 17:13:23.587539
7,2.0893664516129036,Currency,Glassblower's Bauble,2020-04-18 17:13:23.587539
8,1.4912197752808989,Currency,Orb of Binding,2020-04-18 17:13:23.587539
9,21.987830526315793,Currency,Orb of Regret,2020-04-18 17:13:23.587539
10,2.33338,Currency,Abrasive Catalyst,2020-04-18 17:13:23.587539
11,19.33640102409639,Currency,Jeweller's Orb,2020-04-18 17:13:23.587539
12,7.516817000000001,Currency,Orb of Augmentation,2020-04-18 17:13:23.587539
13,7.727829999999999,Currency,Perandus Coin,2020-04-18 17:13:23.587539
14,0.6751032989690722,Currency,Engineer's Orb,2020-04-18 17:13:23.587539
15,0.0,,Chaos Shard,2020-04-18 17:13:23.587539
16,5.996421619047619,Currency,Silver Coin,2020-04-18 17:13:23.587539
17,1.33332,Currency,Turbulent Catalyst,2020-04-18 17:13:23.587539
18,5.88,Essence,Remnant of Corruption,2020-04-18 17:13:23.587539
19,1.0,Oil,Azure Oil,2020-04-18 17:13:23.587539
20,0.0,,Ancient Shard,2020-04-18 17:13:23.587539
21,10.19568151724138,Currency,Orb of Chance,2020-04-18 17:13:23.587539
22,0.0,,Transmutation Shard,2020-04-18 17:13:23.587539
23,31.777746000000008,Currency,Orb of Fusing,2020-04-18 17:13:23.587539
24,1.55554,Currency,Regal Orb,2020-04-18 17:13:23.587539
25,0.0,,Regal Shard,2020-04-18 17:13:23.587539
26,0.0,,Orb of Transmutation,2020-04-18 17:13:23.587539
27,0.0,,Binding Shard,2020-04-18 17:13:23.587539
28,1.48939,Currency,Orb of Horizons,2020-04-18 17:13:23.587539
29,2.0,DeliriumOrb,Decadent Delirium Orb,2020-04-18 17:13:23.587539
30,3.45458,Currency,Simple Sextant,2020-04-18 17:13:23.587539
31,0.93803661971831,Currency,Blessed Orb,2020-04-18 17:13:23.587539
32,0.0,,Portal Scroll,2020-04-18 17:13:23.587539
33,3.9013356976744187,Fragment,Simulacrum Splinter,2020-04-18 17:13:23.587539
34,3.0,Currency,Tempering Catalyst,2020-04-18 17:13:23.587539
35,0.0,,Scroll of Wisdom,2020-04-18 17:13:23.587539
36,2.0000400000000003,Currency,Splinter of Tul,2020-04-18 17:13:23.587539
