,value,type,type_line,datetime
0,6.875000000000001,Currency,Armourer's Scrap,2020-04-18 23:30:34.274819
1,13.51187412903226,Currency,Blacksmith's Whetstone,2020-04-18 23:30:34.274819
2,0.0,,Alteration Shard,2020-04-18 23:30:34.274819
3,10.132330576923078,Currency,Orb of Regret,2020-04-18 23:30:34.274819
4,3.0,DeliriumOrb,Amorphous Delirium Orb,2020-04-18 23:30:34.274819
5,1.4975336734693876,Currency,Orb of Binding,2020-04-18 23:30:34.274819
6,0.0,,Alchemy Shard,2020-04-18 23:30:34.274819
7,7.0,Currency,Exalted Shard,2020-04-18 23:30:34.274819
8,2.0,Currency,Harbinger's Orb,2020-04-18 23:30:34.274819
9,2.33338,Currency,Abrasive Catalyst,2020-04-18 23:30:34.274819
10,4.449555,Currency,Jeweller's Orb,2020-04-18 23:30:34.274819
11,0.0,Currency,Glassblower's Bauble,2020-04-18 23:30:34.274819
12,8.695194471910114,Currency,Perandus Coin,2020-04-18 23:30:34.274819
13,0.6000000000000001,Currency,Engineer's Orb,2020-04-18 23:30:34.274819
14,0.0,,Horizon Shard,2020-04-18 23:30:34.274819
15,0.0,,Chaos Shard,2020-04-18 23:30:34.274819
16,15.0,DeliriumOrb,Fine Delirium Orb,2020-04-18 23:30:34.274819
17,0.0,,Transmutation Shard,2020-04-18 23:30:34.274819
18,5.439324,Currency,Silver Coin,2020-04-18 23:30:34.274819
19,2.66664,Currency,Turbulent Catalyst,2020-04-18 23:30:34.274819
20,0.0,,Scroll Fragment,2020-04-18 23:30:34.274819
21,6.0,Essence,Remnant of Corruption,2020-04-18 23:30:34.274819
22,0.0,,Medium Cluster Jewel,2020-04-18 23:30:34.274819
23,1.0,Oil,Azure Oil,2020-04-18 23:30:34.274819
24,2.0,DeliriumOrb,Portentous Delirium Orb,2020-04-18 23:30:34.274819
25,0.0,,Ancient Shard,2020-04-18 23:30:34.274819
26,11.977658000000002,Currency,Orb of Chance,2020-04-18 23:30:34.274819
27,33.27103111111111,Currency,Orb of Fusing,2020-04-18 23:30:34.274819
28,0.0,,Regal Shard,2020-04-18 23:30:34.274819
29,0.0,,Orb of Transmutation,2020-04-18 23:30:34.274819
30,0.0,,Binding Shard,2020-04-18 23:30:34.274819
31,4.904207,Currency,Orb of Alteration,2020-04-18 23:30:34.274819
32,1.69232,Currency,Orb of Horizons,2020-04-18 23:30:34.274819
33,1.5,Oil,Sepia Oil,2020-04-18 23:30:34.274819
34,2.0,DeliriumOrb,Decadent Delirium Orb,2020-04-18 23:30:34.274819
35,2.0,Oil,Clear Oil,2020-04-18 23:30:34.274819
36,4.200042,Currency,Simple Sextant,2020-04-18 23:30:34.274819
37,0.90816,Currency,Blessed Orb,2020-04-18 23:30:34.274819
38,0.0,,Portal Scroll,2020-04-18 23:30:34.274819
39,38.759600000000006,Fragment,Simulacrum Splinter,2020-04-18 23:30:34.274819
40,3.0,Currency,Tempering Catalyst,2020-04-18 23:30:34.274819
41,0.0,,Scroll of Wisdom,2020-04-18 23:30:34.274819
42,1.88458,Currency,Orb of Scouring,2020-04-18 23:30:34.274819
43,8.171592,Currency,Orb of Alchemy,2020-04-18 23:30:34.274819
44,2.1723848275862068,Currency,Intrinsic Catalyst,2020-04-18 23:30:34.274819
45,0.7313608421052632,Currency,Orb of Augmentation,2020-04-18 23:30:34.274819
