,value,type,type_line,price,shoplink_template,stack_size,datetime
0,1.079453448275862,Currency,Cartographer's Chisel,0.2158906896551724,"[linkItem location=""Stash1"" league=""Delirium"" x=""22"" y=""0""] ~b/o {final_price} {fx_id}",5,2020-04-23 13:01:32.814115
1,21.143213999999997,Currency,Armourer's Scrap,0.1566164,"[linkItem location=""Stash1"" league=""Delirium"" x=""3"" y=""0""] ~b/o {final_price} {fx_id}",135,2020-04-23 13:01:32.814115
2,0.7997391304347826,Currency,Imbued Catalyst,0.09996739130434783,"[linkItem location=""Stash1"" league=""Delirium"" x=""43"" y=""0""] ~b/o {final_price} {fx_id}",8,2020-04-23 13:01:32.814115
3,5.33328,Currency,Blacksmith's Whetstone,0.11111,"[linkItem location=""Stash1"" league=""Delirium"" x=""0"" y=""0""] ~b/o {final_price} {fx_id}",48,2020-04-23 13:01:32.814115
4,9.33338,Currency,Gemcutter's Prism,0.66667,"[linkItem location=""Stash1"" league=""Delirium"" x=""16"" y=""0""] ~b/o {final_price} {fx_id}",14,2020-04-23 13:01:32.814115
5,2.28576,Currency,Orb of Binding,0.14286,"[linkItem location=""Stash1"" league=""Delirium"" x=""59"" y=""0""] ~b/o {final_price} {fx_id}",16,2020-04-23 13:01:32.814115
6,30.0,DeliriumOrb,Fine Delirium Orb,15.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""44"" y=""0""] ~b/o {final_price} {fx_id}",2,2020-04-23 13:01:32.814115
7,15.0,Currency,Divine Orb,15.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""20"" y=""0""] ~b/o {final_price} {fx_id}",1,2020-04-23 13:01:32.814115
8,16.0,Currency,Exalted Shard,8.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""51"" y=""0""] ~b/o {final_price} {fx_id}",2,2020-04-23 13:01:32.814115
9,0.0,,Scroll Fragment,,"[linkItem location=""Stash1"" league=""Delirium"" x=""23"" y=""0""] ~b/o {final_price} {fx_id}",2,2020-04-23 13:01:32.814115
10,0.0,,Horizon Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""56"" y=""0""] ~b/o {final_price} {fx_id}",7,2020-04-23 13:01:32.814115
11,0.0,,Alchemy Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""26"" y=""0""] ~b/o {final_price} {fx_id}",12,2020-04-23 13:01:32.814115
12,2.0,Currency,Harbinger's Orb,2.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""57"" y=""0""] ~b/o {final_price} {fx_id}",1,2020-04-23 13:01:32.814115
13,2.8924698305084746,Currency,Abrasive Catalyst,0.15223525423728815,"[linkItem location=""Stash1"" league=""Delirium"" x=""34"" y=""0""] ~b/o {final_price} {fx_id}",19,2020-04-23 13:01:32.814115
14,7.610712558139535,Currency,Jeweller's Orb,0.04530186046511628,"[linkItem location=""Stash1"" league=""Delirium"" x=""19"" y=""0""] ~b/o {final_price} {fx_id}",168,2020-04-23 13:01:32.814115
15,2.1425544827586207,Currency,Glassblower's Bauble,0.2678193103448276,"[linkItem location=""Stash1"" league=""Delirium"" x=""15"" y=""0""] ~b/o {final_price} {fx_id}",8,2020-04-23 13:01:32.814115
16,0.0,,Medium Cluster Jewel of the Whelpling,,"[linkItem location=""Stash1"" league=""Delirium"" x=""28"" y=""0""] ~b/o {final_price} {fx_id}",1,2020-04-23 13:01:32.814115
17,1.0,Currency,Engineer's Orb,0.125,"[linkItem location=""Stash1"" league=""Delirium"" x=""60"" y=""0""] ~b/o {final_price} {fx_id}",8,2020-04-23 13:01:32.814115
18,8.611180000000001,Currency,Orb of Regret,0.27778,"[linkItem location=""Stash1"" league=""Delirium"" x=""7"" y=""0""] ~b/o {final_price} {fx_id}",31,2020-04-23 13:01:32.814115
