,chaos_value,type,type_line,price,shoplink_template,stack_size,datetime
0,18.875,Currency,Armourer's Scrap,0.125,"[linkItem location=""Stash1"" league=""Delirium"" x=""3"" y=""0""] ~b/o {final_price} {fx_id}",151,2020-04-24 17:18:25.024388
1,0.9,Currency,Imbued Catalyst,0.1,"[linkItem location=""Stash1"" league=""Delirium"" x=""43"" y=""0""] ~b/o {final_price} {fx_id}",9,2020-04-24 17:18:25.024388
2,6.22216,Currency,Blacksmith's Whetstone,0.11111,"[linkItem location=""Stash1"" league=""Delirium"" x=""0"" y=""0""] ~b/o {final_price} {fx_id}",56,2020-04-24 17:18:25.024388
3,10.734068421052633,Currency,Gemcutter's Prism,0.6314157894736843,"[linkItem location=""Stash1"" league=""Delirium"" x=""16"" y=""0""] ~b/o {final_price} {fx_id}",17,2020-04-24 17:18:25.024388
4,3.0000599999999995,Currency,Orb of Binding,0.14286,"[linkItem location=""Stash1"" league=""Delirium"" x=""59"" y=""0""] ~b/o {final_price} {fx_id}",21,2020-04-24 17:18:25.024388
5,32.0,DeliriumOrb,Fine Delirium Orb,16.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""44"" y=""0""] ~b/o {final_price} {fx_id}",2,2020-04-24 17:18:25.024388
6,15.0,Currency,Divine Orb,15.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""20"" y=""0""] ~b/o {final_price} {fx_id}",1,2020-04-24 17:18:25.024388
7,16.0,Currency,Exalted Shard,8.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""51"" y=""0""] ~b/o {final_price} {fx_id}",2,2020-04-24 17:18:25.024388
8,0.0,,Alchemy Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""26"" y=""0""] ~b/o {final_price} {fx_id}",9,2020-04-24 17:18:25.024388
9,0.0,,Scroll Fragment,,"[linkItem location=""Stash1"" league=""Delirium"" x=""23"" y=""0""] ~b/o {final_price} {fx_id}",2,2020-04-24 17:18:25.024388
10,2.0,Currency,Harbinger's Orb,2.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""57"" y=""0""] ~b/o {final_price} {fx_id}",1,2020-04-24 17:18:25.024388
11,3.85722,Currency,Abrasive Catalyst,0.14286,"[linkItem location=""Stash1"" league=""Delirium"" x=""34"" y=""0""] ~b/o {final_price} {fx_id}",27,2020-04-24 17:18:25.024388
12,8.436313894736841,Currency,Jeweller's Orb,0.04535652631578947,"[linkItem location=""Stash1"" league=""Delirium"" x=""19"" y=""0""] ~b/o {final_price} {fx_id}",186,2020-04-24 17:18:25.024388
13,2.43921,Currency,Glassblower's Bauble,0.22174636363636363,"[linkItem location=""Stash1"" league=""Delirium"" x=""15"" y=""0""] ~b/o {final_price} {fx_id}",11,2020-04-24 17:18:25.024388
14,0.99999,Currency,Engineer's Orb,0.11111,"[linkItem location=""Stash1"" league=""Delirium"" x=""60"" y=""0""] ~b/o {final_price} {fx_id}",9,2020-04-24 17:18:25.024388
15,15.42834,Currency,Orb of Regret,0.28571,"[linkItem location=""Stash1"" league=""Delirium"" x=""7"" y=""0""] ~b/o {final_price} {fx_id}",54,2020-04-24 17:18:25.024388
16,6.26845126984127,Currency,Regal Orb,0.21615349206349208,"[linkItem location=""Stash1"" league=""Delirium"" x=""12"" y=""0""] ~b/o {final_price} {fx_id}",29,2020-04-24 17:18:25.024388
17,5.933629999999999,Currency,Silver Coin,0.06667,"[linkItem location=""Stash1"" league=""Delirium"" x=""35"" y=""0""] ~b/o {final_price} {fx_id}",89,2020-04-24 17:18:25.024388
18,6.346632,Currency,Turbulent Catalyst,0.3173316,"[linkItem location=""Stash1"" league=""Delirium"" x=""41"" y=""0""] ~b/o {final_price} {fx_id}",20,2020-04-24 17:18:25.024388
19,5.418446,Currency,Perandus Coin,0.0083105,"[linkItem location=""Stash1"" league=""Delirium"" x=""39"" y=""0""] ~b/o {final_price} {fx_id}",652,2020-04-24 17:18:25.024388
20,10.0,Currency,Orb of Annulment,5.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""54"" y=""0""] ~b/o {final_price} {fx_id}",2,2020-04-24 17:18:25.024388
21,1.0,Oil,Amber Oil,0.5,"[linkItem location=""Stash1"" league=""Delirium"" x=""40"" y=""0""] ~b/o {final_price} {fx_id}",2,2020-04-24 17:18:25.024388
22,0.0,,Harbinger's Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""64"" y=""0""] ~b/o {final_price} {fx_id}",4,2020-04-24 17:18:25.024388
23,54.0,Currency,Stacked Deck,2.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""45"" y=""0""] ~b/o {final_price} {fx_id}",27,2020-04-24 17:18:25.024388
24,3.5,Essence,Remnant of Corruption,0.5,"[linkItem location=""Stash1"" league=""Delirium"" x=""33"" y=""0""] ~b/o {final_price} {fx_id}",7,2020-04-24 17:18:25.024388
