,value,type,type_line,price,datetime
0,7.2647775,Currency,Armourer's Scrap,0.11007238636363637,2020-04-19 18:55:25.971571
1,0.2763834375,Currency,Imbued Catalyst,0.0921278125,2020-04-19 18:55:25.971571
2,1.99998,Currency,Blacksmith's Whetstone,0.11111,2020-04-19 18:55:25.971571
3,1.5948799999999999,Currency,Orb of Binding,0.11392,2020-04-19 18:55:25.971571
4,0.0,,Exalted Shard,,2020-04-19 18:55:25.971571
5,1.0,Currency,Harbinger's Orb,1.0,2020-04-19 18:55:25.971571
6,0.0,,Medium Cluster Jewel,,2020-04-19 18:55:25.971571
7,2.0000400000000003,Currency,Abrasive Catalyst,0.16667,2020-04-19 18:55:25.971571
8,5.91052,Currency,Jeweller's Orb,0.04444,2020-04-19 18:55:25.971571
9,0.9572691489361702,Currency,Glassblower's Bauble,0.19145382978723405,2020-04-19 18:55:25.971571
10,0.7531592405063292,Currency,Engineer's Orb,0.10759417721518988,2020-04-19 18:55:25.971571
11,0.86956,Currency,Cartographer's Chisel,0.21739,2020-04-19 18:55:25.971571
12,0.0,,Horizon Shard,,2020-04-19 18:55:25.971571
13,0.0,,Chaos Shard,,2020-04-19 18:55:25.971571
14,2.277753488372093,Currency,Orb of Regret,0.28471918604651164,2020-04-19 18:55:25.971571
15,0.43859128205128206,Currency,Regal Orb,0.21929564102564103,2020-04-19 18:55:25.971571
16,0.6316183582089552,Currency,Splinter of Xoph,0.09023119402985075,2020-04-19 18:55:25.971571
17,4.729178947368421,Currency,Silver Coin,0.053136842105263156,2020-04-19 18:55:25.971571
18,2.4,Currency,Turbulent Catalyst,0.3,2020-04-19 18:55:25.971571
19,0.38243333333333335,Currency,Perandus Coin,0.007804761904761905,2020-04-19 18:55:25.971571
20,0.0,,Scroll Fragment,,2020-04-19 18:55:25.971571
21,2.491270361445783,Currency,Gemcutter's Prism,0.6228175903614458,2020-04-19 18:55:25.971571
22,2.0,Oil,Amber Oil,1.0,2020-04-19 18:55:25.971571
23,0.0,,Stacked Deck,,2020-04-19 18:55:25.971571
24,5.58,Essence,Remnant of Corruption,0.93,2020-04-19 18:55:25.971571
25,2.0,DeliriumOrb,Portentous Delirium Orb,2.0,2020-04-19 18:55:25.971571
26,0.0,,Ancient Shard,,2020-04-19 18:55:25.971571
27,11.34751,Currency,Orb of Chance,0.11017,2020-04-19 18:55:25.971571
28,34.354769999999995,Currency,Orb of Fusing,0.16129,2020-04-19 18:55:25.971571
29,0.0,,Regal Shard,,2020-04-19 18:55:25.971571
30,0.0,,Orb of Transmutation,,2020-04-19 18:55:25.971571
31,0.0,,Binding Shard,,2020-04-19 18:55:25.971571
32,9.77768,Currency,Orb of Alteration,0.22222,2020-04-19 18:55:25.971571
33,2.31583,Currency,Orb of Horizons,0.21053,2020-04-19 18:55:25.971571
34,0.0,Oil,Sepia Oil,0.0,2020-04-19 18:55:25.971571
35,2.0,DeliriumOrb,Decadent Delirium Orb,2.0,2020-04-19 18:55:25.971571
36,6.02,Oil,Clear Oil,0.86,2020-04-19 18:55:25.971571
37,4.1441653333333335,Currency,Simple Sextant,0.17267355555555555,2020-04-19 18:55:25.971571
38,0.79808,Currency,Blessed Orb,0.02752,2020-04-19 18:55:25.971571
39,0.0,,Portal Scroll,,2020-04-19 18:55:25.971571
40,74.58880494382022,Fragment,Simulacrum Splinter,0.4336558426966292,2020-04-19 18:55:25.971571
41,0.0,,Alteration Shard,,2020-04-19 18:55:25.971571
42,3.0,Currency,Tempering Catalyst,1.0,2020-04-19 18:55:25.971571
43,0.0,,Scroll of Wisdom,,2020-04-19 18:55:25.971571
44,2.064985,Currency,Orb of Scouring,0.412997,2020-04-19 18:55:25.971571
45,5.7143999999999995,Currency,Orb of Alchemy,0.14286,2020-04-19 18:55:25.971571
46,2.0346928,Currency,Intrinsic Catalyst,0.1453352,2020-04-19 18:55:25.971571
47,3.398496907216495,Currency,Orb of Augmentation,0.16992484536082475,2020-04-19 18:55:25.971571
48,0.0,,Transmutation Shard,,2020-04-19 18:55:25.971571
49,3.79434,Currency,Vaal Orb,0.63239,2020-04-19 18:55:25.971571
50,10.00005,Currency,Prime Sextant,0.66667,2020-04-19 18:55:25.971571
51,0.0,,Chaos Orb,,2020-04-19 18:55:25.971571
52,5.745131052631579,Currency,Awakened Sextant,1.9150436842105263,2020-04-19 18:55:25.971571
53,1.3606135714285714,Currency,Chromatic Orb,0.12369214285714286,2020-04-19 18:55:25.971571
54,0.0,,Alchemy Shard,,2020-04-19 18:55:25.971571
55,1.0,DivinationCard,The Hermit,1.0,2020-04-19 18:55:25.971571
56,6.0,DivinationCard,Imperial Legacy,1.0,2020-04-19 18:55:25.971571
57,2.0,DivinationCard,Prosperity,1.0,2020-04-19 18:55:25.971571
58,21.12,DivinationCard,The Catalyst,1.76,2020-04-19 18:55:25.971571
59,1.0,DivinationCard,The Blazing Fire,1.0,2020-04-19 18:55:25.971571
60,4.0,DivinationCard,The Flora's Gift,1.0,2020-04-19 18:55:25.971571
61,1.0,DivinationCard,Thirst for Knowledge,1.0,2020-04-19 18:55:25.971571
62,8.0,DivinationCard,The Gemcutter,2.0,2020-04-19 18:55:25.971571
63,18.0,DivinationCard,Her Mask,1.0,2020-04-19 18:55:25.971571
64,1.0,DivinationCard,The Jeweller's Boon,1.0,2020-04-19 18:55:25.971571
65,1.0,DivinationCard,Scholar of the Seas,1.0,2020-04-19 18:55:25.971571
66,7.32,DivinationCard,The Tinkerer's Table,2.44,2020-04-19 18:55:25.971571
67,9.0,DivinationCard,The Dapper Prodigy,3.0,2020-04-19 18:55:25.971571
68,2.0,DivinationCard,The Lover,1.0,2020-04-19 18:55:25.971571
69,4.0,DivinationCard,The Endurance,1.0,2020-04-19 18:55:25.971571
70,6.0,DivinationCard,The King's Blade,1.0,2020-04-19 18:55:25.971571
71,1.0,DivinationCard,The Gentleman,1.0,2020-04-19 18:55:25.971571
72,2.0,DivinationCard,The Warden,1.0,2020-04-19 18:55:25.971571
73,1.0,DivinationCard,Boundless Realms,1.0,2020-04-19 18:55:25.971571
74,1.5,DivinationCard,Lantador's Lost Love,0.5,2020-04-19 18:55:25.971571
