,value,type,type_line,datetime
0,0.0,,Alteration Shard,2020-04-18 16:50:07.579279
1,3.0322794117647063,Currency,Armourer's Scrap,2020-04-18 16:50:07.579279
2,1.73679,Currency,Intrinsic Catalyst,2020-04-18 16:50:07.579279
3,10.409909714285716,Currency,Blacksmith's Whetstone,2020-04-18 16:50:07.579279
4,2.0,Essence,Shrieking Essence of Dread,2020-04-18 16:50:07.579279
5,1.0,Essence,Weeping Essence of Sorrow,2020-04-18 16:50:07.579279
6,15.595951515151516,Currency,Awakened Sextant,2020-04-18 16:50:07.579279
7,2.0568939130434782,Currency,Glassblower's Bauble,2020-04-18 16:50:07.579279
8,1.33332,Currency,Orb of Binding,2020-04-18 16:50:07.579279
9,21.685389,Currency,Orb of Regret,2020-04-18 16:50:07.579279
10,2.33338,Currency,Abrasive Catalyst,2020-04-18 16:50:07.579279
11,19.148085,Currency,Jeweller's Orb,2020-04-18 16:50:07.579279
12,18.517037000000002,Currency,Orb of Augmentation,2020-04-18 16:50:07.579279
13,7.809699056603774,Currency,Perandus Coin,2020-04-18 16:50:07.579279
14,0.66666,Currency,Engineer's Orb,2020-04-18 16:50:07.579279
15,0.0,,Chaos Shard,2020-04-18 16:50:07.579279
16,6.457897355555556,Currency,Silver Coin,2020-04-18 16:50:07.579279
17,1.33332,Currency,Turbulent Catalyst,2020-04-18 16:50:07.579279
18,5.82,Essence,Remnant of Corruption,2020-04-18 16:50:07.579279
19,1.0,Oil,Azure Oil,2020-04-18 16:50:07.579279
20,0.0,,Ancient Shard,2020-04-18 16:50:07.579279
21,10.179708000000002,Currency,Orb of Chance,2020-04-18 16:50:07.579279
22,0.0,,Transmutation Shard,2020-04-18 16:50:07.579279
23,32.155294888888896,Currency,Orb of Fusing,2020-04-18 16:50:07.579279
24,3.6820188235294116,Currency,Regal Orb,2020-04-18 16:50:07.579279
25,0.0,,Regal Shard,2020-04-18 16:50:07.579279
26,0.0,,Orb of Transmutation,2020-04-18 16:50:07.579279
27,0.0,,Binding Shard,2020-04-18 16:50:07.579279
28,2.261095,Currency,Orb of Horizons,2020-04-18 16:50:07.579279
29,2.0,DeliriumOrb,Decadent Delirium Orb,2020-04-18 16:50:07.579279
30,3.2221948,Currency,Simple Sextant,2020-04-18 16:50:07.579279
31,0.9125358,Currency,Blessed Orb,2020-04-18 16:50:07.579279
32,0.0,,Portal Scroll,2020-04-18 16:50:07.579279
33,3.0,Currency,Tempering Catalyst,2020-04-18 16:50:07.579279
34,0.0,,Scroll of Wisdom,2020-04-18 16:50:07.579279
35,1.9114787096774193,Currency,Splinter of Tul,2020-04-18 16:50:07.579279
36,0.0,,Exalted Orb,2020-04-18 16:50:07.579279
37,1.0,Essence,Screaming Essence of Anger,2020-04-18 16:50:07.579279
38,0.0,,Medium Cluster Jewel,2020-04-18 16:50:07.579279
39,8.64084608955224,Currency,Orb of Alchemy,2020-04-18 16:50:07.579279
40,1.0,Essence,Wailing Essence of Spite,2020-04-18 16:50:07.579279
41,8.066586000000001,Currency,Chromatic Orb,2020-04-18 16:50:07.579279
42,1.9306953658536585,Currency,Vaal Orb,2020-04-18 16:50:07.579279
43,7.3333699999999995,Currency,Prime Sextant,2020-04-18 16:50:07.579279
44,5.1574226086956525,Currency,Gemcutter's Prism,2020-04-18 16:50:07.579279
45,121.74915255555557,Fragment,Simulacrum Splinter,2020-04-18 16:50:07.579279
46,0.0,,Chaos Orb,2020-04-18 16:50:07.579279
47,0.0,,Horizon Shard,2020-04-18 16:50:07.579279
48,3.0,DeliriumOrb,Armoursmith's Delirium Orb,2020-04-18 16:50:07.579279
49,6.217354,Currency,Cartographer's Chisel,2020-04-18 16:50:07.579279
50,0.0,,Alchemy Shard,2020-04-18 16:50:07.579279
51,46.041324521739135,Currency,Orb of Scouring,2020-04-18 16:50:07.579279
52,1.0,DivinationCard,The Hermit,2020-04-18 16:50:07.579279
53,6.0,DivinationCard,Imperial Legacy,2020-04-18 16:50:07.579279
54,2.0,DivinationCard,Prosperity,2020-04-18 16:50:07.579279
55,15.600000000000001,DivinationCard,The Catalyst,2020-04-18 16:50:07.579279
56,1.0,DivinationCard,The Blazing Fire,2020-04-18 16:50:07.579279
57,21.0,DivinationCard,Arrogance of the Vaal,2020-04-18 16:50:07.579279
58,4.0,DivinationCard,The Flora's Gift,2020-04-18 16:50:07.579279
59,1.0,DivinationCard,Thirst for Knowledge,2020-04-18 16:50:07.579279
60,9.0,DivinationCard,The Gemcutter,2020-04-18 16:50:07.579279
61,18.0,DivinationCard,Her Mask,2020-04-18 16:50:07.579279
62,1.0,DivinationCard,The Jeweller's Boon,2020-04-18 16:50:07.579279
63,1.0,DivinationCard,Scholar of the Seas,2020-04-18 16:50:07.579279
64,5.85,DivinationCard,The Tinkerer's Table,2020-04-18 16:50:07.579279
65,9.0,DivinationCard,The Dapper Prodigy,2020-04-18 16:50:07.579279
66,2.0,DivinationCard,The Lover,2020-04-18 16:50:07.579279
67,1.0,DivinationCard,Hunter's Resolve,2020-04-18 16:50:07.579279
68,4.0,DivinationCard,The Endurance,2020-04-18 16:50:07.579279
69,6.0,DivinationCard,The King's Blade,2020-04-18 16:50:07.579279
70,1.0,DivinationCard,The Gentleman,2020-04-18 16:50:07.579279
71,2.0,DivinationCard,The Warden,2020-04-18 16:50:07.579279
72,2.0,DivinationCard,Emperor of Purity,2020-04-18 16:50:07.579279
73,1.0,DivinationCard,Boundless Realms,2020-04-18 16:50:07.579279
74,3.0,DivinationCard,Lantador's Lost Love,2020-04-18 16:50:07.579279
75,2.0,DivinationCard,Mitts,2020-04-18 16:50:07.579279
76,3.0,DivinationCard,Divine Justice,2020-04-18 16:50:07.579279
77,1.0,DivinationCard,Grave Knowledge,2020-04-18 16:50:07.579279
78,1.0,DivinationCard,Deathly Designs,2020-04-18 16:50:07.579279
79,2.0,DivinationCard,The Dreamer,2020-04-18 16:50:07.579279
80,24.200000000000003,DivinationCard,Rain of Chaos,2020-04-18 16:50:07.579279
81,1.0,DivinationCard,Gift of the Gemling Queen,2020-04-18 16:50:07.579279
