,value,type,type_line,price,datetime
0,7.33326,Currency,Armourer's Scrap,0.11111,2020-04-19 17:06:17.225928
1,0.30000000000000004,Currency,Imbued Catalyst,0.1,2020-04-19 17:06:17.225928
2,1.9256194285714285,Currency,Blacksmith's Whetstone,0.10697885714285714,2020-04-19 17:06:17.225928
3,1.5948799999999999,Currency,Orb of Binding,0.11392,2020-04-19 17:06:17.225928
4,0.0,,Exalted Shard,,2020-04-19 17:06:17.225928
5,2.0,Currency,Harbinger's Orb,2.0,2020-04-19 17:06:17.225928
6,0.0,,Medium Cluster Jewel,,2020-04-19 17:06:17.225928
7,1.8129614285714286,Currency,Abrasive Catalyst,0.15108011904761906,2020-04-19 17:06:17.225928
8,5.91052,Currency,Jeweller's Orb,0.04444,2020-04-19 17:06:17.225928
9,0.8696166666666667,Currency,Glassblower's Bauble,0.17392333333333335,2020-04-19 17:06:17.225928
10,0.8423200000000001,Currency,Engineer's Orb,0.12033142857142858,2020-04-19 17:06:17.225928
11,0.86956,Currency,Cartographer's Chisel,0.21739,2020-04-19 17:06:17.225928
12,0.0,,Horizon Shard,,2020-04-19 17:06:17.225928
13,0.0,,Chaos Shard,,2020-04-19 17:06:17.225928
14,2.28568,Currency,Orb of Regret,0.28571,2020-04-19 17:06:17.225928
15,0.44444,Currency,Regal Orb,0.22222,2020-04-19 17:06:17.225928
16,0.63637,Currency,Splinter of Xoph,0.09091,2020-04-19 17:06:17.225928
17,5.131368227848101,Currency,Silver Coin,0.05765582278481013,2020-04-19 17:06:17.225928
18,2.608464,Currency,Turbulent Catalyst,0.326058,2020-04-19 17:06:17.225928
19,0.40817000000000003,Currency,Perandus Coin,0.00833,2020-04-19 17:06:17.225928
20,0.0,,Scroll Fragment,,2020-04-19 17:06:17.225928
21,2.46668,Currency,Gemcutter's Prism,0.61667,2020-04-19 17:06:17.225928
22,1.26,Oil,Amber Oil,0.63,2020-04-19 17:06:17.225928
23,0.0,,Stacked Deck,,2020-04-19 17:06:17.225928
24,5.82,Essence,Remnant of Corruption,0.97,2020-04-19 17:06:17.225928
25,2.0,DeliriumOrb,Portentous Delirium Orb,2.0,2020-04-19 17:06:17.225928
26,0.0,,Ancient Shard,,2020-04-19 17:06:17.225928
27,11.44433,Currency,Orb of Chance,0.11111,2020-04-19 17:06:17.225928
28,34.01965,Currency,Orb of Fusing,0.15971666666666667,2020-04-19 17:06:17.225928
29,0.0,,Regal Shard,,2020-04-19 17:06:17.225928
30,0.0,,Orb of Transmutation,,2020-04-19 17:06:17.225928
31,0.0,,Binding Shard,,2020-04-19 17:06:17.225928
32,9.735503768115942,Currency,Orb of Alteration,0.22126144927536232,2020-04-19 17:06:17.225928
33,2.32694,Currency,Orb of Horizons,0.21154,2020-04-19 17:06:17.225928
34,0.0,Oil,Sepia Oil,0.0,2020-04-19 17:06:17.225928
35,2.0,DeliriumOrb,Decadent Delirium Orb,2.0,2020-04-19 17:06:17.225928
36,3.5,Oil,Clear Oil,0.5,2020-04-19 17:06:17.225928
