,value,type,type_line,datetime
0,6.667605000000001,Currency,Armourer's Scrap,2020-04-18 22:39:13.234566
1,12.948549428571429,Currency,Blacksmith's Whetstone,2020-04-18 22:39:13.234566
2,1.51671,Currency,Orb of Binding,2020-04-18 22:39:13.234566
3,0.0,,Alchemy Shard,2020-04-18 22:39:13.234566
4,7.0,Currency,Exalted Shard,2020-04-18 22:39:13.234566
5,22.36212,Currency,Orb of Regret,2020-04-18 22:39:13.234566
6,2.33338,Currency,Abrasive Catalyst,2020-04-18 22:39:13.234566
7,3.5221040000000006,Currency,Jeweller's Orb,2020-04-18 22:39:13.234566
8,9.026427142857143,Currency,Perandus Coin,2020-04-18 22:39:13.234566
9,0.6000000000000001,Currency,Engineer's Orb,2020-04-18 22:39:13.234566
10,0.0,,Alteration Shard,2020-04-18 22:39:13.234566
11,0.0,,Chaos Shard,2020-04-18 22:39:13.234566
12,0.0,,Transmutation Shard,2020-04-18 22:39:13.234566
13,5.53991625,Currency,Silver Coin,2020-04-18 22:39:13.234566
14,2.66664,Currency,Turbulent Catalyst,2020-04-18 22:39:13.234566
15,0.0,,Scroll Fragment,2020-04-18 22:39:13.234566
16,6.0,Essence,Remnant of Corruption,2020-04-18 22:39:13.234566
17,1.0,Oil,Azure Oil,2020-04-18 22:39:13.234566
18,2.0,DeliriumOrb,Portentous Delirium Orb,2020-04-18 22:39:13.234566
19,0.0,,Ancient Shard,2020-04-18 22:39:13.234566
20,11.125279407407408,Currency,Orb of Chance,2020-04-18 22:39:13.234566
21,36.05869941666666,Currency,Orb of Fusing,2020-04-18 22:39:13.234566
22,1.99998,Currency,Regal Orb,2020-04-18 22:39:13.234566
23,0.0,,Regal Shard,2020-04-18 22:39:13.234566
24,0.0,,Orb of Transmutation,2020-04-18 22:39:13.234566
25,0.0,,Binding Shard,2020-04-18 22:39:13.234566
26,3.9949326,Currency,Orb of Alteration,2020-04-18 22:39:13.234566
27,1.55554,Currency,Orb of Horizons,2020-04-18 22:39:13.234566
28,1.5,Oil,Sepia Oil,2020-04-18 22:39:13.234566
29,2.0,DeliriumOrb,Decadent Delirium Orb,2020-04-18 22:39:13.234566
30,2.0,Oil,Clear Oil,2020-04-18 22:39:13.234566
31,4.152556896551724,Currency,Simple Sextant,2020-04-18 22:39:13.234566
32,0.9131730337078653,Currency,Blessed Orb,2020-04-18 22:39:13.234566
33,0.0,,Portal Scroll,2020-04-18 22:39:13.234566
34,33.123853612903225,Fragment,Simulacrum Splinter,2020-04-18 22:39:13.234566
35,3.0,Currency,Tempering Catalyst,2020-04-18 22:39:13.234566
36,0.0,,Scroll of Wisdom,2020-04-18 22:39:13.234566
37,1.1507509090909092,Currency,Orb of Scouring,2020-04-18 22:39:13.234566
38,8.692596,Currency,Orb of Alchemy,2020-04-18 22:39:13.234566
39,2.00004,Currency,Intrinsic Catalyst,2020-04-18 22:39:13.234566
40,5.85639,Currency,Vaal Orb,2020-04-18 22:39:13.234566
41,7.3333699999999995,Currency,Prime Sextant,2020-04-18 22:39:13.234566
42,1.74999,Currency,Gemcutter's Prism,2020-04-18 22:39:13.234566
43,0.0,,Chaos Orb,2020-04-18 22:39:13.234566
44,0.0,,Horizon Shard,2020-04-18 22:39:13.234566
45,5.715454,Currency,Chromatic Orb,2020-04-18 22:39:13.234566
46,6.296076500000001,Currency,Cartographer's Chisel,2020-04-18 22:39:13.234566
47,0.0,,Sapphire Ring,2020-04-18 22:39:13.234566
48,1.0,DivinationCard,The Hermit,2020-04-18 22:39:13.234566
49,6.0,DivinationCard,Imperial Legacy,2020-04-18 22:39:13.234566
50,1.2,DivinationCard,Prosperity,2020-04-18 22:39:13.234566
51,15.600000000000001,DivinationCard,The Catalyst,2020-04-18 22:39:13.234566
52,1.0,DivinationCard,The Blazing Fire,2020-04-18 22:39:13.234566
53,21.0,DivinationCard,Arrogance of the Vaal,2020-04-18 22:39:13.234566
54,2.92,DivinationCard,The Flora's Gift,2020-04-18 22:39:13.234566
55,1.0,DivinationCard,Thirst for Knowledge,2020-04-18 22:39:13.234566
56,12.0,DivinationCard,The Gemcutter,2020-04-18 22:39:13.234566
57,18.0,DivinationCard,Her Mask,2020-04-18 22:39:13.234566
58,1.0,DivinationCard,The Jeweller's Boon,2020-04-18 22:39:13.234566
59,1.0,DivinationCard,Scholar of the Seas,2020-04-18 22:39:13.234566
60,6.0,DivinationCard,The Tinkerer's Table,2020-04-18 22:39:13.234566
61,6.0,DivinationCard,The Dapper Prodigy,2020-04-18 22:39:13.234566
62,2.0,DivinationCard,The Lover,2020-04-18 22:39:13.234566
63,4.0,DivinationCard,The Endurance,2020-04-18 22:39:13.234566
64,6.0,DivinationCard,The King's Blade,2020-04-18 22:39:13.234566
65,1.0,DivinationCard,The Gentleman,2020-04-18 22:39:13.234566
66,1.78,DivinationCard,The Warden,2020-04-18 22:39:13.234566
67,2.0,DivinationCard,Emperor of Purity,2020-04-18 22:39:13.234566
68,1.0,DivinationCard,Boundless Realms,2020-04-18 22:39:13.234566
69,2.07,DivinationCard,Lantador's Lost Love,2020-04-18 22:39:13.234566
70,2.0,DivinationCard,Mitts,2020-04-18 22:39:13.234566
71,3.0,DivinationCard,Divine Justice,2020-04-18 22:39:13.234566
72,1.0,DivinationCard,Grave Knowledge,2020-04-18 22:39:13.234566
73,1.0,DivinationCard,Deathly Designs,2020-04-18 22:39:13.234566
74,2.0,DivinationCard,The Dreamer,2020-04-18 22:39:13.234566
75,24.200000000000003,DivinationCard,Rain of Chaos,2020-04-18 22:39:13.234566
76,1.0,DivinationCard,Gift of the Gemling Queen,2020-04-18 22:39:13.234566
77,1.0,DivinationCard,Harmony of Souls,2020-04-18 22:39:13.234566
78,9.0,DivinationCard,The Survivalist,2020-04-18 22:39:13.234566
79,1.0,DivinationCard,The Aesthete,2020-04-18 22:39:13.234566
80,1.0,DivinationCard,The Doppelganger,2020-04-18 22:39:13.234566
81,2.0,DivinationCard,The Seeker,2020-04-18 22:39:13.234566
82,3.0,DivinationCard,The Puzzle,2020-04-18 22:39:13.234566
83,1.0,DivinationCard,Last Hope,2020-04-18 22:39:13.234566
84,1.0,DivinationCard,Gemcutter's Promise,2020-04-18 22:39:13.234566
85,1.0,DivinationCard,The Garish Power,2020-04-18 22:39:13.234566
86,1.0,DivinationCard,The Lion,2020-04-18 22:39:13.234566
87,1.0,DivinationCard,The Union,2020-04-18 22:39:13.234566
88,2.0,DivinationCard,Hubris,2020-04-18 22:39:13.234566
89,2.0,DivinationCard,The Battle Born,2020-04-18 22:39:13.234566
90,2.0,DivinationCard,The Rite of Elements,2020-04-18 22:39:13.234566
91,4.0,DivinationCard,The Encroaching Darkness,2020-04-18 22:39:13.234566
92,1.0,DivinationCard,The Price of Protection,2020-04-18 22:39:13.234566
93,19.459999999999997,DivinationCard,Three Faces in the Dark,2020-04-18 22:39:13.234566
94,2.0,DivinationCard,The Chains that Bind,2020-04-18 22:39:13.234566
95,3.54,DivinationCard,The Wolf's Shadow,2020-04-18 22:39:13.234566
96,1.0,DivinationCard,The Obscured,2020-04-18 22:39:13.234566
97,23.1,DivinationCard,Emperor's Luck,2020-04-18 22:39:13.234566
98,1.0,DivinationCard,The Pact,2020-04-18 22:39:13.234566
99,2.0,DivinationCard,The Metalsmith's Gift,2020-04-18 22:39:13.234566
100,1.0,DivinationCard,A Mother's Parting Gift,2020-04-18 22:39:13.234566
101,3.0,DivinationCard,Destined to Crumble,2020-04-18 22:39:13.234566
102,2.0,DivinationCard,The Wrath,2020-04-18 22:39:13.234566
103,1.0,DivinationCard,Vinia's Token,2020-04-18 22:39:13.234566
104,1.0,DivinationCard,Sambodhi's Vow,2020-04-18 22:39:13.234566
105,1.0,DivinationCard,The Scarred Meadow,2020-04-18 22:39:13.234566
106,1.0,DivinationCard,Turn the Other Cheek,2020-04-18 22:39:13.234566
107,1.0,DivinationCard,The Stormcaller,2020-04-18 22:39:13.234566
108,1.0,DivinationCard,Thunderous Skies,2020-04-18 22:39:13.234566
109,2.0,DivinationCard,The Beast,2020-04-18 22:39:13.234566
110,1.0,DivinationCard,The Journey,2020-04-18 22:39:13.234566
111,30.0,DivinationCard,Loyalty,2020-04-18 22:39:13.234566
112,4.0,DivinationCard,The Professor,2020-04-18 22:39:13.234566
113,1.0,DivinationCard,Volatile Power,2020-04-18 22:39:13.234566
114,1.0,DivinationCard,The Master Artisan,2020-04-18 22:39:13.234566
115,2.0,DivinationCard,The Inventor,2020-04-18 22:39:13.234566
116,6.0,DivinationCard,The Opulent,2020-04-18 22:39:13.234566
