,value,type,type_line,price,shoplink_template,stack_size,datetime
0,14.074957142857143,Currency,Armourer's Scrap,0.12455714285714285,"[linkItem location=""Stash1"" league=""Delirium"" x=""3"" y=""0""] ~b/o {self.fractional_price} chaos",113,2020-04-21 10:22:17.415118
1,0.8,Currency,Imbued Catalyst,0.1,"[linkItem location=""Stash1"" league=""Delirium"" x=""43"" y=""0""] ~b/o {self.fractional_price} chaos",8,2020-04-21 10:22:17.415118
2,3.922144545454546,Currency,Blacksmith's Whetstone,0.11206127272727273,"[linkItem location=""Stash1"" league=""Delirium"" x=""0"" y=""0""] ~b/o {self.fractional_price} chaos",35,2020-04-21 10:22:17.415118
3,4.972710204081633,Currency,Gemcutter's Prism,0.6215887755102041,"[linkItem location=""Stash1"" league=""Delirium"" x=""16"" y=""0""] ~b/o {self.fractional_price} chaos",8,2020-04-21 10:22:17.415118
4,1.7087999999999999,Currency,Orb of Binding,0.11392,"[linkItem location=""Stash1"" league=""Delirium"" x=""59"" y=""0""] ~b/o {self.fractional_price} chaos",15,2020-04-21 10:22:17.415118
5,0.0,,Exalted Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""51"" y=""0""] ~b/o {self.fractional_price} chaos",1,2020-04-21 10:22:17.415118
6,0.0,,Scroll Fragment,,"[linkItem location=""Stash1"" league=""Delirium"" x=""23"" y=""0""] ~b/o {self.fractional_price} chaos",2,2020-04-21 10:22:17.415118
7,0.0,,Horizon Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""56"" y=""0""] ~b/o {self.fractional_price} chaos",7,2020-04-21 10:22:17.415118
8,2.0,Currency,Harbinger's Orb,2.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""57"" y=""0""] ~b/o {self.fractional_price} chaos",1,2020-04-21 10:22:17.415118
9,3.1667300000000003,Currency,Abrasive Catalyst,0.16667,"[linkItem location=""Stash1"" league=""Delirium"" x=""34"" y=""0""] ~b/o {self.fractional_price} chaos",19,2020-04-21 10:22:17.415118
10,7.302457435897435,Currency,Jeweller's Orb,0.044527179487179484,"[linkItem location=""Stash1"" league=""Delirium"" x=""19"" y=""0""] ~b/o {self.fractional_price} chaos",164,2020-04-21 10:22:17.415118
11,0.75,Currency,Glassblower's Bauble,0.25,"[linkItem location=""Stash1"" league=""Delirium"" x=""15"" y=""0""] ~b/o {self.fractional_price} chaos",3,2020-04-21 10:22:17.415118
12,0.7000000000000001,Currency,Engineer's Orb,0.1,"[linkItem location=""Stash1"" league=""Delirium"" x=""60"" y=""0""] ~b/o {self.fractional_price} chaos",7,2020-04-21 10:22:17.415118
13,2.2123999999999997,Currency,Cartographer's Chisel,0.22124,"[linkItem location=""Stash1"" league=""Delirium"" x=""22"" y=""0""] ~b/o {self.fractional_price} chaos",10,2020-04-21 10:22:17.415118
14,4.59576,Currency,Orb of Regret,0.25532,"[linkItem location=""Stash1"" league=""Delirium"" x=""7"" y=""0""] ~b/o {self.fractional_price} chaos",18,2020-04-21 10:22:17.415118
15,1.2347175757575757,Currency,Regal Orb,0.20578626262626262,"[linkItem location=""Stash1"" league=""Delirium"" x=""12"" y=""0""] ~b/o {self.fractional_price} chaos",6,2020-04-21 10:22:17.415118
16,4.69742,Currency,Silver Coin,0.05278,"[linkItem location=""Stash1"" league=""Delirium"" x=""35"" y=""0""] ~b/o {self.fractional_price} chaos",89,2020-04-21 10:22:17.415118
17,4.66662,Currency,Turbulent Catalyst,0.33333,"[linkItem location=""Stash1"" league=""Delirium"" x=""41"" y=""0""] ~b/o {self.fractional_price} chaos",14,2020-04-21 10:22:17.415118
18,0.0,,Alchemy Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""26"" y=""0""] ~b/o {self.fractional_price} chaos",11,2020-04-21 10:22:17.415118
19,2.528764444444444,Currency,Perandus Coin,0.008183703703703703,"[linkItem location=""Stash1"" league=""Delirium"" x=""39"" y=""0""] ~b/o {self.fractional_price} chaos",309,2020-04-21 10:22:17.415118
20,1.0,Oil,Amber Oil,0.5,"[linkItem location=""Stash1"" league=""Delirium"" x=""40"" y=""0""] ~b/o {self.fractional_price} chaos",2,2020-04-21 10:22:17.415118
21,0.0,,Harbinger's Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""64"" y=""0""] ~b/o {self.fractional_price} chaos",2,2020-04-21 10:22:17.415118
22,0.0,,Stacked Deck,,"[linkItem location=""Stash1"" league=""Delirium"" x=""45"" y=""0""] ~b/o {self.fractional_price} chaos",10,2020-04-21 10:22:17.415118
23,5.18,Essence,Remnant of Corruption,0.74,"[linkItem location=""Stash1"" league=""Delirium"" x=""33"" y=""0""] ~b/o {self.fractional_price} chaos",7,2020-04-21 10:22:17.415118
24,2.0,DeliriumOrb,Portentous Delirium Orb,2.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""32"" y=""0""] ~b/o {self.fractional_price} chaos",1,2020-04-21 10:22:17.415118
25,0.0,,Ancient Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""62"" y=""0""] ~b/o {self.fractional_price} chaos",14,2020-04-21 10:22:17.415118
26,12.99987,Currency,Orb of Chance,0.11111,"[linkItem location=""Stash1"" league=""Delirium"" x=""6"" y=""0""] ~b/o {self.fractional_price} chaos",117,2020-04-21 10:22:17.415118
27,37.93753469387755,Currency,Orb of Fusing,0.1580730612244898,"[linkItem location=""Stash1"" league=""Delirium"" x=""18"" y=""0""] ~b/o {self.fractional_price} chaos",240,2020-04-21 10:22:17.415118
28,0.0,,Regal Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""52"" y=""0""] ~b/o {self.fractional_price} chaos",5,2020-04-21 10:22:17.415118
29,0.0,,Orb of Transmutation,,"[linkItem location=""Stash1"" league=""Delirium"" x=""8"" y=""0""] ~b/o {self.fractional_price} chaos",193,2020-04-21 10:22:17.415118
30,0.0,,Binding Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""63"" y=""0""] ~b/o {self.fractional_price} chaos",17,2020-04-21 10:22:17.415118
