,value,type,type_line,price,datetime
0,14.125,Currency,Armourer's Scrap,0.125,2020-04-20 00:33:46.198977
1,0.88888,Currency,Imbued Catalyst,0.11111,2020-04-20 00:33:46.198977
2,3.831269587628866,Currency,Blacksmith's Whetstone,0.10946484536082474,2020-04-20 00:33:46.198977
3,4.6195827848101265,Currency,Gemcutter's Prism,0.5774478481012658,2020-04-20 00:33:46.198977
4,1.7087999999999999,Currency,Orb of Binding,0.11392,2020-04-20 00:33:46.198977
5,0.0,,Exalted Shard,,2020-04-20 00:33:46.198977
6,0.0,,Scroll Fragment,,2020-04-20 00:33:46.198977
7,0.0,,Horizon Shard,,2020-04-20 00:33:46.198977
8,1.0,Currency,Harbinger's Orb,1.0,2020-04-20 00:33:46.198977
9,3.1667300000000003,Currency,Abrasive Catalyst,0.16667,2020-04-20 00:33:46.198977
10,7.2388288,Currency,Jeweller's Orb,0.0441392,2020-04-20 00:33:46.198977
11,0.7679938636363637,Currency,Glassblower's Bauble,0.25599795454545454,2020-04-20 00:33:46.198977
12,0.8596744303797469,Currency,Engineer's Orb,0.12281063291139241,2020-04-20 00:33:46.198977
13,2.1739,Currency,Cartographer's Chisel,0.21739,2020-04-20 00:33:46.198977
14,4.9529297872340425,Currency,Orb of Regret,0.2751627659574468,2020-04-20 00:33:46.198977
15,1.1803936842105263,Currency,Regal Orb,0.1967322807017544,2020-04-20 00:33:46.198977
16,4.68407,Currency,Silver Coin,0.05263,2020-04-20 00:33:46.198977
17,4.66662,Currency,Turbulent Catalyst,0.33333,2020-04-20 00:33:46.198977
18,0.0,,Alchemy Shard,,2020-04-20 00:33:46.198977
19,2.665998260869565,Currency,Perandus Coin,0.008627826086956522,2020-04-20 00:33:46.198977
20,2.0,Oil,Amber Oil,1.0,2020-04-20 00:33:46.198977
21,0.0,,Harbinger's Shard,,2020-04-20 00:33:46.198977
22,0.0,,Stacked Deck,,2020-04-20 00:33:46.198977
23,5.81,Essence,Remnant of Corruption,0.83,2020-04-20 00:33:46.198977
24,3.0,DeliriumOrb,Portentous Delirium Orb,3.0,2020-04-20 00:33:46.198977
25,0.0,,Ancient Shard,,2020-04-20 00:33:46.198977
26,12.953548064516129,Currency,Orb of Chance,0.11071408602150537,2020-04-20 00:33:46.198977
27,39.81648,Currency,Orb of Fusing,0.165902,2020-04-20 00:33:46.198977
28,0.0,,Regal Shard,,2020-04-20 00:33:46.198977
29,0.0,,Orb of Transmutation,,2020-04-20 00:33:46.198977
30,0.0,,Binding Shard,,2020-04-20 00:33:46.198977
31,17.33316,Currency,Orb of Alteration,0.22222,2020-04-20 00:33:46.198977
32,2.5,Oil,Sepia Oil,0.5,2020-04-20 00:33:46.198977
33,2.0,DeliriumOrb,Decadent Delirium Orb,2.0,2020-04-20 00:33:46.198977
34,3.5,Oil,Clear Oil,0.5,2020-04-20 00:33:46.198977
35,4.30488,Currency,Simple Sextant,0.17937,2020-04-20 00:33:46.198977
36,0.79808,Currency,Blessed Orb,0.02752,2020-04-20 00:33:46.198977
37,0.0,,Portal Scroll,,2020-04-20 00:33:46.198977
38,158.09982454545454,Fragment,Simulacrum Splinter,0.4556190909090909,2020-04-20 00:33:46.198977
39,3.0,Currency,Tempering Catalyst,1.0,2020-04-20 00:33:46.198977
40,0.0,,Scroll of Wisdom,,2020-04-20 00:33:46.198977
41,0.0,Currency,Orb of Horizons,0.0,2020-04-20 00:33:46.198977
42,7.606199999999999,Currency,Orb of Scouring,0.38031,2020-04-20 00:33:46.198977
43,5.857259999999999,Currency,Orb of Alchemy,0.14286,2020-04-20 00:33:46.198977
44,2.4725521978021976,Currency,Intrinsic Catalyst,0.16483681318681317,2020-04-20 00:33:46.198977
45,6.851815408163265,Currency,Orb of Augmentation,0.16711744897959183,2020-04-20 00:33:46.198977
46,0.0,,Alteration Shard,,2020-04-20 00:33:46.198977
47,0.0,,Transmutation Shard,,2020-04-20 00:33:46.198977
48,0.0,,Chaos Shard,,2020-04-20 00:33:46.198977
49,5.162521212121212,Currency,Vaal Orb,0.6453151515151515,2020-04-20 00:33:46.198977
50,13.351655483870967,Currency,Prime Sextant,0.7027187096774193,2020-04-20 00:33:46.198977
51,0.0,,Chaos Orb,,2020-04-20 00:33:46.198977
52,11.5148376,Currency,Awakened Sextant,1.9191396,2020-04-20 00:33:46.198977
