,value,type,type_line,datetime
0,0.0,,Alteration Shard,2020-04-18 16:24:19.446028
1,2.774398,Currency,Armourer's Scrap,2020-04-18 16:24:19.446028
2,1.73679,Currency,Intrinsic Catalyst,2020-04-18 16:24:19.446028
3,10.21994169072165,Currency,Blacksmith's Whetstone,2020-04-18 16:24:19.446028
4,2.0,Essence,Shrieking Essence of Dread,2020-04-18 16:24:19.446028
5,1.0,Essence,Weeping Essence of Sorrow,2020-04-18 16:24:19.446028
6,15.20655868852459,Currency,Awakened Sextant,2020-04-18 16:24:19.446028
7,2.0000400000000003,Currency,Glassblower's Bauble,2020-04-18 16:24:19.446028
8,1.33332,Currency,Orb of Binding,2020-04-18 16:24:19.446028
9,21.564636202702708,Currency,Orb of Regret,2020-04-18 16:24:19.446028
10,2.33338,Currency,Abrasive Catalyst,2020-04-18 16:24:19.446028
11,18.722572000000003,Currency,Jeweller's Orb,2020-04-18 16:24:19.446028
12,18.517037000000002,Currency,Orb of Augmentation,2020-04-18 16:24:19.446028
13,8.079563191489362,Currency,Perandus Coin,2020-04-18 16:24:19.446028
14,0.6721156701030928,Currency,Engineer's Orb,2020-04-18 16:24:19.446028
15,0.0,,Chaos Shard,2020-04-18 16:24:19.446028
16,5.966682505882354,Currency,Silver Coin,2020-04-18 16:24:19.446028
17,1.33332,Currency,Turbulent Catalyst,2020-04-18 16:24:19.446028
18,2.0,DeliriumOrb,Portentous Delirium Orb,2020-04-18 16:24:19.446028
19,14.0,Currency,Divine Orb,2020-04-18 16:24:19.446028
20,4.68,Essence,Remnant of Corruption,2020-04-18 16:24:19.446028
21,0.0,,Ancient Shard,2020-04-18 16:24:19.446028
22,20.240000000000002,Currency,Orb of Chance,2020-04-18 16:24:19.446028
23,0.0,,Transmutation Shard,2020-04-18 16:24:19.446028
24,31.777746000000008,Currency,Orb of Fusing,2020-04-18 16:24:19.446028
25,3.57917,Currency,Regal Orb,2020-04-18 16:24:19.446028
26,0.0,,Regal Shard,2020-04-18 16:24:19.446028
27,0.0,,Orb of Transmutation,2020-04-18 16:24:19.446028
28,0.0,,Binding Shard,2020-04-18 16:24:19.446028
29,1.75,Currency,Orb of Horizons,2020-04-18 16:24:19.446028
30,73.13908602564103,Currency,Orb of Alteration,2020-04-18 16:24:19.446028
31,3.1667300000000003,Currency,Simple Sextant,2020-04-18 16:24:19.446028
32,0.9167400000000001,Currency,Blessed Orb,2020-04-18 16:24:19.446028
33,0.0,,Portal Scroll,2020-04-18 16:24:19.446028
34,3.0,Currency,Tempering Catalyst,2020-04-18 16:24:19.446028
35,0.0,,Scroll of Wisdom,2020-04-18 16:24:19.446028
36,3.0,Fossil,Dense Fossil,2020-04-18 16:24:19.446028
37,2.0000400000000003,Currency,Splinter of Tul,2020-04-18 16:24:19.446028
38,0.0,,Exalted Orb,2020-04-18 16:24:19.446028
39,3.0,Essence,Screaming Essence of Anger,2020-04-18 16:24:19.446028
40,0.0,,Medium Cluster Jewel,2020-04-18 16:24:19.446028
41,8.25117,Currency,Orb of Alchemy,2020-04-18 16:24:19.446028
42,1.0,Essence,Wailing Essence of Spite,2020-04-18 16:24:19.446028
43,8.066586000000001,Currency,Chromatic Orb,2020-04-18 16:24:19.446028
44,1.93467,Currency,Vaal Orb,2020-04-18 16:24:19.446028
45,7.3333699999999995,Currency,Prime Sextant,2020-04-18 16:24:19.446028
46,5.1631368421052635,Currency,Gemcutter's Prism,2020-04-18 16:24:19.446028
47,166.75370311111115,Fragment,Simulacrum Splinter,2020-04-18 16:24:19.446028
48,0.0,,Chaos Orb,2020-04-18 16:24:19.446028
49,0.0,,Horizon Shard,2020-04-18 16:24:19.446028
50,4.0,DeliriumOrb,Armoursmith's Delirium Orb,2020-04-18 16:24:19.446028
51,6.212808105263158,Currency,Cartographer's Chisel,2020-04-18 16:24:19.446028
52,0.0,,Alchemy Shard,2020-04-18 16:24:19.446028
53,46.23489547368421,Currency,Orb of Scouring,2020-04-18 16:24:19.446028
54,1.0,DivinationCard,The Hermit,2020-04-18 16:24:19.446028
55,6.0,DivinationCard,Imperial Legacy,2020-04-18 16:24:19.446028
56,13.0,DivinationCard,The Lord of Celebration,2020-04-18 16:24:19.446028
57,2.0,DivinationCard,Prosperity,2020-04-18 16:24:19.446028
58,12.0,DivinationCard,The Catalyst,2020-04-18 16:24:19.446028
59,74.0,DivinationCard,Nook's Crown,2020-04-18 16:24:19.446028
60,1.0,DivinationCard,The Blazing Fire,2020-04-18 16:24:19.446028
61,21.0,DivinationCard,Arrogance of the Vaal,2020-04-18 16:24:19.446028
62,6.0,DivinationCard,Humility,2020-04-18 16:24:19.446028
63,4.0,DivinationCard,The Flora's Gift,2020-04-18 16:24:19.446028
64,1.0,DivinationCard,Thirst for Knowledge,2020-04-18 16:24:19.446028
