,chaos_value,type,type_line,price,shoplink_template,stack_size,datetime
0,17.44427,Currency,Armourer's Scrap,0.11111,"[linkItem location=""Stash1"" league=""Delirium"" x=""3"" y=""0""] ~b/o {final_price} {fx_id}",157,2020-04-25 15:35:26.685484
1,1.1971714285714286,Currency,Imbued Catalyst,0.09976428571428571,"[linkItem location=""Stash1"" league=""Delirium"" x=""43"" y=""0""] ~b/o {final_price} {fx_id}",12,2020-04-25 15:35:26.685484
2,7.260734042553191,Currency,Blacksmith's Whetstone,0.1210122340425532,"[linkItem location=""Stash1"" league=""Delirium"" x=""0"" y=""0""] ~b/o {final_price} {fx_id}",60,2020-04-25 15:35:26.685484
3,2.625,Currency,Orb of Binding,0.125,"[linkItem location=""Stash1"" league=""Delirium"" x=""59"" y=""0""] ~b/o {final_price} {fx_id}",21,2020-04-25 15:35:26.685484
4,15.0,Hard Currency,Divine Orb,15.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""20"" y=""0""] ~b/o {final_price} {fx_id}",1,2020-04-25 15:35:26.685484
5,18.0,Currency,Exalted Shard,9.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""51"" y=""0""] ~b/o {final_price} {fx_id}",2,2020-04-25 15:35:26.685484
6,0.0,,Alchemy Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""26"" y=""0""] ~b/o {final_price} {fx_id}",19,2020-04-25 15:35:26.685484
7,0.0,,Scroll Fragment,,"[linkItem location=""Stash1"" league=""Delirium"" x=""23"" y=""0""] ~b/o {final_price} {fx_id}",3,2020-04-25 15:35:26.685484
8,2.0,Currency,Harbinger's Orb,2.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""57"" y=""0""] ~b/o {final_price} {fx_id}",1,2020-04-25 15:35:26.685484
9,3.8540447999999996,Currency,Abrasive Catalyst,0.1427424,"[linkItem location=""Stash1"" league=""Delirium"" x=""34"" y=""0""] ~b/o {final_price} {fx_id}",27,2020-04-25 15:35:26.685484
10,8.908199999999999,Currency,Jeweller's Orb,0.04545,"[linkItem location=""Stash1"" league=""Delirium"" x=""19"" y=""0""] ~b/o {final_price} {fx_id}",196,2020-04-25 15:35:26.685484
11,2.9997138461538464,Currency,Glassblower's Bauble,0.24997615384615385,"[linkItem location=""Stash1"" league=""Delirium"" x=""15"" y=""0""] ~b/o {final_price} {fx_id}",12,2020-04-25 15:35:26.685484
12,1.408481111111111,Currency,Engineer's Orb,0.14084811111111112,"[linkItem location=""Stash1"" league=""Delirium"" x=""60"" y=""0""] ~b/o {final_price} {fx_id}",10,2020-04-25 15:35:26.685484
13,15.833460000000002,Currency,Orb of Regret,0.27778,"[linkItem location=""Stash1"" league=""Delirium"" x=""7"" y=""0""] ~b/o {final_price} {fx_id}",57,2020-04-25 15:35:26.685484
14,6.477608108108108,Currency,Regal Orb,0.21592027027027028,"[linkItem location=""Stash1"" league=""Delirium"" x=""12"" y=""0""] ~b/o {final_price} {fx_id}",30,2020-04-25 15:35:26.685484
15,5.933629999999999,Currency,Silver Coin,0.06667,"[linkItem location=""Stash1"" league=""Delirium"" x=""35"" y=""0""] ~b/o {final_price} {fx_id}",89,2020-04-25 15:35:26.685484
16,5.7142,Currency,Turbulent Catalyst,0.28571,"[linkItem location=""Stash1"" league=""Delirium"" x=""41"" y=""0""] ~b/o {final_price} {fx_id}",20,2020-04-25 15:35:26.685484
17,5.365623917525773,Currency,Perandus Coin,0.008229484536082474,"[linkItem location=""Stash1"" league=""Delirium"" x=""39"" y=""0""] ~b/o {final_price} {fx_id}",652,2020-04-25 15:35:26.685484
18,1.48,Oil,Amber Oil,0.74,"[linkItem location=""Stash1"" league=""Delirium"" x=""40"" y=""0""] ~b/o {final_price} {fx_id}",2,2020-04-25 15:35:26.685484
19,0.0,,Harbinger's Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""64"" y=""0""] ~b/o {final_price} {fx_id}",5,2020-04-25 15:35:26.685484
20,60.0,Hard Currency,Stacked Deck,2.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""45"" y=""0""] ~b/o {final_price} {fx_id}",30,2020-04-25 15:35:26.685484
21,6.510000000000001,Essence,Remnant of Corruption,0.93,"[linkItem location=""Stash1"" league=""Delirium"" x=""33"" y=""0""] ~b/o {final_price} {fx_id}",7,2020-04-25 15:35:26.685484
22,0.0,,Alteration Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""25"" y=""0""] ~b/o {final_price} {fx_id}",17,2020-04-25 15:35:26.685484
23,16.77761,Currency,Orb of Chance,0.11111,"[linkItem location=""Stash1"" league=""Delirium"" x=""6"" y=""0""] ~b/o {final_price} {fx_id}",151,2020-04-25 15:35:26.685484
24,39.57502337662338,Currency,Orb of Fusing,0.12367194805194805,"[linkItem location=""Stash1"" league=""Delirium"" x=""18"" y=""0""] ~b/o {final_price} {fx_id}",320,2020-04-25 15:35:26.685484
25,0.0,,Regal Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""52"" y=""0""] ~b/o {final_price} {fx_id}",5,2020-04-25 15:35:26.685484
26,22.017328767123285,Currency,Orb of Transmutation,0.11773972602739725,"[linkItem location=""Stash1"" league=""Delirium"" x=""8"" y=""0""] ~b/o {final_price} {fx_id}",187,2020-04-25 15:35:26.685484
27,0.0,,Binding Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""63"" y=""0""] ~b/o {final_price} {fx_id}",17,2020-04-25 15:35:26.685484
28,50.195460638297874,Hard Currency,Orb of Alteration,0.19998191489361702,"[linkItem location=""Stash1"" league=""Delirium"" x=""9"" y=""0""] ~b/o {final_price} {fx_id}",251,2020-04-25 15:35:26.685484
29,2.5,Oil,Sepia Oil,0.5,"[linkItem location=""Stash1"" league=""Delirium"" x=""46"" y=""0""] ~b/o {final_price} {fx_id}",5,2020-04-25 15:35:26.685484
30,6.5,Oil,Clear Oil,0.65,"[linkItem location=""Stash1"" league=""Delirium"" x=""48"" y=""0""] ~b/o {final_price} {fx_id}",10,2020-04-25 15:35:26.685484
31,1.0,Essence,Screaming Essence of Torment,1.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""32"" y=""0""] ~b/o {final_price} {fx_id}",1,2020-04-25 15:35:26.685484
32,4.90914,Currency,Simple Sextant,0.18182,"[linkItem location=""Stash1"" league=""Delirium"" x=""36"" y=""0""] ~b/o {final_price} {fx_id}",27,2020-04-25 15:35:26.685484
33,0.51426,Currency,Blessed Orb,0.02857,"[linkItem location=""Stash1"" league=""Delirium"" x=""21"" y=""0""] ~b/o {final_price} {fx_id}",18,2020-04-25 15:35:26.685484
34,0.0,,Horizon Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""56"" y=""0""] ~b/o {final_price} {fx_id}",16,2020-04-25 15:35:26.685484
35,35.81854,Currency,Portal Scroll,0.09091,"[linkItem location=""Stash1"" league=""Delirium"" x=""14"" y=""0""] ~b/o {final_price} {fx_id}",394,2020-04-25 15:35:26.685484
36,366.0304977777778,Fragment,Simulacrum Splinter,0.4347155555555556,"[linkItem location=""Stash1"" league=""Delirium"" x=""30"" y=""0""] ~b/o {final_price} {fx_id}",842,2020-04-25 15:35:26.685484
37,7.0,Currency,Ancient Orb,7.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""58"" y=""0""] ~b/o {final_price} {fx_id}",1,2020-04-25 15:35:26.685484
38,3.0,Currency,Tempering Catalyst,1.0,"[linkItem location=""Stash1"" league=""Delirium"" x=""42"" y=""0""] ~b/o {final_price} {fx_id}",3,2020-04-25 15:35:26.685484
39,0.0,,Ancient Shard,,"[linkItem location=""Stash1"" league=""Delirium"" x=""62"" y=""0""] ~b/o {final_price} {fx_id}",10,2020-04-25 15:35:26.685484
40,4.59954,Currency,Scroll of Wisdom,0.03333,"[linkItem location=""Stash1"" league=""Delirium"" x=""1"" y=""0""] ~b/o {final_price} {fx_id}",138,2020-04-25 15:35:26.685484
