,value,type,type_line,datetime
0,6.875000000000001,Currency,Armourer's Scrap,2020-04-18 23:33:38.076242
1,13.51187412903226,Currency,Blacksmith's Whetstone,2020-04-18 23:33:38.076242
2,0.0,,Alteration Shard,2020-04-18 23:33:38.076242
3,10.132330576923078,Currency,Orb of Regret,2020-04-18 23:33:38.076242
4,3.0,DeliriumOrb,Amorphous Delirium Orb,2020-04-18 23:33:38.076242
5,1.4975336734693876,Currency,Orb of Binding,2020-04-18 23:33:38.076242
6,0.0,,Alchemy Shard,2020-04-18 23:33:38.076242
7,7.0,Currency,Exalted Shard,2020-04-18 23:33:38.076242
8,2.0,Currency,Harbinger's Orb,2020-04-18 23:33:38.076242
9,2.33338,Currency,Abrasive Catalyst,2020-04-18 23:33:38.076242
10,4.449555,Currency,Jeweller's Orb,2020-04-18 23:33:38.076242
11,0.0,Currency,Glassblower's Bauble,2020-04-18 23:33:38.076242
12,8.695194471910114,Currency,Perandus Coin,2020-04-18 23:33:38.076242
13,0.6000000000000001,Currency,Engineer's Orb,2020-04-18 23:33:38.076242
14,0.0,,Horizon Shard,2020-04-18 23:33:38.076242
15,0.0,,Chaos Shard,2020-04-18 23:33:38.076242
16,15.0,DeliriumOrb,Fine Delirium Orb,2020-04-18 23:33:38.076242
17,0.0,,Transmutation Shard,2020-04-18 23:33:38.076242
18,5.439324,Currency,Silver Coin,2020-04-18 23:33:38.076242
19,2.66664,Currency,Turbulent Catalyst,2020-04-18 23:33:38.076242
20,0.0,,Scroll Fragment,2020-04-18 23:33:38.076242
21,6.0,Essence,Remnant of Corruption,2020-04-18 23:33:38.076242
22,0.0,,Medium Cluster Jewel,2020-04-18 23:33:38.076242
23,1.0,Oil,Azure Oil,2020-04-18 23:33:38.076242
24,2.0,DeliriumOrb,Portentous Delirium Orb,2020-04-18 23:33:38.076242
25,0.0,,Ancient Shard,2020-04-18 23:33:38.076242
26,11.977658000000002,Currency,Orb of Chance,2020-04-18 23:33:38.076242
27,33.27103111111111,Currency,Orb of Fusing,2020-04-18 23:33:38.076242
28,0.0,,Regal Shard,2020-04-18 23:33:38.076242
29,0.0,,Orb of Transmutation,2020-04-18 23:33:38.076242
30,0.0,,Binding Shard,2020-04-18 23:33:38.076242
31,4.904207,Currency,Orb of Alteration,2020-04-18 23:33:38.076242
32,1.69232,Currency,Orb of Horizons,2020-04-18 23:33:38.076242
33,1.5,Oil,Sepia Oil,2020-04-18 23:33:38.076242
